# 'water_0_30.h5', 'cement_0_30.h5', 'Asphalt_0_30.h5', 'Asphaltwet_0_30.h5', 'roadgravel_0_30.h5', 'grass_0_30.h5', 'Roughgravel_0_30.h5'
2.092377358490566166e+03,1.717233644859813012e+03,1.084301886792452933e+03,1.718807339449541359e+03,5.323999999999999773e+02,3.086355140186915946e+02,8.115145631067961176e+02
2.112339622641509322e+03,1.729943925233644904e+03,1.095830188679245339e+03,1.734055045871559741e+03,5.425904761904762381e+02,3.113644859813084054e+02,8.205048543689320013e+02
2.131452830188679400e+03,1.742299065420560737e+03,1.106924528301886767e+03,1.748495412844036764e+03,5.529333333333332803e+02,3.142242990654205528e+02,8.301553398058252924e+02
2.150490566037735789e+03,1.753962616822429936e+03,1.118547169811320828e+03,1.762770642201834789e+03,5.634095238095237619e+02,3.170467289719626365e+02,8.397281553398058804e+02
2.168849056603773533e+03,1.765514018691588717e+03,1.129452830188679172e+03,1.776458715596330194e+03,5.740761904761905043e+02,3.199626168224298794e+02,8.492621359223301170e+02
2.186735849056603911e+03,1.776280373831775705e+03,1.140132075471698045e+03,1.790348623853210938e+03,5.846666666666666288e+02,3.230093457943925159e+02,8.581747572815534113e+02
2.204226415094339700e+03,1.787271028037383076e+03,1.150396226415094361e+03,1.803449541284403722e+03,5.950095238095237846e+02,3.259252336448598157e+02,8.676310679611650585e+02
2.221264150943396089e+03,1.797383177570093494e+03,1.160735849056603683e+03,1.816587155963302848e+03,6.056190476190475920e+02,3.287850467289719631e+02,8.773398058252427063e+02
2.237584905660377444e+03,1.807308411214953367e+03,1.170905660377358572e+03,1.829339449541284466e+03,6.169714285714285325e+02,3.316822429906542311e+02,8.862135922330097628e+02
2.253226415094339700e+03,1.816504672897196315e+03,1.180509433962264211e+03,1.841816513761467832e+03,6.278095238095238528e+02,3.345046728971962580e+02,8.954951456310679987e+02
2.268566037735849022e+03,1.825962616822429936e+03,1.189735849056603683e+03,1.853651376146789062e+03,6.388761904761904589e+02,3.377570093457944154e+02,9.048737864077669428e+02
2.283641509433962256e+03,1.835084112149532757e+03,1.198905660377358572e+03,1.865082568807339385e+03,6.503047619047619037e+02,3.410467289719626365e+02,9.141553398058252924e+02
2.297245283018868122e+03,1.843196261682242948e+03,1.208018867924528195e+03,1.876513761467889935e+03,6.613714285714286234e+02,3.441682242990654004e+02,9.233786407766990578e+02
2.311433962264150978e+03,1.851327102803738399e+03,1.216679245283018872e+03,1.887522935779816407e+03,6.723999999999999773e+02,3.471962616822430050e+02,9.321941747572815302e+02
2.324415094339622556e+03,1.858822429906542084e+03,1.224962264150943383e+03,1.898055045871559741e+03,6.837714285714286007e+02,3.503925233644859532e+02,9.415728155339805880e+02
2.336924528301886767e+03,1.866018691588785032e+03,1.232679245283018872e+03,1.908440366972477023e+03,6.953904761904761926e+02,3.534392523364485896e+02,9.506213592233009422e+02
2.348905660377358345e+03,1.872616822429906506e+03,1.240396226415094361e+03,1.918055045871559741e+03,7.066666666666666288e+02,3.568037383177569950e+02,9.598252427184465887e+02
2.360245283018868122e+03,1.878392523364485896e+03,1.248037735849056617e+03,1.927743119266055146e+03,7.182666666666666515e+02,3.600373831775701206e+02,9.685825242718447043e+02
2.371056603773584811e+03,1.884205607476635578e+03,1.255264150943396317e+03,1.936954128440366958e+03,7.301523809523810087e+02,3.632149532710280369e+02,9.776699029126214100e+02
2.380962264150943611e+03,1.889607476635514104e+03,1.262150943396226467e+03,1.945467889908256893e+03,7.419619047619047478e+02,3.669906542056074841e+02,9.868349514563107050e+02
2.390226415094339700e+03,1.894411214953270928e+03,1.268490566037735789e+03,1.953926605504587087e+03,7.536571428571428442e+02,3.703177570093457689e+02,9.958058252427184698e+02
2.398698113207547067e+03,1.898728971962616924e+03,1.274415094339622556e+03,1.962055045871559741e+03,7.652380952380951840e+02,3.735887850467289582e+02,1.004466019417475763e+03
2.407415094339622556e+03,1.902822429906542084e+03,1.280113207547169850e+03,1.969614678899082492e+03,7.769904761904762154e+02,3.768411214953271156e+02,1.013398058252427177e+03
2.414773584905660300e+03,1.906803738317757052e+03,1.285830188679245339e+03,1.976605504587156020e+03,7.890476190476190368e+02,3.802242990654205528e+02,1.022621359223300942e+03
2.422075471698113233e+03,1.909869158878504777e+03,1.290886792452830150e+03,1.983596330275229320e+03,8.011809523809523625e+02,3.839252336448598157e+02,1.031300970873786355e+03
2.428207547169811278e+03,1.912485981308411283e+03,1.295792452830188722e+03,1.990183486238532168e+03,8.131238095238095411e+02,3.871775700934579163e+02,1.039883495145631059e+03
2.433867924528301955e+03,1.914990654205607370e+03,1.300396226415094361e+03,1.996477064220183593e+03,8.253142857142856883e+02,3.905981308411214741e+02,1.048912621359223294e+03
2.438716981132075489e+03,1.916897196261682211e+03,1.304641509433962256e+03,2.002110091743119256e+03,8.373142857142856883e+02,3.940934579439252161e+02,1.057631067961164945e+03
2.442924528301886767e+03,1.918299065420560737e+03,1.308415094339622556e+03,2.007688073394495405e+03,8.493904761904761926e+02,3.975887850467289582e+02,1.066504854368932001e+03
2.447226415094339700e+03,1.919214953271027980e+03,1.312037735849056617e+03,2.012678899082568705e+03,8.618095238095238528e+02,4.009158878504672998e+02,1.075126213592232943e+03
2.450377358490566166e+03,1.919644859813084167e+03,1.315283018867924511e+03,2.017559633027522977e+03,8.737904761904761699e+02,4.043738317757009213e+02,1.083805825242718356e+03
2.452811320754717144e+03,1.919682242990654231e+03,1.317886792452830150e+03,2.021853211009174402e+03,8.860190476190475692e+02,4.079626168224298794e+02,1.092796116504854353e+03
2.454622641509433834e+03,1.919271028037383076e+03,1.320415094339622556e+03,2.025926605504587087e+03,8.987238095238095639e+02,4.114205607476635578e+02,1.101669902912621410e+03
2.455716981132075489e+03,1.918542056074766379e+03,1.322566037735849022e+03,2.029247706422018382e+03,9.111047619047618582e+02,4.149345794392523317e+02,1.110446601941747531e+03
2.456150943396226467e+03,1.917158878504672884e+03,1.324433962264150978e+03,2.031779816513761489e+03,9.235428571428570876e+02,4.185046728971962580e+02,1.119514563106796004e+03
2.456075471698113233e+03,1.915551401869158781e+03,1.325905660377358572e+03,2.035009174311926699e+03,9.363619047619047251e+02,4.218691588785046633e+02,1.127961165048543762e+03
2.455075471698113233e+03,1.913644859813084167e+03,1.327056603773584811e+03,2.037082568807339385e+03,9.488761904761904589e+02,4.248224299065420837e+02,1.136310679611650585e+03
2.453641509433962256e+03,1.910990654205607370e+03,1.327679245283018872e+03,2.038935779816513786e+03,9.613904761904761926e+02,4.282803738317757052e+02,1.145165048543689409e+03
2.451641509433962256e+03,1.907831775700934486e+03,1.328396226415094361e+03,2.040477064220183593e+03,9.739428571428571786e+02,4.315514018691588944e+02,1.153922330097087297e+03
2.449056603773584811e+03,1.904448598130841219e+03,1.328452830188679172e+03,2.041522935779816407e+03,9.868761904761904589e+02,4.348598130841121474e+02,1.162194174757281644e+03
2.445339622641509322e+03,1.900299065420560737e+03,1.327792452830188722e+03,2.042220183486238511e+03,9.996380952380952749e+02,4.378130841121495109e+02,1.170834951456310591e+03
2.441660377358490678e+03,1.895757009345794359e+03,1.326849056603773533e+03,2.042605504587156020e+03,1.012323809523809473e+03,4.410467289719626365e+02,1.179378640776699058e+03
2.436924528301886767e+03,1.890766355140186988e+03,1.326207547169811278e+03,2.042642201834862362e+03,1.024914285714285825e+03,4.442803738317757052e+02,1.187786407766990351e+03
2.431811320754717144e+03,1.885439252336448590e+03,1.324622641509434061e+03,2.041981651376146829e+03,1.037504761904761835e+03,4.472710280373831893e+02,1.196233009708737882e+03
2.425981132075471578e+03,1.879925233644859873e+03,1.322943396226415189e+03,2.040678899082568705e+03,1.050095238095238074e+03,4.501121495327103048e+02,1.205300970873786355e+03
2.419735849056603911e+03,1.873532710280373749e+03,1.321169811320754661e+03,2.039431192660550550e+03,1.062514285714285734e+03,4.532897196261682211e+02,1.213378640776699058e+03
2.412735849056603911e+03,1.867364485981308462e+03,1.318811320754716917e+03,2.037761467889908317e+03,1.075333333333333258e+03,4.562429906542055846e+02,1.222019417475728233e+03
2.405283018867924511e+03,1.860168224299065514e+03,1.316075471698113233e+03,2.035834862385321003e+03,1.087580952380952340e+03,4.589532710280373635e+02,1.230679611650485413e+03
2.397075471698113233e+03,1.852934579439252275e+03,1.313415094339622556e+03,2.033357798165137638e+03,1.099847619047618991e+03,4.614953271028037420e+02,1.239553398058252469e+03
2.388188679245282856e+03,1.845289719626168335e+03,1.310264150943396317e+03,2.030733944954128447e+03,1.112190476190476147e+03,4.638317757009345996e+02,1.248271844660194120e+03
2.378622641509433834e+03,1.836859813084112147e+03,1.306245283018867894e+03,2.027596330275229320e+03,1.124666666666666742e+03,4.663738317757009213e+02,1.257203883495145647e+03
2.368735849056603911e+03,1.828691588785046633e+03,1.302415094339622556e+03,2.023944954128440259e+03,1.136742857142857247e+03,4.690841121495327002e+02,1.265514563106796004e+03
2.357981132075471578e+03,1.820000000000000000e+03,1.298320754716981128e+03,2.020091743119266084e+03,1.148952380952380963e+03,4.713644859813084054e+02,1.274310679611650585e+03
2.347415094339622556e+03,1.810093457943925159e+03,1.293207547169811278e+03,2.016440366972477023e+03,1.161180952380952476e+03,4.736261682242990787e+02,1.283126213592232943e+03
2.335981132075471578e+03,1.800504672897196315e+03,1.288226415094339700e+03,2.011761467889908317e+03,1.173447619047619128e+03,4.757943925233644791e+02,1.292271844660194120e+03
2.324075471698113233e+03,1.790579439252336442e+03,1.282943396226415189e+03,2.007100917431192556e+03,1.185200000000000045e+03,4.780747663551401843e+02,1.300990291262135997e+03
2.311547169811320600e+03,1.779887850467289809e+03,1.277716981132075489e+03,2.001541284403669806e+03,1.197104761904761972e+03,4.800186915887850319e+02,1.309844660194174821e+03
2.298547169811320600e+03,1.769252336448598044e+03,1.272132075471698045e+03,1.996238532110091683e+03,1.208514285714285734e+03,4.814953271028037420e+02,1.318446601941747531e+03
2.285339622641509322e+03,1.758280373831775705e+03,1.265943396226415189e+03,1.989743119266055146e+03,1.219961904761904862e+03,4.833271028037383417e+02,1.327611650485436940e+03
2.271528301886792633e+03,1.746691588785046633e+03,1.259849056603773533e+03,1.983541284403669806e+03,1.231257142857142753e+03,4.850841121495327002e+02,1.336368932038835055e+03
2.256849056603773533e+03,1.734953271028037307e+03,1.253320754716981128e+03,1.977082568807339385e+03,1.242400000000000091e+03,4.868037383177569950e+02,1.345786407766990351e+03
2.242075471698113233e+03,1.722934579439252275e+03,1.246811320754716917e+03,1.970000000000000000e+03,1.253523809523809632e+03,4.883177570093457689e+02,1.355126213592232943e+03
2.227056603773584811e+03,1.710261682242990673e+03,1.239830188679245339e+03,1.963155963302752298e+03,1.264019047619047569e+03,4.898130841121495109e+02,1.363980582524271767e+03
2.211924528301886767e+03,1.697588785046729072e+03,1.232452830188679172e+03,1.955229357798165211e+03,1.274571428571428669e+03,4.911214953271028207e+02,1.372640776699029175e+03
2.195735849056603911e+03,1.684373831775700864e+03,1.225150943396226467e+03,1.947284403669724725e+03,1.285314285714285688e+03,4.922990654205607370e+02,1.381766990291262118e+03
2.179754716981131878e+03,1.670915887850467243e+03,1.217471698113207594e+03,1.939119266055045955e+03,1.295200000000000045e+03,4.937383177570093267e+02,1.390485436893203996e+03
2.163245283018868122e+03,1.657065420560747725e+03,1.209754716981132106e+03,1.930788990825687961e+03,1.305200000000000045e+03,4.952523364485981574e+02,1.399533980582524237e+03
2.146075471698113233e+03,1.643065420560747725e+03,1.201528301886792406e+03,1.922201834862385340e+03,1.315428571428571331e+03,4.965233644859812898e+02,1.408563106796116472e+03
2.128603773584905866e+03,1.628803738317757052e+03,1.193113207547169850e+03,1.913229357798165211e+03,1.325295238095238119e+03,4.977383177570093267e+02,1.417786407766990351e+03
2.110867924528301955e+03,1.614429906542056187e+03,1.185037735849056617e+03,1.904000000000000000e+03,1.334380952380952294e+03,4.983364485981308576e+02,1.426854368932038824e+03
2.092867924528301955e+03,1.599607476635514104e+03,1.176622641509434061e+03,1.894128440366972427e+03,1.343809523809523853e+03,4.993084112149532530e+02,1.435417475728155296e+03
2.074811320754717144e+03,1.584785046728972020e+03,1.168056603773584811e+03,1.884422018348623851e+03,1.352895238095238028e+03,5.004299065420560737e+02,1.444368932038835055e+03
2.055981132075471578e+03,1.569775700934579390e+03,1.159245283018867894e+03,1.874293577981651424e+03,1.361619047619047706e+03,5.008224299065420837e+02,1.453203883495145647e+03
2.037320754716981128e+03,1.554186915887850546e+03,1.150584905660377444e+03,1.863981651376146829e+03,1.369961904761904862e+03,5.017757009345794472e+02,1.461941747572815530e+03
2.017943396226415189e+03,1.538392523364485896e+03,1.141773584905660300e+03,1.853229357798165211e+03,1.378457142857142799e+03,5.022990654205607370e+02,1.470815533980582586e+03
1.998415094339622556e+03,1.522878504672897179e+03,1.132603773584905639e+03,1.841889908256880744e+03,1.386400000000000091e+03,5.026915887850467470e+02,1.479533980582524237e+03
1.978622641509434061e+03,1.506934579439252275e+03,1.124075471698113233e+03,1.831027522935779871e+03,1.394247619047619082e+03,5.034018691588785259e+02,1.488097087378640708e+03
1.959150943396226467e+03,1.490598130841121474e+03,1.114849056603773533e+03,1.819486238532110065e+03,1.402190476190476147e+03,5.040000000000000000e+02,1.496543689320388239e+03
1.939169811320754661e+03,1.474074766355140127e+03,1.105509433962264211e+03,1.807761467889908317e+03,1.409542857142857201e+03,5.042429906542055846e+02,1.504737864077669883e+03
1.919452830188679172e+03,1.457588785046729072e+03,1.096358490566037744e+03,1.795614678899082492e+03,1.416247619047619082e+03,5.044672897196261943e+02,1.513242718446601884e+03
1.898943396226415189e+03,1.440579439252336442e+03,1.087547169811320828e+03,1.783357798165137638e+03,1.422799999999999955e+03,5.047102803738317789e+02,1.520990291262135997e+03
1.878283018867924511e+03,1.423981308411214968e+03,1.077962264150943383e+03,1.770697247706422104e+03,1.429638095238095275e+03,5.045981308411214741e+02,1.529242718446601884e+03
1.857716981132075489e+03,1.406915887850467243e+03,1.068490566037735789e+03,1.758073394495412913e+03,1.435752380952380918e+03,5.048037383177569950e+02,1.536990291262135997e+03
1.836754716981132106e+03,1.390056074766355096e+03,1.058811320754716917e+03,1.745174311926605469e+03,1.441161904761904680e+03,5.049906542056074841e+02,1.544776699029126121e+03
1.816056603773584811e+03,1.372672897196261601e+03,1.049358490566037744e+03,1.732385321100917508e+03,1.446723809523809450e+03,5.049719626168224522e+02,1.552427184466019526e+03
1.795226415094339700e+03,1.355663551401869199e+03,1.039660377358490678e+03,1.719137614678899126e+03,1.452000000000000000e+03,5.048037383177569950e+02,1.560019417475728233e+03
1.774188679245283083e+03,1.338224299065420610e+03,1.030056603773584811e+03,1.705431192660550550e+03,1.457123809523809541e+03,5.047289719626168107e+02,1.567805825242718356e+03
1.753132075471698045e+03,1.320971962616822339e+03,1.019962264150943383e+03,1.691633027522935890e+03,1.461371428571428623e+03,5.045794392523364422e+02,1.574640776699029175e+03
1.732245283018867894e+03,1.303719626168224295e+03,1.010150943396226467e+03,1.677798165137614660e+03,1.466171428571428578e+03,5.040373831775701206e+02,1.581708737864077648e+03
1.710924528301886767e+03,1.286074766355140127e+03,1.000377358490566053e+03,1.663559633027522977e+03,1.470019047619047569e+03,5.039439252336448476e+02,1.588834951456310591e+03
1.689566037735849022e+03,1.268242990654205641e+03,9.904716981132075944e+02,1.649412844036697152e+03,1.473504761904761835e+03,5.042429906542055846e+02,1.595689320388349415e+03
1.668377358490565939e+03,1.250803738317757052e+03,9.802830188679245111e+02,1.635009174311926699e+03,1.477066666666666606e+03,5.039626168224298794e+02,1.602310679611650585e+03
1.647150943396226467e+03,1.233327102803738399e+03,9.704905660377359027e+02,1.620715596330275275e+03,1.480285714285714221e+03,5.034392523364485896e+02,1.608543689320388239e+03
1.625716981132075489e+03,1.215738317757009327e+03,9.606981132075471805e+02,1.605853211009174402e+03,1.482533333333333303e+03,5.034392523364485896e+02,1.614970873786407765e+03
1.603981132075471805e+03,1.197607476635514104e+03,9.508867924528301501e+02,1.590972477064220129e+03,1.485142857142857110e+03,5.029532710280373635e+02,1.620932038834951527e+03
1.582943396226415189e+03,1.179327102803738399e+03,9.411320754716981583e+02,1.575963302752293657e+03,1.487390476190476193e+03,5.025233644859812898e+02,1.626368932038835055e+03
1.560981132075471805e+03,1.161551401869158781e+03,9.313773584905660528e+02,1.560954128440366958e+03,1.489028571428571468e+03,5.023925233644859532e+02,1.632019417475728233e+03
1.539377358490565939e+03,1.143607476635514104e+03,9.221509433962264666e+02,1.545908256880733916e+03,1.490647619047618946e+03,5.017196261682242948e+02,1.637572815533980474e+03
1.517471698113207594e+03,1.125757009345794359e+03,9.128113207547170305e+02,1.530550458715596278e+03,1.491752380952380918e+03,5.010654205607476683e+02,1.642446601941747531e+03
1.495358490566037744e+03,1.107925233644859873e+03,9.030943396226415416e+02,1.514844036697247702e+03,1.492266666666666652e+03,5.005046728971962580e+02,1.647009708737864003e+03
1.474245283018867894e+03,1.089607476635514104e+03,8.936603773584905639e+02,1.499412844036697152e+03,1.492533333333333303e+03,4.995140186915887739e+02,1.651844660194174821e+03
1.452830188679245339e+03,1.071158878504672884e+03,8.846226415094339472e+02,1.483541284403669806e+03,1.492533333333333303e+03,4.989345794392523317e+02,1.656077669902912703e+03
1.431622641509434061e+03,1.052971962616822339e+03,8.756792452830188722e+02,1.467743119266055146e+03,1.492476190476190368e+03,4.978691588785046633e+02,1.660019417475728233e+03
1.410283018867924511e+03,1.035102803738317789e+03,8.669433962264150750e+02,1.451706422018348576e+03,1.491885714285714357e+03,4.970467289719626365e+02,1.664000000000000000e+03
1.388830188679245339e+03,1.016766355140186874e+03,8.581886792452829695e+02,1.436000000000000000e+03,1.491238095238095184e+03,4.959439252336448476e+02,1.667689320388349415e+03
1.367113207547169850e+03,9.987663551401868745e+02,8.491698113207546612e+02,1.419522935779816407e+03,1.489866666666666561e+03,4.951028037383177320e+02,1.670912621359223294e+03
1.346433962264150978e+03,9.811401869158878526e+02,8.405283018867924056e+02,1.403247706422018382e+03,1.488114285714285643e+03,4.940934579439252161e+02,1.674233009708737882e+03
1.325113207547169850e+03,9.630093457943925159e+02,8.320377358490566166e+02,1.387229357798165211e+03,1.486190476190476147e+03,4.932523364485981574e+02,1.677203883495145647e+03
1.304150943396226467e+03,9.452523364485981574e+02,8.238301886792453388e+02,1.371449541284403722e+03,1.483980952380952431e+03,4.920747663551401843e+02,1.679980582524271767e+03
1.283358490566037744e+03,9.277009345794392630e+02,8.155283018867924056e+02,1.354770642201834789e+03,1.481447619047619128e+03,4.907663551401869313e+02,1.682077669902912703e+03
1.262245283018867894e+03,9.098691588785046633e+02,8.075283018867924056e+02,1.338752293577981618e+03,1.478323809523809587e+03,4.899813084112149681e+02,1.684271844660194120e+03
1.241433962264150978e+03,8.922990654205607370e+02,7.996415094339622556e+02,1.322587155963302848e+03,1.475066666666666606e+03,4.889345794392523317e+02,1.685883495145631059e+03
1.220830188679245339e+03,8.749532710280374204e+02,7.916792452830188722e+02,1.305963302752293657e+03,1.471371428571428623e+03,4.874953271028037420e+02,1.687262135922330117e+03
1.200698113207547067e+03,8.574953271028036852e+02,7.840000000000000000e+02,1.289577981651376149e+03,1.467219047619047615e+03,4.860934579439252161e+02,1.688194174757281644e+03
1.180094339622641428e+03,8.403364485981308007e+02,7.763962264150943611e+02,1.273045871559633042e+03,1.463200000000000045e+03,4.849719626168224522e+02,1.689359223300970825e+03
1.160000000000000000e+03,8.233271028037382848e+02,7.688867924528301501e+02,1.256348623853210938e+03,1.458323809523809587e+03,4.838317757009345996e+02,1.689475728155339766e+03
1.139943396226415189e+03,8.061495327102803685e+02,7.614905660377359027e+02,1.240055045871559741e+03,1.453276190476190550e+03,4.820373831775701206e+02,1.689825242718446589e+03
1.120452830188679172e+03,7.893831775700934941e+02,7.541886792452829695e+02,1.223266055045871553e+03,1.447885714285714357e+03,4.803177570093457689e+02,1.689475728155339766e+03
1.100188679245283083e+03,7.729345794392523885e+02,7.472830188679245111e+02,1.206513761467889935e+03,1.442285714285714221e+03,4.789345794392523317e+02,1.688893203883495062e+03
1.080603773584905639e+03,7.563925233644860100e+02,7.405283018867924056e+02,1.190146788990825598e+03,1.436209523809523716e+03,4.772336448598130687e+02,1.688291262135922352e+03
1.061150943396226467e+03,7.397383177570093267e+02,7.341698113207546612e+02,1.173064220183486214e+03,1.429695238095237983e+03,4.754766355140187102e+02,1.687359223300970825e+03
1.042000000000000000e+03,7.237570093457943585e+02,7.276226415094339472e+02,1.156000000000000000e+03,1.423104761904761972e+03,4.736635514018691424e+02,1.686291262135922352e+03
1.023320754716981128e+03,7.075514018691588944e+02,7.213773584905660528e+02,1.139321100917431295e+03,1.416019047619047569e+03,4.722242990654205528e+02,1.684640776699029175e+03
1.004547169811320714e+03,6.915327102803738626e+02,7.152264150943395862e+02,1.122165137614678997e+03,1.408952380952380963e+03,4.703364485981308576e+02,1.682213592233009649e+03
9.858490566037735334e+02,6.758878504672896952e+02,7.091132075471698499e+02,1.105229357798165211e+03,1.401314285714285688e+03,4.683925233644859532e+02,1.680116504854368941e+03
9.671509433962264666e+02,6.605607476635514104e+02,7.032830188679245111e+02,1.088091743119266084e+03,1.393447619047619128e+03,4.665046728971962580e+02,1.677902912621359292e+03
9.489811320754716917e+02,6.451214953271028207e+02,6.975849056603773306e+02,1.070917431192660615e+03,1.385485714285714266e+03,4.645794392523364422e+02,1.675009708737864003e+03
9.308113207547170305e+02,6.296635514018691993e+02,6.918679245283018417e+02,1.053834862385321003e+03,1.377371428571428623e+03,4.628411214953271156e+02,1.671941747572815530e+03
9.128867924528301501e+02,6.145794392523364422e+02,6.863018867924528195e+02,1.036715596330275275e+03,1.368533333333333303e+03,4.608037383177569950e+02,1.668252427184466114e+03
8.949811320754716917e+02,5.995514018691588944e+02,6.807924528301887221e+02,1.019577981651376149e+03,1.359314285714285688e+03,4.592336448598130687e+02,1.664330097087378590e+03
8.775471698113207140e+02,5.846728971962617152e+02,6.755849056603773306e+02,1.002715596330275275e+03,1.350152380952381009e+03,4.574392523364485896e+02,1.660368932038835055e+03
8.599433962264150750e+02,5.700747663551402411e+02,6.704716981132075944e+02,9.857431192660550323e+02,1.340952380952380963e+03,4.557009345794392630e+02,1.655631067961164945e+03
8.430377358490566166e+02,5.557757009345793904e+02,6.652075471698112779e+02,9.684954128440366503e+02,1.330952380952380963e+03,4.537757009345794472e+02,1.651184466019417414e+03
8.259622641509433834e+02,5.420000000000000000e+02,6.604528301886792860e+02,9.514128440366972654e+02,1.320914285714285825e+03,4.519813084112149681e+02,1.646155339805825179e+03
8.093584905660377444e+02,5.282990654205607370e+02,6.560000000000000000e+02,9.344036697247706797e+02,1.311009523809523898e+03,4.499439252336448476e+02,1.641126213592232943e+03
7.928113207547170305e+02,5.148037383177570518e+02,6.513584905660377444e+02,9.176697247706422331e+02,1.300666666666666742e+03,4.479626168224298794e+02,1.635029126213592235e+03
7.763773584905660528e+02,5.014392523364485896e+02,6.471320754716981583e+02,9.012110091743119256e+02,1.289866666666666561e+03,4.459439252336448476e+02,1.629223300970873879e+03
7.603018867924528195e+02,4.882429906542055846e+02,6.429056603773584584e+02,8.848440366972477023e+02,1.279066666666666606e+03,4.439626168224298794e+02,1.623262135922330117e+03
7.443207547169811278e+02,4.753084112149532530e+02,6.386981132075471805e+02,8.681651376146788834e+02,1.267885714285714357e+03,4.419439252336448476e+02,1.616757281553398116e+03
7.285660377358490223e+02,4.627850467289719631e+02,6.342830188679245111e+02,8.518348623853211166e+02,1.256495238095238165e+03,4.401121495327103048e+02,1.609941747572815530e+03
7.126603773584905639e+02,4.505046728971962580e+02,6.304716981132075944e+02,8.357064220183485759e+02,1.245085714285714175e+03,4.380373831775701206e+02,1.602951456310679532e+03
6.971509433962264666e+02,4.381121495327103048e+02,6.266981132075471805e+02,8.194678899082568932e+02,1.233542857142857201e+03,4.358504672897196315e+02,1.596019417475728233e+03
6.822075471698112779e+02,4.258691588785046633e+02,6.226226415094339472e+02,8.033211009174311812e+02,1.221904761904761926e+03,4.338691588785046633e+02,1.588116504854368941e+03
6.671320754716981583e+02,4.138878504672896952e+02,6.188679245283018417e+02,7.876330275229357767e+02,1.209828571428571422e+03,4.318130841121495109e+02,1.580718446601941650e+03
6.526415094339622556e+02,4.021495327102803685e+02,6.149811320754716917e+02,7.720733944954127992e+02,1.197809523809523853e+03,4.299439252336448476e+02,1.573106796116504938e+03
6.386037735849056389e+02,3.904672897196261943e+02,6.112264150943395862e+02,7.562752293577981391e+02,1.185371428571428623e+03,4.279252336448598157e+02,1.564912621359223294e+03
6.243962264150943611e+02,3.791401869158878526e+02,6.074716981132075944e+02,7.408440366972477023e+02,1.173142857142857110e+03,4.257383177570093267e+02,1.556252427184466114e+03
6.104339622641509777e+02,3.680373831775701206e+02,6.036226415094339472e+02,7.254495412844037219e+02,1.160857142857142890e+03,4.236635514018691424e+02,1.547747572815533886e+03
5.968113207547170305e+02,3.571775700934579163e+02,6.002075471698112779e+02,7.103669724770642233e+02,1.147961904761904862e+03,4.217383177570093267e+02,1.539106796116504938e+03
5.832452830188678945e+02,3.466168224299065628e+02,5.967169811320754889e+02,6.948440366972477023e+02,1.135314285714285688e+03,4.193084112149532530e+02,1.530446601941747531e+03
5.698490566037735334e+02,3.362616822429906733e+02,5.932452830188678945e+02,6.797431192660550323e+02,1.122380952380952294e+03,4.171401869158878526e+02,1.521456310679611761e+03
5.565283018867924056e+02,3.263364485981308576e+02,5.897547169811321055e+02,6.649357798165137865e+02,1.109276190476190550e+03,4.151588785046728844e+02,1.512796116504854353e+03
5.435283018867924056e+02,3.167102803738317789e+02,5.861320754716981583e+02,6.503669724770642233e+02,1.096552380952380872e+03,4.131775700934579163e+02,1.503902912621359292e+03
5.309622641509433834e+02,3.069719626168224522e+02,5.826226415094339472e+02,6.357431192660550323e+02,1.083752380952380918e+03,4.110467289719626365e+02,1.494834951456310591e+03
5.186226415094339472e+02,2.972523364485981574e+02,5.791132075471698499e+02,6.214862385321100646e+02,1.070609523809523807e+03,4.088785046728971793e+02,1.485728155339805880e+03
5.068679245283018986e+02,2.881869158878504891e+02,5.755283018867924056e+02,6.077431192660550323e+02,1.057276190476190550e+03,4.068037383177569950e+02,1.476699029126213645e+03
4.950000000000000000e+02,2.791401869158878526e+02,5.721509433962264666e+02,5.935963302752293203e+02,1.044457142857142799e+03,4.049719626168224522e+02,1.467708737864077648e+03
4.831698113207547181e+02,2.702056074766355209e+02,5.689056603773584584e+02,5.796330275229357767e+02,1.031352380952381054e+03,4.028785046728971793e+02,1.458213592233009649e+03
4.713207547169811278e+02,2.620560747663551524e+02,5.658679245283018417e+02,5.658899082568807444e+02,1.017828571428571422e+03,4.008411214953271156e+02,1.448640776699029175e+03
4.599056603773585152e+02,2.542990654205607370e+02,5.623396226415094361e+02,5.526788990825688188e+02,1.004247619047619082e+03,3.986168224299065628e+02,1.439320388349514587e+03
4.486981132075471805e+02,2.463364485981308292e+02,5.593584905660377444e+02,5.392660550458715534e+02,9.910095238095237846e+02,3.964859813084112261e+02,1.429611650485436940e+03
4.374716981132075375e+02,2.382990654205607370e+02,5.562075471698112779e+02,5.260000000000000000e+02,9.777333333333333485e+02,3.940373831775701206e+02,1.419980582524271767e+03
4.266415094339622556e+02,2.307102803738317789e+02,5.530188679245283083e+02,5.133211009174311812e+02,9.645142857142857338e+02,3.920747663551401843e+02,1.410058252427184470e+03
4.162830188679245111e+02,2.232897196261682211e+02,5.502075471698112779e+02,5.006055045871559628e+02,9.508380952380952067e+02,3.899813084112149681e+02,1.399592233009708707e+03
4.065660377358490791e+02,2.158504672897196315e+02,5.472452830188678945e+02,4.885871559633027346e+02,9.374857142857142662e+02,3.878317757009345996e+02,1.389592233009708707e+03
