# 'cement_0_15.h5', 'water_0_15.h5', 'Asphaltwet_0_15.h5', 'Asphalt_0_15.h5', 'Roughgravel_0_15.h5', 'grass_0_15.h5', 'roadgravel_0_15.h5'
6.883461538461538112e+02,3.136018867924528422e+03,1.522380952380952294e+03,1.010336448598130801e+03,1.143657142857142844e+03,7.744485981308411056e+02,1.449238095238095184e+03
6.863461538461538112e+02,3.105886792452830377e+03,1.527028571428571468e+03,1.011158878504672884e+03,1.151333333333333258e+03,7.705233644859813467e+02,1.453409523809523762e+03
6.843846153846153584e+02,3.074735849056603911e+03,1.531733333333333348e+03,1.011514018691588831e+03,1.159599999999999909e+03,7.660186915887850319e+02,1.457980952380952431e+03
6.828653846153846416e+02,3.043660377358490678e+03,1.536133333333333439e+03,1.012018691588785032e+03,1.167561904761904771e+03,7.615700934579439263e+02,1.461847619047618991e+03
6.811538461538461888e+02,3.011603773584905866e+03,1.540190476190476147e+03,1.012242990654205641e+03,1.175200000000000045e+03,7.570841121495327570e+02,1.465276190476190550e+03
6.792500000000000000e+02,2.978943396226415189e+03,1.543866666666666561e+03,1.012504672897196315e+03,1.182704761904761881e+03,7.528411214953271156e+02,1.468895238095238028e+03
6.772884615384615472e+02,2.945754716981131878e+03,1.546952380952380963e+03,1.012654205607476683e+03,1.190323809523809587e+03,7.480373831775700637e+02,1.472000000000000000e+03
6.755961538461538112e+02,2.912490566037735789e+03,1.550266666666666652e+03,1.012822429906542084e+03,1.197523809523809632e+03,7.434205607476635578e+02,1.475009523809523898e+03
6.733461538461538112e+02,2.878301886792452933e+03,1.552990476190476102e+03,1.013009345794392516e+03,1.204799999999999955e+03,7.391962616822429482e+02,1.477961904761904862e+03
6.711538461538461888e+02,2.843754716981131878e+03,1.555485714285714266e+03,1.013140186915887853e+03,1.211828571428571422e+03,7.348037383177570518e+02,1.480400000000000091e+03
6.695769230769230944e+02,2.808830188679245111e+03,1.557333333333333258e+03,1.012654205607476683e+03,1.218609523809523807e+03,7.299065420560747270e+02,1.482590476190476238e+03
6.674038461538461888e+02,2.773283018867924511e+03,1.559466666666666697e+03,1.012317757009345769e+03,1.225123809523809541e+03,7.254205607476635578e+02,1.484761904761904816e+03
6.649615384615384528e+02,2.737924528301886767e+03,1.561371428571428623e+03,1.012037383177570064e+03,1.232000000000000000e+03,7.204859813084111693e+02,1.486609523809523807e+03
6.626346153846153584e+02,2.701396226415094134e+03,1.562666666666666742e+03,1.011962616822429936e+03,1.238495238095238165e+03,7.158691588785046633e+02,1.488114285714285643e+03
6.605192307692307168e+02,2.665113207547169623e+03,1.563638095238095275e+03,1.011532710280373863e+03,1.244723809523809450e+03,7.114766355140186533e+02,1.489752380952380918e+03
6.581346153846153584e+02,2.628094339622641655e+03,1.564019047619047569e+03,1.011233644859813126e+03,1.251180952380952476e+03,7.064299065420560737e+02,1.491009523809523898e+03
6.557500000000000000e+02,2.591358490566037744e+03,1.564571428571428669e+03,1.010934579439252389e+03,1.257314285714285688e+03,7.018878504672896952e+02,1.492038095238095138e+03
6.532115384615384528e+02,2.554471698113207367e+03,1.564933333333333394e+03,1.010355140186915833e+03,1.263276190476190550e+03,6.976448598130841674e+02,1.492514285714285734e+03
6.509038461538461888e+02,2.516792452830188722e+03,1.564609523809523807e+03,1.009644859813084167e+03,1.269295238095238119e+03,6.927476635514018426e+02,1.493390476190476193e+03
6.487884615384615472e+02,2.479433962264150978e+03,1.564114285714285643e+03,1.008710280373831779e+03,1.275142857142857110e+03,6.881869158878504322e+02,1.493733333333333348e+03
6.463076923076922640e+02,2.441981132075471578e+03,1.563466666666666697e+03,1.007514018691588831e+03,1.280933333333333394e+03,6.831775700934579163e+02,1.493676190476190413e+03
6.440576923076922640e+02,2.403660377358490678e+03,1.562723809523809450e+03,1.006803738317757052e+03,1.286571428571428669e+03,6.790093457943925159e+02,1.493295238095238119e+03
6.418653846153846416e+02,2.365943396226415189e+03,1.561009523809523898e+03,1.005757009345794359e+03,1.291866666666666561e+03,6.745046728971963148e+02,1.493238095238095184e+03
6.397692307692307168e+02,2.328188679245282856e+03,1.559428571428571331e+03,1.004953271028037420e+03,1.297123809523809541e+03,6.698691588785046633e+02,1.492685714285714312e+03
6.373846153846153584e+02,2.289528301886792633e+03,1.557447619047619128e+03,1.003532710280373863e+03,1.302095238095238074e+03,6.653084112149532530e+02,1.491847619047618991e+03
6.350961538461538112e+02,2.251018867924528422e+03,1.555200000000000045e+03,1.002149532710280369e+03,1.307542857142857201e+03,6.612149532710280937e+02,1.490819047619047524e+03
6.325000000000000000e+02,2.212566037735849022e+03,1.552609523809523807e+03,1.000598130841121474e+03,1.312361904761904725e+03,6.564485981308411056e+02,1.489752380952380918e+03
6.304230769230769056e+02,2.174094339622641655e+03,1.549695238095237983e+03,9.993644859813084622e+02,1.316876190476190459e+03,6.520373831775700637e+02,1.488647619047618946e+03
6.277884615384615472e+02,2.136301886792452933e+03,1.546609523809523807e+03,9.980186915887850319e+02,1.321295238095238119e+03,6.477943925233645359e+02,1.487238095238095184e+03
6.253076923076922640e+02,2.097415094339622556e+03,1.543066666666666606e+03,9.963738317757009781e+02,1.325638095238095275e+03,6.432523364485981574e+02,1.485066666666666606e+03
6.230576923076922640e+02,2.059207547169811278e+03,1.539238095238095184e+03,9.947476635514018426e+02,1.329714285714285779e+03,6.391775700934579163e+02,1.483371428571428623e+03
6.206538461538461888e+02,2.020735849056603683e+03,1.534914285714285825e+03,9.929906542056074841e+02,1.333790476190476284e+03,6.353644859813084622e+02,1.481371428571428623e+03
6.183076923076922640e+02,1.982641509433962256e+03,1.530457142857142799e+03,9.912710280373831893e+02,1.337714285714285779e+03,6.311962616822429482e+02,1.478952380952380963e+03
6.160192307692307168e+02,1.944433962264150978e+03,1.526019047619047569e+03,9.897009345794392630e+02,1.341657142857142844e+03,6.273644859813084622e+02,1.476704761904761881e+03
6.139038461538461888e+02,1.906566037735849022e+03,1.520895238095238028e+03,9.878317757009345996e+02,1.345276190476190550e+03,6.230467289719625796e+02,1.473790476190476284e+03
6.111730769230769056e+02,1.868943396226415189e+03,1.515752380952380918e+03,9.860560747663550956e+02,1.348895238095238028e+03,6.200000000000000000e+02,1.471295238095238119e+03
6.090192307692307168e+02,1.831566037735849022e+03,1.509942857142857065e+03,9.841682242990654004e+02,1.352533333333333303e+03,6.166168224299065059e+02,1.469009523809523898e+03
6.066538461538461888e+02,1.794113207547169850e+03,1.503809523809523853e+03,9.818878504672896952e+02,1.355657142857142844e+03,6.132336448598131255e+02,1.465828571428571422e+03
6.041346153846153584e+02,1.757509433962264211e+03,1.497599999999999909e+03,9.801682242990654004e+02,1.359028571428571468e+03,6.098691588785046633e+02,1.462933333333333394e+03
6.026730769230769056e+02,1.720716981132075489e+03,1.491257142857142753e+03,9.781308411214953367e+02,1.362133333333333439e+03,6.067102803738317789e+02,1.460057142857142935e+03
6.001346153846153584e+02,1.684000000000000000e+03,1.484647619047618946e+03,9.761495327102803685e+02,1.364895238095238028e+03,6.034205607476635578e+02,1.456533333333333303e+03
5.981730769230769056e+02,1.647849056603773533e+03,1.477676190476190413e+03,9.740560747663550956e+02,1.367580952380952340e+03,6.003738317757009781e+02,1.453009523809523898e+03
5.958846153846153584e+02,1.612377358490565939e+03,1.470266666666666652e+03,9.720186915887850319e+02,1.370342857142857156e+03,5.967850467289719063e+02,1.449733333333333348e+03
5.940192307692307168e+02,1.576716981132075489e+03,1.462895238095238028e+03,9.700373831775700637e+02,1.372819047619047524e+03,5.937009345794392630e+02,1.446209523809523716e+03
5.917307692307692832e+02,1.541528301886792406e+03,1.455028571428571468e+03,9.676261682242990219e+02,1.375295238095238119e+03,5.912523364485981574e+02,1.442076190476190504e+03
5.900000000000000000e+02,1.506716981132075489e+03,1.446685714285714312e+03,9.654579439252336215e+02,1.377580952380952340e+03,5.883364485981308007e+02,1.438114285714285643e+03
5.882115384615384528e+02,1.472301886792452933e+03,1.438152380952381009e+03,9.630841121495327570e+02,1.379314285714285688e+03,5.859065420560747270e+02,1.434019047619047569e+03
5.864615384615384528e+02,1.438660377358490678e+03,1.429771428571428487e+03,9.604299065420560737e+02,1.381104761904761972e+03,5.832149532710280937e+02,1.429447619047619128e+03
5.842692307692307168e+02,1.404773584905660300e+03,1.421219047619047615e+03,9.577009345794392630e+02,1.382685714285714312e+03,5.805233644859813467e+02,1.425447619047619128e+03
5.826730769230769056e+02,1.371339622641509322e+03,1.412133333333333439e+03,9.551401869158878526e+02,1.384476190476190368e+03,5.786168224299065059e+02,1.421295238095238119e+03
5.812500000000000000e+02,1.338735849056603683e+03,1.402838095238095320e+03,9.522056074766354641e+02,1.386209523809523716e+03,5.762990654205607370e+02,1.416952380952380963e+03
5.797884615384615472e+02,1.306396226415094361e+03,1.393561904761904771e+03,9.498504672897196315e+02,1.387676190476190413e+03,5.737009345794392630e+02,1.412323809523809587e+03
5.782307692307692832e+02,1.274377358490565939e+03,1.383599999999999909e+03,9.468971962616822111e+02,1.389104761904761972e+03,5.715700934579439263e+02,1.407599999999999909e+03
5.764807692307692832e+02,1.242660377358490678e+03,1.373771428571428487e+03,9.437009345794392630e+02,1.390419047619047660e+03,5.699252336448597589e+02,1.402819047619047524e+03
5.752500000000000000e+02,1.211490566037735789e+03,1.363428571428571331e+03,9.407102803738317789e+02,1.391771428571428487e+03,5.680186915887850319e+02,1.398000000000000000e+03
5.735000000000000000e+02,1.181528301886792406e+03,1.352971428571428532e+03,9.376635514018691993e+02,1.392742857142857247e+03,5.660186915887850319e+02,1.392857142857142890e+03
5.721538461538461888e+02,1.151471698113207594e+03,1.342495238095238165e+03,9.343364485981308007e+02,1.393257142857142753e+03,5.641308411214953367e+02,1.387638095238095275e+03
5.707884615384615472e+02,1.121471698113207594e+03,1.331904761904761926e+03,9.310280373831775478e+02,1.394190476190476147e+03,5.631214953271028207e+02,1.382247619047619082e+03
5.694615384615384528e+02,1.092528301886792406e+03,1.320952380952380963e+03,9.278691588785046633e+02,1.395352380952381054e+03,5.614018691588785259e+02,1.377066666666666606e+03
5.684038461538461888e+02,1.063792452830188722e+03,1.310361904761904725e+03,9.241495327102803685e+02,1.396228571428571513e+03,5.595514018691588944e+02,1.371885714285714357e+03
5.670769230769230944e+02,1.035528301886792406e+03,1.299123809523809541e+03,9.207289719626168107e+02,1.396361904761904725e+03,5.575700934579439263e+02,1.366076190476190504e+03
5.660192307692307168e+02,1.008320754716981128e+03,1.287580952380952340e+03,9.170093457943925159e+02,1.396723809523809450e+03,5.559252336448597589e+02,1.360419047619047660e+03
5.650192307692307168e+02,9.809622641509433834e+02,1.275390476190476193e+03,9.133084112149532530e+02,1.396876190476190459e+03,5.546728971962617152e+02,1.354723809523809450e+03
5.636153846153846416e+02,9.541698113207546612e+02,1.263447619047619128e+03,9.094766355140186533e+02,1.397028571428571468e+03,5.532523364485981574e+02,1.348914285714285825e+03
5.628846153846153584e+02,9.279433962264150750e+02,1.251561904761904771e+03,9.057009345794392630e+02,1.397028571428571468e+03,5.521869158878504322e+02,1.343200000000000045e+03
5.618653846153846416e+02,9.020188679245283083e+02,1.239161904761904680e+03,9.017943925233645359e+02,1.397066666666666606e+03,5.508598130841121474e+02,1.337657142857142844e+03
5.604807692307692832e+02,8.770943396226415416e+02,1.227238095238095184e+03,8.978130841121495678e+02,1.396628571428571377e+03,5.498878504672896952e+02,1.331790476190476284e+03
5.595192307692307168e+02,8.524150943396226694e+02,1.214799999999999955e+03,8.937570093457943585e+02,1.396380952380952294e+03,5.492336448598131255e+02,1.326019047619047569e+03
5.589038461538461888e+02,8.288679245283018417e+02,1.202342857142857156e+03,8.895140186915888307e+02,1.396285714285714221e+03,5.482616822429906733e+02,1.319866666666666561e+03
5.578269230769230944e+02,8.050188679245283083e+02,1.189733333333333348e+03,8.852336448598131255e+02,1.396076190476190504e+03,5.472523364485981574e+02,1.313485714285714266e+03
5.571346153846153584e+02,7.818867924528301501e+02,1.177066666666666606e+03,8.806728971962617152e+02,1.395561904761904771e+03,5.458504672897196315e+02,1.307333333333333258e+03
5.560961538461538112e+02,7.593207547169811278e+02,1.164171428571428578e+03,8.763364485981308007e+02,1.395066666666666606e+03,5.448971962616822111e+02,1.300952380952380963e+03
5.554230769230769056e+02,7.368301886792453388e+02,1.151523809523809632e+03,8.718691588785046633e+02,1.394457142857142799e+03,5.440560747663550956e+02,1.294933333333333394e+03
5.549423076923077360e+02,7.152830188679245111e+02,1.138780952380952385e+03,8.670467289719625796e+02,1.393123809523809541e+03,5.432897196261682211e+02,1.289047619047619037e+03
5.547884615384615472e+02,6.939622641509433834e+02,1.126419047619047660e+03,8.619252336448597589e+02,1.392228571428571513e+03,5.424672897196261374e+02,1.282971428571428532e+03
5.543846153846153584e+02,6.737169811320754889e+02,1.113428571428571331e+03,8.567476635514018426e+02,1.391542857142857201e+03,5.414205607476635578e+02,1.276895238095238028e+03
5.536153846153846416e+02,6.534528301886792860e+02,1.100952380952380963e+03,8.516074766355139900e+02,1.390209523809523716e+03,5.412149532710280937e+02,1.270895238095238028e+03
5.530576923076922640e+02,6.341320754716981583e+02,1.088285714285714221e+03,8.461121495327103048e+02,1.389657142857142844e+03,5.405046728971963148e+02,1.264647619047618946e+03
5.528653846153846416e+02,6.149433962264150750e+02,1.075009523809523898e+03,8.408785046728971793e+02,1.388228571428571513e+03,5.397383177570093267e+02,1.258495238095238165e+03
5.520576923076922640e+02,5.962830188679245111e+02,1.062133333333333439e+03,8.357943925233645359e+02,1.386952380952380963e+03,5.387476635514018426e+02,1.252457142857142799e+03
5.515769230769230944e+02,5.781320754716981583e+02,1.049009523809523898e+03,8.303551401869158326e+02,1.385333333333333258e+03,5.378504672897196315e+02,1.246247619047619082e+03
5.510576923076922640e+02,5.603962264150943611e+02,1.035676190476190413e+03,8.248598130841121474e+02,1.383771428571428487e+03,5.370093457943925159e+02,1.239580952380952340e+03
5.505192307692307168e+02,5.434339622641509777e+02,1.022190476190476147e+03,8.190654205607476115e+02,1.382095238095238074e+03,5.362803738317757052e+02,1.233447619047619128e+03
5.501923076923077360e+02,5.262641509433962028e+02,1.008590476190476238e+03,8.133831775700934941e+02,1.380952380952380963e+03,5.352523364485981574e+02,1.227219047619047615e+03
5.499423076923077360e+02,5.098490566037735903e+02,9.954095238095237619e+02,8.079439252336449044e+02,1.379066666666666606e+03,5.345607476635514104e+02,1.220952380952380963e+03
5.496153846153846416e+02,4.937358490566037972e+02,9.820571428571428214e+02,8.020934579439252730e+02,1.377142857142857110e+03,5.337757009345793904e+02,1.214361904761904725e+03
5.483846153846153584e+02,4.780566037735849250e+02,9.686666666666666288e+02,7.957943925233645359e+02,1.374952380952380963e+03,5.332523364485981574e+02,1.208057142857142935e+03
5.480961538461538112e+02,4.628113207547169736e+02,9.547809523809523853e+02,7.900934579439252730e+02,1.373028571428571468e+03,5.323551401869158326e+02,1.201657142857142844e+03
5.475384615384615472e+02,4.484716981132075375e+02,9.407999999999999545e+02,7.842429906542056415e+02,1.371333333333333258e+03,5.314205607476635578e+02,1.195333333333333258e+03
5.471346153846153584e+02,4.346792452830188722e+02,9.267428571428571331e+02,7.779252336448597589e+02,1.369295238095238119e+03,5.307289719626168107e+02,1.189085714285714175e+03
5.467500000000000000e+02,4.208679245283018986e+02,9.131238095238095411e+02,7.714579439252336215e+02,1.367333333333333258e+03,5.299252336448597589e+02,1.182457142857142799e+03
5.463846153846153584e+02,4.073207547169811278e+02,8.992761904761904361e+02,7.649345794392523885e+02,1.365161904761904680e+03,5.295514018691588944e+02,1.176133333333333439e+03
5.460961538461538112e+02,3.940566037735849250e+02,8.856952380952380963e+02,7.588037383177570518e+02,1.362876190476190459e+03,5.289345794392523885e+02,1.169676190476190413e+03
5.454615384615384528e+02,3.815660377358490791e+02,8.717333333333333485e+02,7.525233644859813467e+02,1.360266666666666652e+03,5.281682242990654004e+02,1.163238095238095184e+03
5.448653846153846416e+02,3.694716981132075375e+02,8.578857142857142435e+02,7.457383177570093267e+02,1.358019047619047569e+03,5.271775700934579163e+02,1.156933333333333394e+03
5.442884615384615472e+02,3.576792452830188722e+02,8.440380952380952522e+02,7.394392523364485896e+02,1.355314285714285688e+03,5.269719626168224522e+02,1.150590476190476238e+03
5.438653846153846416e+02,3.461698113207547181e+02,8.301142857142857565e+02,7.327663551401868745e+02,1.352190476190476147e+03,5.258504672897196315e+02,1.143695238095237983e+03
5.434230769230769056e+02,3.350000000000000000e+02,8.163238095238094729e+02,7.258130841121495678e+02,1.349542857142857201e+03,5.253084112149532530e+02,1.136895238095238028e+03
5.425000000000000000e+02,3.243396226415094361e+02,8.024761904761904816e+02,7.190654205607476115e+02,1.346666666666666742e+03,5.245233644859813467e+02,1.130571428571428669e+03
5.424038461538461888e+02,3.142075471698113347e+02,7.886666666666666288e+02,7.122990654205607370e+02,1.343695238095237983e+03,5.242242990654206096e+02,1.124076190476190504e+03
5.417500000000000000e+02,3.044716981132075375e+02,7.754476190476190141e+02,7.054953271028036852e+02,1.340190476190476147e+03,5.232523364485981574e+02,1.117657142857142844e+03
5.414230769230769056e+02,2.946981132075471805e+02,7.619047619047619264e+02,6.983738317757009781e+02,1.337066666666666606e+03,5.225046728971963148e+02,1.111219047619047615e+03
5.408846153846153584e+02,2.853773584905660528e+02,7.487238095238095639e+02,6.915700934579439263e+02,1.333923809523809496e+03,5.217196261682242948e+02,1.104476190476190368e+03
5.406153846153846416e+02,2.764905660377358458e+02,7.355619047619047706e+02,6.846915887850467470e+02,1.330380952380952294e+03,5.209532710280374204e+02,1.097752380952380918e+03
5.403653846153846416e+02,2.676603773584905639e+02,7.222857142857143344e+02,6.776261682242990219e+02,1.326761904761904816e+03,5.201682242990654004e+02,1.091219047619047615e+03
5.394038461538461888e+02,2.594528301886792292e+02,7.095238095238095184e+02,6.705046728971963148e+02,1.323390476190476193e+03,5.192710280373831893e+02,1.084914285714285825e+03
5.392692307692307168e+02,2.513773584905660243e+02,6.966666666666666288e+02,6.635514018691588944e+02,1.319638095238095275e+03,5.186355140186915378e+02,1.078323809523809587e+03
5.386538461538461888e+02,2.437169811320754604e+02,6.836571428571428442e+02,6.564299065420560737e+02,1.315980952380952431e+03,5.177570093457943585e+02,1.072133333333333439e+03
5.381346153846153584e+02,2.363396226415094361e+02,6.707047619047618809e+02,6.490654205607476115e+02,1.312019047619047569e+03,5.171028037383177889e+02,1.065504761904761835e+03
5.376346153846153584e+02,2.289811320754716917e+02,6.581142857142857565e+02,6.418130841121495678e+02,1.308419047619047660e+03,5.162056074766354641e+02,1.058742857142857247e+03
5.371153846153846416e+02,2.218679245283018986e+02,6.453714285714286234e+02,6.344112149532710418e+02,1.304552380952380872e+03,5.152523364485981574e+02,1.052323809523809587e+03
5.366153846153846416e+02,2.155283018867924625e+02,6.327809523809523853e+02,6.269532710280374204e+02,1.300419047619047660e+03,5.142616822429906733e+02,1.045504761904761835e+03
5.361538461538461888e+02,2.092641509433962312e+02,6.208952380952381418e+02,6.198504672897196315e+02,1.296209523809523716e+03,5.133457943925233167e+02,1.039371428571428623e+03
5.354615384615384528e+02,2.029433962264151035e+02,6.086666666666666288e+02,6.121869158878504322e+02,1.292209523809523716e+03,5.126542056074766833e+02,1.032838095238095320e+03
5.349615384615384528e+02,1.972075471698113347e+02,5.965523809523809859e+02,6.047102803738317789e+02,1.288647619047618946e+03,5.116074766355140468e+02,1.026019047619047569e+03
5.341153846153846416e+02,1.917169811320754604e+02,5.846285714285713766e+02,5.973084112149532530e+02,1.284000000000000000e+03,5.108598130841121474e+02,1.019638095238095275e+03
5.333269230769230944e+02,1.864150943396226410e+02,5.729333333333332803e+02,5.894579439252336215e+02,1.279676190476190413e+03,5.101869158878504891e+02,1.012895238095238142e+03
5.324615384615384528e+02,1.815849056603773590e+02,5.614476190476190141e+02,5.818130841121495678e+02,1.275123809523809541e+03,5.092336448598130687e+02,1.006228571428571399e+03
5.318076923076922640e+02,1.769433962264151035e+02,5.502666666666666515e+02,5.743738317757009781e+02,1.270552380952380872e+03,5.082429906542055846e+02,9.998666666666666742e+02
5.310576923076922640e+02,1.724339622641509493e+02,5.391238095238095411e+02,5.665794392523364422e+02,1.266323809523809587e+03,5.072523364485981574e+02,9.932761904761904361e+02
5.304807692307692832e+02,1.682830188679245396e+02,5.283047619047619037e+02,5.587663551401868745e+02,1.261714285714285779e+03,5.061682242990654004e+02,9.871619047619047933e+02
5.297115384615384528e+02,1.642264150943396146e+02,5.175238095238095184e+02,5.511028037383177889e+02,1.257371428571428623e+03,5.051775700934579163e+02,9.803809523809524080e+02
5.286153846153846416e+02,1.600000000000000000e+02,5.065142857142857338e+02,5.433271028037382848e+02,1.252666666666666742e+03,5.043925233644859532e+02,9.735428571428570876e+02
5.273653846153846416e+02,1.561509433962264097e+02,4.960000000000000000e+02,5.356448598130841674e+02,1.248209523809523716e+03,5.031775700934579163e+02,9.671047619047618582e+02
5.266538461538461888e+02,1.525283018867924625e+02,4.853714285714285666e+02,5.280747663551402411e+02,1.243485714285714266e+03,5.020373831775701206e+02,9.603428571428571558e+02
5.260000000000000000e+02,1.494528301886792576e+02,4.750476190476190368e+02,5.207102803738317789e+02,1.238361904761904725e+03,5.011962616822430050e+02,9.536761904761905271e+02
5.250384615384615472e+02,1.466603773584905639e+02,4.647238095238095070e+02,5.130093457943925159e+02,1.233580952380952340e+03,4.999813084112149681e+02,9.474285714285714448e+02
5.242500000000000000e+02,1.439433962264151035e+02,4.550285714285714107e+02,5.057570093457944154e+02,1.229200000000000045e+03,4.988224299065420837e+02,9.406476190476190595e+02
5.232307692307692832e+02,1.415849056603773590e+02,4.456000000000000227e+02,4.985233644859812898e+02,1.224152380952381009e+03,4.977383177570093267e+02,9.342285714285713993e+02
5.222115384615384528e+02,1.390566037735848965e+02,4.359428571428571217e+02,4.912710280373831893e+02,1.219276190476190550e+03,4.967663551401869313e+02,9.279238095238094957e+02
5.212115384615384528e+02,1.367358490566037688e+02,4.269714285714285893e+02,4.839252336448598157e+02,1.214514285714285734e+03,4.956074766355140468e+02,9.208571428571428896e+02
5.202500000000000000e+02,1.346226415094339757e+02,4.178666666666666742e+02,4.766728971962616583e+02,1.209276190476190550e+03,4.940560747663551524e+02,9.140571428571428214e+02
5.192500000000000000e+02,1.327547169811320771e+02,4.089142857142857110e+02,4.693084112149532530e+02,1.204266666666666652e+03,4.928971962616822680e+02,9.075809523809523398e+02
5.183653846153846416e+02,1.306226415094339757e+02,4.000952380952380736e+02,4.621682242990654004e+02,1.199523809523809632e+03,4.922616822429906733e+02,9.004952380952380508e+02
5.172500000000000000e+02,1.287735849056603854e+02,3.914476190476190709e+02,4.550841121495327002e+02,1.194304761904762017e+03,4.909532710280373635e+02,8.939619047619047478e+02
5.161730769230769056e+02,1.271886792452830122e+02,3.831619047619047365e+02,4.482803738317757052e+02,1.189142857142857110e+03,4.893644859813084054e+02,8.870095238095237846e+02
5.152692307692307168e+02,1.258490566037735903e+02,3.751619047619047365e+02,4.411962616822430050e+02,1.183942857142857065e+03,4.878504672897196315e+02,8.802666666666666515e+02
5.141153846153846416e+02,1.244905660377358458e+02,3.674476190476190709e+02,4.344672897196261943e+02,1.178514285714285734e+03,4.866168224299065628e+02,8.731809523809523625e+02
5.126730769230769056e+02,1.235660377358490507e+02,3.599809523809523739e+02,4.280000000000000000e+02,1.173599999999999909e+03,4.853644859813084054e+02,8.664380952380952294e+02
5.116153846153846416e+02,1.229622641509433976e+02,3.524952380952381077e+02,4.214953271028037420e+02,1.168361904761904725e+03,4.840186915887850319e+02,8.597904761904761699e+02
5.105000000000000000e+02,1.220000000000000000e+02,3.453523809523809405e+02,4.154392523364485896e+02,1.162895238095238028e+03,4.825607476635514104e+02,8.527619047619048160e+02
5.092884615384615472e+02,1.211698113207547181e+02,3.383238095238095298e+02,4.087476635514018426e+02,1.157619047619047706e+03,4.811962616822430050e+02,8.463619047619047251e+02
5.082115384615384528e+02,1.201698113207547181e+02,3.312952380952381191e+02,4.026728971962616583e+02,1.151809523809523853e+03,4.793831775700934372e+02,8.392380952380951840e+02
5.067692307692307736e+02,1.195660377358490507e+02,3.248761904761904589e+02,3.964485981308411056e+02,1.146571428571428669e+03,4.781121495327103048e+02,8.319809523809524308e+02
5.053846153846153584e+02,1.191132075471698073e+02,3.184380952380952294e+02,3.905046728971962580e+02,1.141238095238095184e+03,4.766168224299065628e+02,8.251238095238095411e+02
5.043269230769230944e+02,1.188490566037735903e+02,3.122095238095238301e+02,3.848037383177569950e+02,1.135447619047619128e+03,4.756448598130841106e+02,8.175809523809523398e+02
5.034038461538461320e+02,1.182452830188679229e+02,3.064761904761904816e+02,3.791588785046728844e+02,1.130209523809523716e+03,4.737757009345794472e+02,8.105333333333333030e+02
5.020769230769230944e+02,1.181886792452830122e+02,3.007238095238095070e+02,3.736261682242990787e+02,1.124495238095238165e+03,4.720186915887850319e+02,8.039428571428571786e+02
5.009230769230769056e+02,1.180566037735849108e+02,2.950095238095237846e+02,3.683177570093457689e+02,1.118990476190476102e+03,4.705046728971962580e+02,7.971238095238095411e+02
5.000000000000000000e+02,1.179433962264150892e+02,2.897333333333333485e+02,3.631028037383177320e+02,1.113428571428571331e+03,4.687102803738317789e+02,7.900761904761905043e+02
4.986730769230769056e+02,1.175849056603773590e+02,2.844761904761904816e+02,3.577570093457944154e+02,1.107695238095237983e+03,4.669532710280373635e+02,7.830095238095237846e+02
4.971153846153846416e+02,1.173018867924528337e+02,2.797142857142857224e+02,3.528411214953271156e+02,1.101523809523809632e+03,4.653644859813084054e+02,7.762095238095238301e+02
4.957115384615384528e+02,1.170188679245283083e+02,2.750857142857142890e+02,3.478691588785046633e+02,1.096000000000000000e+03,4.639065420560747839e+02,7.691428571428571104e+02
4.947307692307692264e+02,1.169622641509433976e+02,2.705523809523809291e+02,3.430841121495327002e+02,1.090285714285714221e+03,4.621682242990654004e+02,7.620571428571428214e+02
4.931538461538461320e+02,1.169622641509433976e+02,2.659047619047619264e+02,3.387850467289719631e+02,1.083961904761904862e+03,4.606355140186915946e+02,7.558666666666666742e+02
4.919807692307692264e+02,1.169433962264150892e+02,2.622476190476190254e+02,3.342803738317757052e+02,1.078190476190476147e+03,4.591028037383177320e+02,7.489714285714285325e+02
4.906153846153846416e+02,1.168113207547169878e+02,2.584380952380952294e+02,3.302429906542055846e+02,1.072209523809523716e+03,4.576635514018691424e+02,7.418285714285714221e+02
4.890384615384615472e+02,1.168301886792452819e+02,2.542857142857142776e+02,3.262990654205607370e+02,1.066190476190476147e+03,4.558691588785046633e+02,7.350095238095237846e+02
4.878846153846153584e+02,1.166415094339622698e+02,2.508380952380952351e+02,3.223551401869158894e+02,1.060304761904762017e+03,4.542616822429906733e+02,7.285333333333333030e+02
4.866153846153846416e+02,1.164905660377358458e+02,2.476761904761904702e+02,3.186168224299065628e+02,1.054285714285714221e+03,4.525981308411214741e+02,7.217142857142856656e+02
4.852115384615384528e+02,1.166603773584905639e+02,2.443809523809523796e+02,3.152336448598130687e+02,1.048019047619047569e+03,4.505607476635514104e+02,7.147809523809523853e+02
4.839230769230769056e+02,1.168490566037735903e+02,2.417523809523809462e+02,3.117383177570093267e+02,1.041942857142857065e+03,4.488971962616822680e+02,7.082095238095238301e+02
4.828461538461538680e+02,1.170566037735849108e+02,2.389333333333333371e+02,3.088037383177569950e+02,1.036152380952381009e+03,4.476074766355140468e+02,7.015809523809523398e+02
4.813269230769230944e+02,1.173018867924528337e+02,2.362285714285714278e+02,3.055700934579439263e+02,1.029980952380952431e+03,4.457570093457944154e+02,6.953142857142856883e+02
4.796730769230769056e+02,1.173207547169811278e+02,2.339428571428571502e+02,3.025233644859812898e+02,1.023619047619047592e+03,4.442429906542055846e+02,6.885333333333333030e+02
