# 'cement_0_60.h5', 'water_0_60.h5', 'Asphaltwet_0_60.h5', 'Asphalt_0_60.h5', 'Roughgravel_0_60.h5', 'grass_0_60.h5', 'roadgravel_0_60.h5'
4.482242990654205528e+01,5.030508474576271283e+01,5.233333333333333570e+01,5.243809523809523654e+01,5.382692307692308020e+01,5.690909090909090651e+01,5.616981132075471805e+01
4.601869158878504606e+01,5.130508474576271283e+01,5.350000000000000000e+01,5.361904761904762040e+01,5.509615384615384670e+01,5.820000000000000284e+01,5.688679245283018560e+01
4.680373831775700921e+01,5.247457627118644297e+01,5.474074074074074048e+01,5.527619047619047876e+01,5.665384615384615330e+01,5.923636363636363455e+01,5.854716981132075659e+01
4.805607476635513819e+01,5.379661016949152241e+01,5.566666666666666430e+01,5.617142857142857082e+01,5.707692307692308020e+01,6.050909090909090793e+01,5.930188679245283367e+01
4.880373831775700921e+01,5.454237288135593076e+01,5.670370370370370239e+01,5.769523809523809632e+01,5.857692307692308020e+01,6.196363636363636118e+01,6.079245283018867951e+01
4.998130841121495394e+01,5.606779661016949490e+01,5.787037037037037379e+01,5.872380952380952124e+01,5.940384615384615330e+01,6.285454545454545183e+01,6.216981132075471805e+01
5.112149532710280653e+01,5.710169491525423524e+01,5.938888888888888573e+01,6.013333333333333286e+01,6.073076923076923350e+01,6.440000000000000568e+01,6.330188679245283367e+01
5.213084112149532956e+01,5.788135593220339103e+01,6.044444444444444287e+01,6.106666666666666998e+01,6.180769230769230660e+01,6.552727272727273089e+01,6.475471698113207708e+01
5.297196261682243090e+01,5.938983050847457434e+01,6.144444444444444287e+01,6.251428571428571246e+01,6.280769230769230660e+01,6.676363636363636545e+01,6.588679245283019270e+01
5.386915887850467044e+01,6.022033898305084421e+01,6.262962962962962621e+01,6.373333333333333428e+01,6.411538461538461320e+01,6.814545454545454106e+01,6.739622641509433265e+01
5.497196261682243090e+01,6.149152542372881669e+01,6.377777777777777857e+01,6.468571428571428328e+01,6.526923076923077360e+01,6.959999999999999432e+01,6.875471698113207708e+01
5.614953271028037562e+01,6.238983050847457434e+01,6.462962962962963331e+01,6.580952380952381020e+01,6.675000000000000000e+01,7.029090909090909634e+01,6.973584905660376876e+01
5.687850467289719347e+01,6.315254237288135641e+01,6.592592592592592382e+01,6.718095238095237676e+01,6.759615384615383959e+01,7.169090909090908781e+01,7.100000000000000000e+01
5.811214953271028349e+01,6.435593220338982690e+01,6.683333333333332860e+01,6.851428571428571956e+01,6.886538461538461320e+01,7.263636363636364024e+01,7.226415094339623124e+01
5.900934579439252303e+01,6.508474576271186152e+01,6.770370370370370949e+01,6.956190476190475636e+01,6.965384615384616041e+01,7.347272727272726911e+01,7.350943396226415416e+01
6.007476635514018426e+01,6.650847457627118331e+01,6.859259259259259522e+01,7.060952380952380736e+01,7.050000000000000000e+01,7.494545454545455243e+01,7.409433962264151319e+01
6.106542056074766123e+01,6.737288135593220773e+01,6.959259259259259522e+01,7.152380952380951840e+01,7.130769230769230660e+01,7.572727272727273373e+01,7.522641509433962881e+01
6.198130841121495394e+01,6.847457627118643586e+01,7.046296296296296191e+01,7.234285714285714164e+01,7.209615384615383959e+01,7.689090909090909065e+01,7.598113207547169168e+01
6.276635514018691708e+01,6.920338983050847048e+01,7.144444444444444287e+01,7.356190476190475636e+01,7.288461538461538680e+01,7.785454545454545894e+01,7.735849056603773022e+01
6.383177570093457831e+01,7.010169491525424235e+01,7.233333333333332860e+01,7.451428571428571956e+01,7.417307692307691980e+01,7.847272727272726911e+01,7.881132075471698784e+01
6.482242990654205528e+01,7.071186440677966800e+01,7.357407407407407618e+01,7.594285714285713595e+01,7.478846153846153300e+01,7.941818181818182154e+01,7.939622641509433265e+01
6.523364485981308292e+01,7.140677966101695517e+01,7.407407407407407618e+01,7.664761904761904532e+01,7.576923076923077360e+01,8.032727272727272805e+01,8.047169811320755173e+01
6.629906542056075125e+01,7.244067796610168841e+01,7.520370370370370949e+01,7.725714285714285268e+01,7.632692307692308020e+01,8.150909090909091503e+01,8.122641509433962881e+01
6.725233644859812898e+01,7.316949152542372303e+01,7.600000000000000000e+01,7.794285714285713595e+01,7.707692307692308020e+01,8.203636363636363171e+01,8.160377358490566735e+01
6.798130841121495394e+01,7.376271186440678207e+01,7.650000000000000000e+01,7.885714285714286120e+01,7.763461538461538680e+01,8.254545454545454675e+01,8.250943396226415416e+01
6.859813084112148829e+01,7.435593220338982690e+01,7.777777777777777146e+01,7.954285714285714448e+01,7.834615384615383959e+01,8.334545454545454390e+01,8.333962264150943611e+01
6.925233644859812898e+01,7.537288135593220773e+01,7.855555555555555713e+01,8.055238095238095752e+01,7.901923076923077360e+01,8.385454545454545894e+01,8.388679245283019270e+01
7.016822429906541458e+01,7.567796610169492055e+01,7.896296296296296191e+01,8.125714285714285268e+01,7.959615384615383959e+01,8.459999999999999432e+01,8.464150943396226978e+01
7.076635514018691708e+01,7.654237288135593076e+01,7.977777777777777146e+01,8.201904761904762609e+01,8.046153846153846700e+01,8.523636363636363455e+01,8.539622641509433265e+01
7.130841121495326718e+01,7.710169491525424235e+01,8.033333333333332860e+01,8.268571428571428328e+01,8.076923076923077360e+01,8.609090909090909349e+01,8.588679245283019270e+01
7.228037383177570518e+01,7.813559322033898979e+01,8.144444444444444287e+01,8.314285714285713880e+01,8.146153846153846700e+01,8.701818181818181586e+01,8.667924528301887221e+01
7.261682242990654856e+01,7.849152542372881669e+01,8.164814814814815236e+01,8.417142857142857792e+01,8.188461538461538680e+01,8.729090909090909634e+01,8.707547169811320487e+01
7.299065420560746986e+01,7.884745762711864359e+01,8.200000000000000000e+01,8.485714285714286120e+01,8.226923076923077360e+01,8.798181818181818414e+01,8.762264150943396146e+01
7.400000000000000000e+01,7.959322033898304483e+01,8.272222222222222854e+01,8.539047619047619264e+01,8.290384615384616041e+01,8.870909090909090366e+01,8.826415094339623124e+01
7.431775700934579731e+01,8.028813559322033200e+01,8.342592592592592382e+01,8.609523809523810201e+01,8.325000000000000000e+01,8.930909090909091219e+01,8.871698113207547465e+01
7.497196261682242380e+01,8.050847457627118331e+01,8.403703703703703809e+01,8.681904761904762324e+01,8.359615384615383959e+01,8.963636363636364024e+01,8.905660377358491075e+01
7.558878504672897236e+01,8.096610169491525255e+01,8.453703703703703809e+01,8.731428571428571672e+01,8.401923076923077360e+01,9.045454545454545325e+01,8.939622641509433265e+01
7.594392523364486181e+01,8.152542372881356414e+01,8.496296296296296191e+01,8.773333333333333428e+01,8.503846153846153300e+01,9.100000000000000000e+01,9.007547169811320487e+01
7.614953271028036852e+01,8.181355932203389614e+01,8.542592592592592382e+01,8.830476190476190368e+01,8.521153846153846700e+01,9.158181818181817846e+01,9.037735849056603854e+01
7.682242990654205528e+01,8.210169491525424235e+01,8.620370370370370949e+01,8.857142857142856940e+01,8.540384615384616041e+01,9.185454545454545894e+01,9.083018867924528195e+01
7.727102803738317505e+01,8.252542372881356414e+01,8.646296296296296191e+01,8.881904761904762324e+01,8.598076923076922640e+01,9.232727272727272805e+01,9.109433962264151319e+01
7.736448598130840537e+01,8.305084745762711407e+01,8.683333333333332860e+01,8.950476190476190652e+01,8.657692307692308020e+01,9.267272727272727195e+01,9.164150943396226978e+01
7.758878504672897236e+01,8.332203389830507945e+01,8.735185185185184764e+01,8.980952380952381020e+01,8.675000000000000000e+01,9.281818181818181301e+01,9.196226415094339757e+01
7.837383177570093551e+01,8.381355932203389614e+01,8.748148148148148096e+01,9.057142857142856940e+01,8.686538461538461320e+01,9.340000000000000568e+01,9.232075471698112779e+01
7.837383177570093551e+01,8.413559322033898979e+01,8.761111111111111427e+01,9.062857142857143344e+01,8.746153846153846700e+01,9.370909090909090366e+01,9.271698113207547465e+01
7.859813084112148829e+01,8.432203389830507945e+01,8.807407407407407618e+01,9.087619047619047308e+01,8.748076923076922640e+01,9.390909090909090651e+01,9.313207547169811562e+01
7.891588785046728560e+01,8.464406779661017310e+01,8.824074074074074758e+01,9.120000000000000284e+01,8.776923076923077360e+01,9.409090909090909349e+01,9.337735849056603854e+01
7.927102803738317505e+01,8.493220338983050510e+01,8.861111111111111427e+01,9.203809523809523796e+01,8.801923076923077360e+01,9.449090909090908497e+01,9.371698113207547465e+01
7.973831775700934088e+01,8.508474576271186152e+01,8.887037037037036669e+01,9.251428571428571956e+01,8.815384615384616041e+01,9.469090909090908781e+01,9.405660377358491075e+01
8.005607476635513819e+01,8.535593220338982690e+01,8.935185185185184764e+01,9.295238095238094900e+01,8.817307692307691980e+01,9.481818181818181301e+01,9.433962264150943611e+01
8.020560747663552092e+01,8.586440677966101021e+01,8.942592592592592382e+01,9.342857142857143060e+01,8.853846153846153300e+01,9.500000000000000000e+01,9.456603773584905070e+01
8.050467289719625796e+01,8.627118644067796538e+01,8.996296296296296191e+01,9.359999999999999432e+01,8.917307692307691980e+01,9.520000000000000284e+01,9.483018867924528195e+01
8.065420560747664069e+01,8.679661016949152952e+01,9.007407407407407618e+01,9.359999999999999432e+01,8.923076923076922640e+01,9.523636363636363455e+01,9.490566037735848681e+01
8.102803738317757620e+01,8.701694915254236662e+01,9.020370370370370949e+01,9.373333333333333428e+01,8.942307692307691980e+01,9.558181818181817846e+01,9.522641509433962881e+01
8.140186915887851171e+01,8.722033898305085131e+01,9.042592592592592382e+01,9.392380952380952408e+01,8.951923076923077360e+01,9.574545454545454959e+01,9.547169811320755173e+01
8.181308411214953935e+01,8.723728813559321793e+01,9.075925925925925242e+01,9.407619047619047592e+01,9.011538461538461320e+01,9.609090909090909349e+01,9.571698113207547465e+01
8.211214953271027639e+01,8.737288135593220773e+01,9.105555555555555713e+01,9.417142857142857792e+01,9.028846153846153300e+01,9.612727272727272521e+01,9.577358490566037119e+01
8.226168224299065912e+01,8.757627118644067821e+01,9.155555555555555713e+01,9.440000000000000568e+01,9.053846153846153300e+01,9.607272727272727764e+01,9.596226415094339757e+01
8.244859813084111977e+01,8.783050847457627697e+01,9.185185185185184764e+01,9.487619047619047308e+01,9.057692307692308020e+01,9.629090909090909634e+01,9.641509433962264097e+01
8.299065420560746986e+01,8.847457627118643586e+01,9.192592592592592382e+01,9.512380952380952692e+01,9.059615384615383959e+01,9.638181818181817562e+01,9.667924528301887221e+01
8.317757009345794472e+01,8.847457627118643586e+01,9.216666666666667140e+01,9.535238095238095468e+01,9.069230769230769340e+01,9.650909090909091503e+01,9.669811320754716633e+01
8.317757009345794472e+01,8.867796610169492055e+01,9.231481481481480955e+01,9.548571428571428044e+01,9.075000000000000000e+01,9.669090909090908781e+01,9.673584905660376876e+01
8.312149532710280653e+01,8.886440677966101021e+01,9.246296296296296191e+01,9.584761904761904816e+01,9.107692307692308020e+01,9.679999999999999716e+01,9.677358490566037119e+01
8.360747663551401843e+01,8.938983050847457434e+01,9.257407407407407618e+01,9.601904761904762609e+01,9.169230769230769340e+01,9.689090909090909065e+01,9.677358490566037119e+01
8.381308411214953935e+01,8.928813559322033200e+01,9.257407407407407618e+01,9.609523809523810201e+01,9.182692307692308020e+01,9.698181818181818414e+01,9.694339622641508925e+01
8.400000000000000000e+01,8.925423728813559876e+01,9.281481481481480955e+01,9.641904761904761756e+01,9.180769230769230660e+01,9.734545454545454390e+01,9.690566037735848681e+01
8.401869158878504606e+01,8.964406779661017310e+01,9.287037037037036669e+01,9.649523809523809348e+01,9.203846153846153300e+01,9.747272727272726911e+01,9.690566037735848681e+01
8.426168224299065912e+01,8.964406779661017310e+01,9.292592592592592382e+01,9.681904761904762324e+01,9.201923076923077360e+01,9.756363636363636260e+01,9.694339622641508925e+01
8.448598130841121190e+01,8.971186440677966800e+01,9.309259259259259522e+01,9.685714285714286120e+01,9.232692307692308020e+01,9.759999999999999432e+01,9.698113207547169168e+01
8.441121495327102764e+01,8.979661016949152952e+01,9.350000000000000000e+01,9.689523809523809916e+01,9.232692307692308020e+01,9.783636363636364308e+01,9.700000000000000000e+01
8.444859813084111977e+01,8.998305084745763338e+01,9.362962962962963331e+01,9.691428571428571104e+01,9.244230769230769340e+01,9.783636363636364308e+01,9.700000000000000000e+01
8.444859813084111977e+01,8.989830508474575765e+01,9.366666666666667140e+01,9.700952380952381304e+01,9.244230769230769340e+01,9.810909090909090935e+01,9.698113207547169168e+01
8.478504672897196315e+01,9.015254237288135641e+01,9.370370370370370949e+01,9.725714285714285268e+01,9.244230769230769340e+01,9.820000000000000284e+01,9.713207547169811562e+01
8.504672897196262227e+01,9.044067796610168841e+01,9.338888888888888573e+01,9.727619047619047876e+01,9.271153846153846700e+01,9.832727272727272805e+01,9.720754716981132049e+01
8.504672897196262227e+01,9.069491525423728717e+01,9.348148148148148096e+01,9.727619047619047876e+01,9.284615384615383959e+01,9.792727272727272236e+01,9.718867924528301216e+01
8.534579439252335931e+01,9.086440677966101021e+01,9.374074074074074758e+01,9.729523809523809064e+01,9.278846153846153300e+01,9.845454545454545325e+01,9.722641509433962881e+01
8.549532710280374204e+01,9.084745762711864359e+01,9.377777777777777146e+01,9.761904761904762040e+01,9.294230769230769340e+01,9.841818181818182154e+01,9.722641509433962881e+01
8.566355140186915662e+01,9.100000000000000000e+01,9.381481481481480955e+01,9.769523809523809632e+01,9.342307692307691980e+01,9.843636363636363740e+01,9.726415094339623124e+01
8.598130841121495394e+01,9.108474576271186152e+01,9.392592592592592382e+01,9.769523809523809632e+01,9.357692307692308020e+01,9.816363636363635692e+01,9.730188679245283367e+01
8.601869158878504606e+01,9.110169491525424235e+01,9.396296296296296191e+01,9.779047619047618412e+01,9.367307692307691980e+01,9.816363636363635692e+01,9.726415094339623124e+01
8.605607476635513819e+01,9.147457627118643586e+01,9.390740740740740478e+01,9.784761904761904816e+01,9.384615384615383959e+01,9.825454545454545041e+01,9.724528301886792292e+01
8.614953271028036852e+01,9.164406779661017310e+01,9.392592592592592382e+01,9.790476190476189799e+01,9.384615384615383959e+01,9.825454545454545041e+01,9.722641509433962881e+01
8.622429906542056699e+01,9.150847457627118331e+01,9.414814814814815236e+01,9.790476190476189799e+01,9.392307692307691980e+01,9.829090909090909634e+01,9.718867924528301216e+01
8.622429906542056699e+01,9.155932203389831159e+01,9.444444444444444287e+01,9.790476190476189799e+01,9.355769230769230660e+01,9.818181818181818699e+01,9.756603773584905070e+01
8.629906542056075125e+01,9.179661016949152952e+01,9.435185185185184764e+01,9.790476190476189799e+01,9.363461538461538680e+01,9.810909090909090935e+01,9.756603773584905070e+01
8.637383177570093551e+01,9.179661016949152952e+01,9.435185185185184764e+01,9.790476190476189799e+01,9.363461538461538680e+01,9.801818181818181586e+01,9.743396226415094930e+01
8.641121495327102764e+01,9.201694915254236662e+01,9.433333333333332860e+01,9.769523809523809632e+01,9.388461538461538680e+01,9.800000000000000000e+01,9.743396226415094930e+01
8.646728971962616583e+01,9.210169491525424235e+01,9.438888888888888573e+01,9.769523809523809632e+01,9.384615384615383959e+01,9.789090909090909065e+01,9.739622641509433265e+01
8.656074766355139616e+01,9.240677966101695517e+01,9.440740740740740478e+01,9.769523809523809632e+01,9.394230769230769340e+01,9.796363636363636829e+01,9.718867924528301216e+01
8.680373831775700921e+01,9.233898305084746028e+01,9.448148148148148096e+01,9.769523809523809632e+01,9.430769230769230660e+01,9.805454545454544757e+01,9.709433962264151319e+01
8.682242990654205528e+01,9.252542372881356414e+01,9.444444444444444287e+01,9.786666666666666003e+01,9.438461538461538680e+01,9.829090909090909634e+01,9.716981132075471805e+01
8.693457943925233167e+01,9.261016949152542566e+01,9.440740740740740478e+01,9.782857142857142208e+01,9.448076923076922640e+01,9.865454545454545610e+01,9.692452830188679513e+01
8.708411214953271440e+01,9.261016949152542566e+01,9.462962962962963331e+01,9.807619047619047592e+01,9.457692307692308020e+01,9.876363636363636545e+01,9.690566037735848681e+01
8.714018691588785259e+01,9.308474576271186152e+01,9.462962962962963331e+01,9.801904761904762609e+01,9.457692307692308020e+01,9.845454545454545325e+01,9.688679245283019270e+01
8.727102803738317505e+01,9.313559322033898979e+01,9.461111111111111427e+01,9.796190476190476204e+01,9.451923076923077360e+01,9.836363636363635976e+01,9.681132075471698784e+01
8.728971962616822111e+01,9.311864406779660897e+01,9.485185185185184764e+01,9.792380952380952408e+01,9.455769230769230660e+01,9.836363636363635976e+01,9.677358490566037119e+01
8.725233644859812898e+01,9.330508474576271283e+01,9.501851851851851904e+01,9.798095238095237391e+01,9.455769230769230660e+01,9.858181818181817846e+01,9.675471698113207708e+01
8.738317757009345144e+01,9.337288135593220773e+01,9.507407407407407618e+01,9.811428571428571388e+01,9.469230769230769340e+01,9.858181818181817846e+01,9.667924528301887221e+01
8.751401869158878810e+01,9.318644067796610386e+01,9.503703703703703809e+01,9.807619047619047592e+01,9.469230769230769340e+01,9.881818181818181301e+01,9.650943396226415416e+01
8.805607476635513819e+01,9.354237288135593076e+01,9.501851851851851904e+01,9.805714285714286405e+01,9.461538461538461320e+01,9.832727272727272805e+01,9.639622641509433265e+01
8.816822429906541458e+01,9.347457627118643586e+01,9.498148148148148096e+01,9.817142857142857792e+01,9.467307692307691980e+01,9.823636363636363455e+01,9.626415094339623124e+01
8.829906542056075125e+01,9.350847457627118331e+01,9.492592592592592382e+01,9.813333333333333997e+01,9.467307692307691980e+01,9.803636363636363171e+01,9.603773584905660243e+01
8.829906542056075125e+01,9.355932203389831159e+01,9.483333333333332860e+01,9.817142857142857792e+01,9.461538461538461320e+01,9.796363636363636829e+01,9.601886792452830832e+01
8.833644859813084338e+01,9.345762711864406924e+01,9.485185185185184764e+01,9.803809523809523796e+01,9.461538461538461320e+01,9.790909090909090651e+01,9.615094339622640973e+01
8.839252336448598157e+01,9.352542372881356414e+01,9.487037037037036669e+01,9.803809523809523796e+01,9.478846153846153300e+01,9.779999999999999716e+01,9.588679245283019270e+01
8.841121495327102764e+01,9.354237288135593076e+01,9.488888888888888573e+01,9.803809523809523796e+01,9.480769230769230660e+01,9.776363636363636545e+01,9.579245283018867951e+01
8.844859813084111977e+01,9.379661016949152952e+01,9.492592592592592382e+01,9.800000000000000000e+01,9.484615384615383959e+01,9.790909090909090651e+01,9.579245283018867951e+01
8.861682242990654856e+01,9.388135593220339103e+01,9.494444444444444287e+01,9.796190476190476204e+01,9.492307692307691980e+01,9.781818181818181301e+01,9.549056603773584584e+01
8.871028037383177889e+01,9.420338983050847048e+01,9.500000000000000000e+01,9.796190476190476204e+01,9.492307692307691980e+01,9.770909090909090366e+01,9.552830188679244827e+01
8.884112149532710134e+01,9.420338983050847048e+01,9.500000000000000000e+01,9.796190476190476204e+01,9.484615384615383959e+01,9.767272727272727195e+01,9.543396226415094930e+01
8.884112149532710134e+01,9.427118644067796538e+01,9.514814814814815236e+01,9.779047619047618412e+01,9.498076923076922640e+01,9.767272727272727195e+01,9.558490566037735903e+01
8.876635514018691708e+01,9.438983050847457434e+01,9.520370370370370949e+01,9.800000000000000000e+01,9.498076923076922640e+01,9.759999999999999432e+01,9.541509433962264097e+01
8.876635514018691708e+01,9.450847457627118331e+01,9.520370370370370949e+01,9.807619047619047592e+01,9.492307692307691980e+01,9.758181818181817846e+01,9.541509433962264097e+01
8.878504672897196315e+01,9.457627118644067821e+01,9.511111111111111427e+01,9.807619047619047592e+01,9.490384615384616041e+01,9.761818181818182438e+01,9.541509433962264097e+01
8.889719626168223954e+01,9.459322033898304483e+01,9.524074074074074758e+01,9.809523809523810201e+01,9.478846153846153300e+01,9.772727272727273373e+01,9.535849056603773022e+01
8.900934579439253014e+01,9.469491525423728717e+01,9.514814814814815236e+01,9.819047619047618980e+01,9.488461538461538680e+01,9.761818181818182438e+01,9.545283018867924341e+01
8.925233644859812898e+01,9.466101694915253972e+01,9.509259259259259522e+01,9.817142857142857792e+01,9.471153846153846700e+01,9.763636363636364024e+01,9.558490566037735903e+01
8.917757009345794472e+01,9.474576271186440124e+01,9.505555555555555713e+01,9.800000000000000000e+01,9.473076923076922640e+01,9.703636363636363171e+01,9.569811320754716633e+01
8.915887850467289866e+01,9.489830508474575765e+01,9.496296296296296191e+01,9.801904761904762609e+01,9.473076923076922640e+01,9.705454545454544757e+01,9.569811320754716633e+01
8.925233644859812898e+01,9.506779661016949490e+01,9.501851851851851904e+01,9.801904761904762609e+01,9.476923076923077360e+01,9.701818181818181586e+01,9.566037735849056389e+01
8.932710280373831324e+01,9.510169491525424235e+01,9.503703703703703809e+01,9.807619047619047592e+01,9.473076923076922640e+01,9.701818181818181586e+01,9.583018867924528195e+01
8.947663551401869597e+01,9.528813559322033200e+01,9.516666666666667140e+01,9.801904761904762609e+01,9.473076923076922640e+01,9.661818181818182438e+01,9.579245283018867951e+01
8.947663551401869597e+01,9.535593220338982690e+01,9.522222222222222854e+01,9.801904761904762609e+01,9.476923076923077360e+01,9.696363636363636829e+01,9.596226415094339757e+01
8.947663551401869597e+01,9.540677966101695517e+01,9.518518518518519045e+01,9.813333333333333997e+01,9.496153846153846700e+01,9.694545454545455243e+01,9.575471698113207708e+01
8.962616822429906449e+01,9.535593220338982690e+01,9.520370370370370949e+01,9.809523809523810201e+01,9.500000000000000000e+01,9.685454545454545894e+01,9.571698113207547465e+01
8.962616822429906449e+01,9.516949152542372303e+01,9.522222222222222854e+01,9.798095238095237391e+01,9.500000000000000000e+01,9.665454545454545610e+01,9.571698113207547465e+01
8.966355140186915662e+01,9.532203389830507945e+01,9.520370370370370949e+01,9.800000000000000000e+01,9.500000000000000000e+01,9.669090909090908781e+01,9.571698113207547465e+01
8.970093457943924875e+01,9.527118644067796538e+01,9.533333333333332860e+01,9.800000000000000000e+01,9.476923076923077360e+01,9.669090909090908781e+01,9.566037735849056389e+01
8.988785046728972361e+01,9.542372881355932179e+01,9.537037037037036669e+01,9.794285714285713595e+01,9.465384615384616041e+01,9.690909090909090651e+01,9.566037735849056389e+01
8.988785046728972361e+01,9.566101694915253972e+01,9.527777777777777146e+01,9.782857142857142208e+01,9.486538461538461320e+01,9.692727272727272236e+01,9.560377358490566735e+01
8.992523364485981574e+01,9.596610169491525255e+01,9.524074074074074758e+01,9.771428571428570820e+01,9.482692307692308020e+01,9.685454545454545894e+01,9.552830188679244827e+01
8.996261682242990787e+01,9.623728813559321793e+01,9.527777777777777146e+01,9.761904761904762040e+01,9.482692307692308020e+01,9.678181818181818130e+01,9.547169811320755173e+01
9.000000000000000000e+01,9.633898305084746028e+01,9.527777777777777146e+01,9.761904761904762040e+01,9.498076923076922640e+01,9.679999999999999716e+01,9.547169811320755173e+01
9.011214953271027639e+01,9.632203389830507945e+01,9.542592592592592382e+01,9.742857142857143060e+01,9.484615384615383959e+01,9.679999999999999716e+01,9.552830188679244827e+01
9.011214953271027639e+01,9.632203389830507945e+01,9.524074074074074758e+01,9.742857142857143060e+01,9.482692307692308020e+01,9.665454545454545610e+01,9.569811320754716633e+01
9.011214953271027639e+01,9.637288135593220773e+01,9.538888888888888573e+01,9.742857142857143060e+01,9.471153846153846700e+01,9.645454545454545325e+01,9.560377358490566735e+01
9.033644859813084338e+01,9.642372881355932179e+01,9.548148148148148096e+01,9.721904761904761472e+01,9.473076923076922640e+01,9.649090909090908497e+01,9.560377358490566735e+01
9.033644859813084338e+01,9.662711864406779227e+01,9.555555555555555713e+01,9.710476190476190084e+01,9.476923076923077360e+01,9.647272727272726911e+01,9.567924528301887221e+01
9.033644859813084338e+01,9.661016949152542566e+01,9.509259259259259522e+01,9.697142857142857508e+01,9.480769230769230660e+01,9.641818181818182154e+01,9.571698113207547465e+01
9.029906542056075125e+01,9.661016949152542566e+01,9.518518518518519045e+01,9.695238095238094900e+01,9.509615384615383959e+01,9.647272727272726911e+01,9.581132075471698784e+01
9.029906542056075125e+01,9.681355932203389614e+01,9.520370370370370949e+01,9.689523809523809916e+01,9.509615384615383959e+01,9.645454545454545325e+01,9.579245283018867951e+01
9.035514018691588944e+01,9.688135593220339103e+01,9.522222222222222854e+01,9.695238095238094900e+01,9.515384615384616041e+01,9.652727272727273089e+01,9.560377358490566735e+01
9.037383177570093551e+01,9.688135593220339103e+01,9.524074074074074758e+01,9.700952380952381304e+01,9.519230769230769340e+01,9.649090909090908497e+01,9.560377358490566735e+01
9.050467289719625796e+01,9.705084745762711407e+01,9.522222222222222854e+01,9.697142857142857508e+01,9.513461538461538680e+01,9.645454545454545325e+01,9.549056603773584584e+01
9.095327102803737773e+01,9.705084745762711407e+01,9.501851851851851904e+01,9.697142857142857508e+01,9.511538461538461320e+01,9.641818181818182154e+01,9.549056603773584584e+01
9.115887850467289866e+01,9.715254237288135641e+01,9.474074074074074758e+01,9.699047619047618696e+01,9.517307692307691980e+01,9.645454545454545325e+01,9.526415094339623124e+01
9.121495327102803685e+01,9.732203389830507945e+01,9.464814814814815236e+01,9.689523809523809916e+01,9.517307692307691980e+01,9.645454545454545325e+01,9.511320754716980730e+01
9.125233644859812898e+01,9.744067796610168841e+01,9.472222222222222854e+01,9.697142857142857508e+01,9.513461538461538680e+01,9.650909090909091503e+01,9.516981132075471805e+01
9.125233644859812898e+01,9.752542372881356414e+01,9.470370370370370949e+01,9.679999999999999716e+01,9.513461538461538680e+01,9.649090909090908497e+01,9.511320754716980730e+01
9.125233644859812898e+01,9.755932203389831159e+01,9.470370370370370949e+01,9.679999999999999716e+01,9.521153846153846700e+01,9.687272727272727479e+01,9.511320754716980730e+01
