# 'water_0_45.h5', 'cement_0_45.h5', 'Asphalt_0_45.h5', 'Asphaltwet_0_45.h5', 'roadgravel_0_45.h5', 'grass_0_45.h5', 'Roughgravel_0_45.h5'
7.664761904761904816e+02,8.571851851851852189e+02,4.338113207547169736e+02,7.289906542056074841e+02,2.790000000000000000e+02,1.324905660377358458e+02,1.512452830188679229e+02
7.781904761904761472e+02,8.654259259259259807e+02,4.399056603773585152e+02,7.373831775700934941e+02,2.853018867924528195e+02,1.326981132075471805e+02,1.536415094339622556e+02
7.894666666666666970e+02,8.733148148148147811e+02,4.461132075471697931e+02,7.457196261682242948e+02,2.914905660377358458e+02,1.335094339622641542e+02,1.560000000000000000e+02
8.008190476190476375e+02,8.811851851851852189e+02,4.524150943396226694e+02,7.539439252336449044e+02,2.975094339622641542e+02,1.340566037735848965e+02,1.584150943396226410e+02
8.122285714285713993e+02,8.884814814814815236e+02,4.583773584905660528e+02,7.621308411214953367e+02,3.038301886792452819e+02,1.348679245283018986e+02,1.609811320754716917e+02
8.233142857142856883e+02,8.957592592592592382e+02,4.642641509433962028e+02,7.700000000000000000e+02,3.100000000000000000e+02,1.358679245283018986e+02,1.634528301886792576e+02
8.343238095238094729e+02,9.028703703703703241e+02,4.702641509433962028e+02,7.775514018691588944e+02,3.161320754716981014e+02,1.365471698113207424e+02,1.659245283018867951e+02
8.451809523809523625e+02,9.092962962962963047e+02,4.762641509433962028e+02,7.849345794392523885e+02,3.223773584905660528e+02,1.372641509433962312e+02,1.689245283018867951e+02
8.562666666666666515e+02,9.159259259259259807e+02,4.822264150943396430e+02,7.920560747663550956e+02,3.286792452830188722e+02,1.376226415094339757e+02,1.715283018867924625e+02
8.668190476190476375e+02,9.223333333333333712e+02,4.880188679245283083e+02,7.995700934579439263e+02,3.349811320754716917e+02,1.381132075471698215e+02,1.741509433962264097e+02
8.771047619047618582e+02,9.285925925925926094e+02,4.940377358490566166e+02,8.066915887850467470e+02,3.413584905660377444e+02,1.388301886792452819e+02,1.768679245283018986e+02
8.874095238095237619e+02,9.344074074074073906e+02,4.998301886792452819e+02,8.135887850467289582e+02,3.477547169811320487e+02,1.400000000000000000e+02,1.800188679245283083e+02
8.974285714285714448e+02,9.400925925925926094e+02,5.057735849056603570e+02,8.201682242990654004e+02,3.542075471698113347e+02,1.404905660377358458e+02,1.827924528301886653e+02
9.073142857142856883e+02,9.454629629629629335e+02,5.113018867924528195e+02,8.265233644859813467e+02,3.605471698113207708e+02,1.412641509433962312e+02,1.856415094339622556e+02
9.172190476190476147e+02,9.508703703703703241e+02,5.171320754716981583e+02,8.328598130841121474e+02,3.673396226415094361e+02,1.418301886792452819e+02,1.882452830188679229e+02
9.269714285714285325e+02,9.557777777777778283e+02,5.225283018867924056e+02,8.388785046728971793e+02,3.739433962264150750e+02,1.427924528301886653e+02,1.910566037735848965e+02
9.366857142857143117e+02,9.604814814814815236e+02,5.279811320754716917e+02,8.445046728971963148e+02,3.808679245283018986e+02,1.436037735849056673e+02,1.939056603773584868e+02
9.462476190476190823e+02,9.652407407407407618e+02,5.336037735849056389e+02,8.501308411214953367e+02,3.876792452830188722e+02,1.442830188679245396e+02,1.969245283018867951e+02
9.552761904761904361e+02,9.690925925925926094e+02,5.382264150943395862e+02,8.557570093457943585e+02,3.940943396226414848e+02,1.447358490566037688e+02,2.003018867924528195e+02
9.641333333333333258e+02,9.726296296296296759e+02,5.430943396226415416e+02,8.608785046728971793e+02,4.008679245283018986e+02,1.461132075471698215e+02,2.033584905660377444e+02
9.731619047619047933e+02,9.763148148148147811e+02,5.476037735849056389e+02,8.657009345794392630e+02,4.080000000000000000e+02,1.468113207547169736e+02,2.060377358490566166e+02
9.815619047619047706e+02,9.793148148148147811e+02,5.520188679245283083e+02,8.702616822429906733e+02,4.149811320754716917e+02,1.479622641509433834e+02,2.092075471698113347e+02
9.900380952380952522e+02,9.823518518518518476e+02,5.562830188679245111e+02,8.746168224299065059e+02,4.220377358490566166e+02,1.487169811320754604e+02,2.121320754716981014e+02
9.980571428571428214e+02,9.853148148148147811e+02,5.602641509433962028e+02,8.786542056074766833e+02,4.290566037735849250e+02,1.495471698113207424e+02,2.153396226415094361e+02
1.006038095238095252e+03,9.879074074074073906e+02,5.642452830188678945e+02,8.819813084112149681e+02,4.363962264150943611e+02,1.503962264150943327e+02,2.185849056603773590e+02
1.013847619047618991e+03,9.901851851851852189e+02,5.682452830188678945e+02,8.853831775700934941e+02,4.433773584905660528e+02,1.512452830188679229e+02,2.217924528301886653e+02
1.021485714285714266e+03,9.921111111111110858e+02,5.722641509433962028e+02,8.890841121495327570e+02,4.505094339622641542e+02,1.517169811320754604e+02,2.247547169811320771e+02
1.029161904761904680e+03,9.938333333333333712e+02,5.761132075471698499e+02,8.921682242990654004e+02,4.579433962264150750e+02,1.528301886792452819e+02,2.278867924528301785e+02
1.035809523809523853e+03,9.951666666666666288e+02,5.798490566037735334e+02,8.948598130841121474e+02,4.652830188679245111e+02,1.542641509433962312e+02,2.314150943396226410e+02
1.042552380952380872e+03,9.963888888888889142e+02,5.837358490566037972e+02,8.976448598130841674e+02,4.728867924528302069e+02,1.550000000000000000e+02,2.347169811320754604e+02
1.049466666666666697e+03,9.971111111111110858e+02,5.875283018867924056e+02,9.000000000000000000e+02,4.802264150943396430e+02,1.556981132075471805e+02,2.384150943396226410e+02
1.055542857142857201e+03,9.978888888888889142e+02,5.905660377358490223e+02,9.022803738317757052e+02,4.877735849056603570e+02,1.562452830188679229e+02,2.414150943396226410e+02
1.061676190476190413e+03,9.981666666666666288e+02,5.940943396226415416e+02,9.040000000000000000e+02,4.952641509433962028e+02,1.572075471698113347e+02,2.449245283018867951e+02
1.067333333333333258e+03,9.978518518518518476e+02,5.971509433962264666e+02,9.051962616822429482e+02,5.030566037735849250e+02,1.581698113207547181e+02,2.485094339622641542e+02
1.073009523809523898e+03,9.975925925925926094e+02,6.001698113207546612e+02,9.062990654205607370e+02,5.107358490566037972e+02,1.591509433962264097e+02,2.519056603773584868e+02
1.078438095238095229e+03,9.970740740740740193e+02,6.024339622641509777e+02,9.074392523364485896e+02,5.181132075471698499e+02,1.601698113207547181e+02,2.553207547169811278e+02
1.083580952380952340e+03,9.964074074074073906e+02,6.048679245283018417e+02,9.079439252336449044e+02,5.257735849056604138e+02,1.610943396226415132e+02,2.589245283018867667e+02
1.087752380952380918e+03,9.951111111111110858e+02,6.070000000000000000e+02,9.082616822429906733e+02,5.332641509433962028e+02,1.621886792452830264e+02,2.626603773584905639e+02
1.091866666666666561e+03,9.935000000000000000e+02,6.090000000000000000e+02,9.085607476635514104e+02,5.415471698113207140e+02,1.625849056603773590e+02,2.661320754716981014e+02
1.096000000000000000e+03,9.918518518518518476e+02,6.108679245283018417e+02,9.083551401869158326e+02,5.493584905660377444e+02,1.634905660377358458e+02,2.699622641509433834e+02
1.099809523809523853e+03,9.896111111111110858e+02,6.126226415094339472e+02,9.079065420560747270e+02,5.573018867924528195e+02,1.641698113207547181e+02,2.732264150943396430e+02
1.103561904761904771e+03,9.872222222222221717e+02,6.142641509433962028e+02,9.071401869158878526e+02,5.652264150943395862e+02,1.652452830188679229e+02,2.771886792452830264e+02
1.106895238095238028e+03,9.847407407407407618e+02,6.158301886792453388e+02,9.061495327102803685e+02,5.729245283018867667e+02,1.663773584905660243e+02,2.808679245283018986e+02
1.109904761904761926e+03,9.818518518518518476e+02,6.173962264150943611e+02,9.050841121495327570e+02,5.806981132075471805e+02,1.674339622641509493e+02,2.848867924528302069e+02
1.112076190476190504e+03,9.788703703703703241e+02,6.180377358490566166e+02,9.036635514018691993e+02,5.887547169811321055e+02,1.680188679245283083e+02,2.884716981132075375e+02
1.114723809523809450e+03,9.755185185185184764e+02,6.193207547169811278e+02,9.021869158878504322e+02,5.966226415094339472e+02,1.689811320754716917e+02,2.921509433962264097e+02
1.116533333333333303e+03,9.718148148148147811e+02,6.200188679245283083e+02,9.004112149532710418e+02,6.043018867924528195e+02,1.700943396226415132e+02,2.964150943396226694e+02
1.118495238095238165e+03,9.676481481481481524e+02,6.204339622641509777e+02,8.976261682242990219e+02,6.121698113207546612e+02,1.709433962264151035e+02,3.003584905660377444e+02
1.120038095238095138e+03,9.635740740740740193e+02,6.206226415094339472e+02,8.948598130841121474e+02,6.200754716981132333e+02,1.717169811320754604e+02,3.044716981132075375e+02
1.121066666666666606e+03,9.589259259259259807e+02,6.206037735849056389e+02,8.919252336448597589e+02,6.274339622641509777e+02,1.731509433962264097e+02,3.082641509433962028e+02
1.121676190476190413e+03,9.544444444444444571e+02,6.206037735849056389e+02,8.887289719626168107e+02,6.353962264150943611e+02,1.739056603773584868e+02,3.123584905660377444e+02
1.122057142857142935e+03,9.496666666666666288e+02,6.205660377358490223e+02,8.854953271028036852e+02,6.433396226415094361e+02,1.749811320754716917e+02,3.162830188679245111e+02
1.121904761904761926e+03,9.446111111111110858e+02,6.204150943396226694e+02,8.820934579439252730e+02,6.506981132075471805e+02,1.760754716981132049e+02,3.200943396226414848e+02
1.121904761904761926e+03,9.392962962962963047e+02,6.200943396226415416e+02,8.784299065420560737e+02,6.584339622641509777e+02,1.768679245283018986e+02,3.242641509433962028e+02
1.121295238095238119e+03,9.334814814814815236e+02,6.195660377358490223e+02,8.745607476635514104e+02,6.657924528301887221e+02,1.778301886792452819e+02,3.280377358490566166e+02
1.120590476190476238e+03,9.274814814814815236e+02,6.190188679245283083e+02,8.701121495327103048e+02,6.732075471698112779e+02,1.789433962264151035e+02,3.323962264150943611e+02
1.119466666666666697e+03,9.211851851851852189e+02,6.181320754716981583e+02,8.659626168224299363e+02,6.805849056603773306e+02,1.798301886792452819e+02,3.367169811320754889e+02
1.117847619047618991e+03,9.151666666666666288e+02,6.169811320754716917e+02,8.613084112149532530e+02,6.877358490566037972e+02,1.811132075471698215e+02,3.405849056603773306e+02
1.116076190476190504e+03,9.086111111111110858e+02,6.154905660377359027e+02,8.561121495327103048e+02,6.944150943396226694e+02,1.822641509433962312e+02,3.443584905660377444e+02
1.113771428571428487e+03,9.020740740740740193e+02,6.136415094339622556e+02,8.509906542056074841e+02,7.015471698113207140e+02,1.832452830188679229e+02,3.482641509433962028e+02
1.111752380952380918e+03,8.952037037037036953e+02,6.118490566037735334e+02,8.455327102803738626e+02,7.084905660377359027e+02,1.844905660377358458e+02,3.524905660377358458e+02
1.109200000000000045e+03,8.882962962962963047e+02,6.100943396226415416e+02,8.402803738317757052e+02,7.154150943396226694e+02,1.850943396226415132e+02,3.564150943396226694e+02
1.106171428571428578e+03,8.812407407407407618e+02,6.080754716981132333e+02,8.345607476635514104e+02,7.221886792452829695e+02,1.863018867924528195e+02,3.600188679245283083e+02
1.103104761904761972e+03,8.738148148148147811e+02,6.059245283018867667e+02,8.285794392523364422e+02,7.288113207547170305e+02,1.869811320754716917e+02,3.641509433962264097e+02
1.099504761904761835e+03,8.663888888888889142e+02,6.038301886792453388e+02,8.225420560747663785e+02,7.351509433962264666e+02,1.881132075471698215e+02,3.679433962264150750e+02
1.095676190476190413e+03,8.585555555555555429e+02,6.016981132075471805e+02,8.166168224299065059e+02,7.419622641509433834e+02,1.889433962264151035e+02,3.718301886792452819e+02
1.091638095238095275e+03,8.508888888888889142e+02,5.992830188679245111e+02,8.105981308411214741e+02,7.482452830188678945e+02,1.899433962264151035e+02,3.756792452830188722e+02
1.087428571428571331e+03,8.430740740740740193e+02,5.970000000000000000e+02,8.038317757009345996e+02,7.542264150943395862e+02,1.906415094339622556e+02,3.792830188679245111e+02
1.083104761904761972e+03,8.351851851851852189e+02,5.942830188679245111e+02,7.972523364485981574e+02,7.605094339622640973e+02,1.913396226415094361e+02,3.832264150943396430e+02
1.078533333333333303e+03,8.275000000000000000e+02,5.915094339622640973e+02,7.908224299065420837e+02,7.663018867924528195e+02,1.916792452830188722e+02,3.871509433962264097e+02
1.073009523809523898e+03,8.193888888888889142e+02,5.884339622641509777e+02,7.843551401869158326e+02,7.722830188679245111e+02,1.926415094339622556e+02,3.908301886792452819e+02
1.067695238095237983e+03,8.110185185185184764e+02,5.854905660377359027e+02,7.773644859813084622e+02,7.779245283018867667e+02,1.933773584905660243e+02,3.946226415094339472e+02
1.062171428571428578e+03,8.029074074074073906e+02,5.826603773584905639e+02,7.702242990654206096e+02,7.835471698113207140e+02,1.942641509433962312e+02,3.983396226415094361e+02
1.056400000000000091e+03,7.947962962962963047e+02,5.794528301886792860e+02,7.633084112149532530e+02,7.894150943396226694e+02,1.946603773584905639e+02,4.020754716981132333e+02
1.050666666666666742e+03,7.869074074074073906e+02,5.758490566037735334e+02,7.562429906542056415e+02,7.949622641509433834e+02,1.953207547169811278e+02,4.056415094339622556e+02
1.044495238095238165e+03,7.786666666666666288e+02,5.724716981132075944e+02,7.491214953271028207e+02,8.001698113207546612e+02,1.955283018867924625e+02,4.090943396226414848e+02
1.038114285714285643e+03,7.699629629629629335e+02,5.690566037735849250e+02,7.419065420560747270e+02,8.050754716981132333e+02,1.960188679245283083e+02,4.130566037735849250e+02
1.031523809523809632e+03,7.614074074074073906e+02,5.656792452830188722e+02,7.352149532710280937e+02,8.099056603773584584e+02,1.967924528301886653e+02,4.163396226415094361e+02
1.024742857142857247e+03,7.531666666666666288e+02,5.622830188679245111e+02,7.276635514018691993e+02,8.148113207547170305e+02,1.970754716981132049e+02,4.198490566037735903e+02
1.017638095238095275e+03,7.449074074074073906e+02,5.588490566037735334e+02,7.202803738317757052e+02,8.196415094339622556e+02,1.975471698113207424e+02,4.232264150943396430e+02
1.010190476190476147e+03,7.363148148148147811e+02,5.555283018867924056e+02,7.128037383177570518e+02,8.238867924528301501e+02,1.978490566037735903e+02,4.266415094339622556e+02
1.002476190476190482e+03,7.277037037037036953e+02,5.518679245283018417e+02,7.051214953271028207e+02,8.281320754716981583e+02,1.981698113207547181e+02,4.297547169811320487e+02
9.953142857142856883e+02,7.186481481481481524e+02,5.481132075471698499e+02,6.975514018691588944e+02,8.320000000000000000e+02,1.983584905660377444e+02,4.331886792452830264e+02
9.869904761904762154e+02,7.098333333333333712e+02,5.442075471698112779e+02,6.896635514018691993e+02,8.359811320754716917e+02,1.984905660377358458e+02,4.363584905660377444e+02
9.791619047619047933e+02,7.013703703703703241e+02,5.405660377358490223e+02,6.817383177570093267e+02,8.400754716981132333e+02,1.987924528301886653e+02,4.394716981132075375e+02
9.710857142857142890e+02,6.922962962962963047e+02,5.368113207547170305e+02,6.738504672897196315e+02,8.439245283018867667e+02,1.990566037735848965e+02,4.425471698113207708e+02
9.629333333333332803e+02,6.832777777777778283e+02,5.328113207547170305e+02,6.661308411214953367e+02,8.474339622641509777e+02,1.993396226415094361e+02,4.460377358490566166e+02
9.541142857142857565e+02,6.741666666666666288e+02,5.290943396226415416e+02,6.579252336448597589e+02,8.511320754716981583e+02,1.996415094339622556e+02,4.487735849056603570e+02
9.456000000000000227e+02,6.650925925925926094e+02,5.248867924528301501e+02,6.498317757009345996e+02,8.548113207547170305e+02,1.997924528301886653e+02,4.520377358490566166e+02
9.372952380952381191e+02,6.561851851851852189e+02,5.211132075471698499e+02,6.419252336448597589e+02,8.582641509433962028e+02,1.998679245283018986e+02,4.550188679245283083e+02
9.287619047619048160e+02,6.468518518518518476e+02,5.169245283018867667e+02,6.340560747663550956e+02,8.606792452830188722e+02,2.000754716981132049e+02,4.579056603773585152e+02
9.201904761904761472e+02,6.377407407407407618e+02,5.128490566037735334e+02,6.257943925233645359e+02,8.636226415094339472e+02,2.000377358490566166e+02,4.609811320754716917e+02
9.117142857142856656e+02,6.283518518518518476e+02,5.083962264150943611e+02,6.178878504672896952e+02,8.663962264150943611e+02,2.001698113207547181e+02,4.639622641509433834e+02
9.027999999999999545e+02,6.190555555555555429e+02,5.043584905660377444e+02,6.100000000000000000e+02,8.687924528301887221e+02,2.003396226415094361e+02,4.666981132075471805e+02
8.937904761904761699e+02,6.101666666666666288e+02,5.003018867924528195e+02,6.021682242990654004e+02,8.711320754716981583e+02,2.003773584905660243e+02,4.695094339622641542e+02
8.851047619047618582e+02,6.008333333333333712e+02,4.961320754716981014e+02,5.941308411214953367e+02,8.732452830188678945e+02,2.007169811320754604e+02,4.720566037735849250e+02
8.763238095238094729e+02,5.916296296296296759e+02,4.918113207547169736e+02,5.865046728971963148e+02,8.754339622641509777e+02,2.007547169811320771e+02,4.749433962264150750e+02
8.673904761904761926e+02,5.827592592592592382e+02,4.876792452830188722e+02,5.784672897196261374e+02,8.773207547169811278e+02,2.008301886792452819e+02,4.777547169811320487e+02
8.582666666666666515e+02,5.739259259259259807e+02,4.836226415094339472e+02,5.707663551401868745e+02,8.790566037735849250e+02,2.007547169811320771e+02,4.805471698113207708e+02
8.491809523809523625e+02,5.650925925925926094e+02,4.793207547169811278e+02,5.632149532710280937e+02,8.808490566037735334e+02,2.007924528301886653e+02,4.831320754716981014e+02
8.396952380952380963e+02,5.560370370370370665e+02,4.752830188679245111e+02,5.556822429906542311e+02,8.821886792452829695e+02,2.007924528301886653e+02,4.859056603773585152e+02
8.303999999999999773e+02,5.474444444444444571e+02,4.711320754716981014e+02,5.480373831775700637e+02,8.835283018867924056e+02,2.008679245283018986e+02,4.886415094339622556e+02
8.208190476190476375e+02,5.388333333333333712e+02,4.670566037735849250e+02,5.407476635514018426e+02,8.849811320754716917e+02,2.007358490566037688e+02,4.911509433962264097e+02
8.111809523809523625e+02,5.304444444444444571e+02,4.630000000000000000e+02,5.338317757009345996e+02,8.858490566037735334e+02,2.007924528301886653e+02,4.935471698113207708e+02
8.018476190476189913e+02,5.218888888888889142e+02,4.590377358490566166e+02,5.265794392523364422e+02,8.869433962264150750e+02,2.007169811320754604e+02,4.965283018867924625e+02
7.920571428571428214e+02,5.140740740740740193e+02,4.548867924528302069e+02,5.194766355140186533e+02,8.878867924528301501e+02,2.007169811320754604e+02,4.993962264150943611e+02
7.824952380952380508e+02,5.060555555555555429e+02,4.510943396226414848e+02,5.126542056074766833e+02,8.879056603773584584e+02,2.003584905660377444e+02,5.020000000000000000e+02
7.728571428571428896e+02,4.977407407407407618e+02,4.472075471698113347e+02,5.057009345794392630e+02,8.882264150943395862e+02,2.003773584905660243e+02,5.042075471698113347e+02
7.627428571428571331e+02,4.896481481481481524e+02,4.433962264150943611e+02,4.990654205607476683e+02,8.882641509433962028e+02,2.003773584905660243e+02,5.068301886792452819e+02
7.528761904761904589e+02,4.820185185185185333e+02,4.396603773584905639e+02,4.927476635514018426e+02,8.887547169811321055e+02,2.003773584905660243e+02,5.091698113207547181e+02
7.430095238095237846e+02,4.741666666666666856e+02,4.357924528301886653e+02,4.860747663551401843e+02,8.887358490566037972e+02,2.001698113207547181e+02,5.115849056603773306e+02
7.330095238095237846e+02,4.664259259259259238e+02,4.323018867924528195e+02,4.791588785046728844e+02,8.887735849056604138e+02,2.002075471698113347e+02,5.139811320754716917e+02
7.227428571428571331e+02,4.586851851851851620e+02,4.288490566037735903e+02,4.727289719626168107e+02,8.885849056603773306e+02,2.000188679245283083e+02,5.166226415094339472e+02
7.130285714285714675e+02,4.507222222222222285e+02,4.253584905660377444e+02,4.663551401869158894e+02,8.884716981132075944e+02,1.999056603773584868e+02,5.187547169811321055e+02
7.028190476190476375e+02,4.429814814814814667e+02,4.222075471698113347e+02,4.603738317757009213e+02,8.884150943396226694e+02,1.993207547169811278e+02,5.211698113207546612e+02
6.930095238095237846e+02,4.353888888888889142e+02,4.186037735849056389e+02,4.543738317757009213e+02,8.880377358490566166e+02,1.991886792452830264e+02,5.238301886792453388e+02
6.829714285714285325e+02,4.280925925925926094e+02,4.153584905660377444e+02,4.484859813084112261e+02,8.875849056603773306e+02,1.991132075471698215e+02,5.263584905660377444e+02
6.732000000000000455e+02,4.208703703703703809e+02,4.121698113207547181e+02,4.427476635514018426e+02,8.875094339622640973e+02,1.989056603773584868e+02,5.288490566037735334e+02
6.630476190476190368e+02,4.140925925925926094e+02,4.095471698113207708e+02,4.371401869158878526e+02,8.870566037735849250e+02,1.983018867924528195e+02,5.311698113207546612e+02
6.531428571428571104e+02,4.070925925925926094e+02,4.070188679245283083e+02,4.317196261682242948e+02,8.863962264150943611e+02,1.981320754716981014e+02,5.336226415094339472e+02
6.430857142857142890e+02,4.003518518518518476e+02,4.038867924528302069e+02,4.265046728971962580e+02,8.856603773584905639e+02,1.975849056603773590e+02,5.363396226415094361e+02
6.330857142857142890e+02,3.936111111111110858e+02,4.014716981132075375e+02,4.208224299065420837e+02,8.852075471698112779e+02,1.974528301886792576e+02,5.386415094339622556e+02
6.235809523809523398e+02,3.865370370370370097e+02,3.992264150943396430e+02,4.154953271028037420e+02,8.844339622641509777e+02,1.967547169811320771e+02,5.409622641509433834e+02
6.134476190476190141e+02,3.802592592592592382e+02,3.965094339622641542e+02,4.104485981308411056e+02,8.833962264150943611e+02,1.964150943396226410e+02,5.433207547169811278e+02
6.035619047619047706e+02,3.739074074074073906e+02,3.941886792452830264e+02,4.056822429906542311e+02,8.827924528301887221e+02,1.961132075471698215e+02,5.456792452830188722e+02
5.938666666666666742e+02,3.673148148148148380e+02,3.923962264150943611e+02,4.007289719626168107e+02,8.818301886792453388e+02,1.956415094339622556e+02,5.480188679245283083e+02
5.838857142857142435e+02,3.613888888888889142e+02,3.904905660377358458e+02,3.958691588785046633e+02,8.809433962264150750e+02,1.953396226415094361e+02,5.504528301886792860e+02
5.742285714285713993e+02,3.558703703703703809e+02,3.886037735849056389e+02,3.908785046728971793e+02,8.800754716981132333e+02,1.947547169811320771e+02,5.530377358490566166e+02
5.644952380952380508e+02,3.498703703703703809e+02,3.869056603773585152e+02,3.865607476635514104e+02,8.793773584905660528e+02,1.941698113207547181e+02,5.556037735849056389e+02
5.545142857142857338e+02,3.438148148148148380e+02,3.852075471698113347e+02,3.821121495327103048e+02,8.778679245283018417e+02,1.937924528301886653e+02,5.578490566037735334e+02
5.451809523809523625e+02,3.379444444444444571e+02,3.836415094339622556e+02,3.778130841121495109e+02,8.764716981132075944e+02,1.932264150943396146e+02,5.599811320754716917e+02
5.357142857142856656e+02,3.321111111111110858e+02,3.824716981132075375e+02,3.735887850467289582e+02,8.754150943396226694e+02,1.927358490566037688e+02,5.625283018867924056e+02
5.261714285714285779e+02,3.260925925925926094e+02,3.812452830188679513e+02,3.695327102803738057e+02,8.741509433962264666e+02,1.920754716981132049e+02,5.646792452830188722e+02
5.165714285714285552e+02,3.207592592592592382e+02,3.801132075471697931e+02,3.656635514018691424e+02,8.728490566037735334e+02,1.918113207547169736e+02,5.669433962264150750e+02
5.073333333333333144e+02,3.154814814814814667e+02,3.791886792452830264e+02,3.619439252336448476e+02,8.715283018867924056e+02,1.912641509433962312e+02,5.691132075471698499e+02
4.980571428571428783e+02,3.104444444444444571e+02,3.781509433962264097e+02,3.583177570093457689e+02,8.699622641509433834e+02,1.905471698113207424e+02,5.715849056603773306e+02
4.886857142857143117e+02,3.051296296296296191e+02,3.771886792452830264e+02,3.545981308411214741e+02,8.683584905660377444e+02,1.899433962264151035e+02,5.739811320754716917e+02
4.792190476190476147e+02,3.002777777777777715e+02,3.767169811320754889e+02,3.513457943925233735e+02,8.673773584905660528e+02,1.894150943396226410e+02,5.763207547169811278e+02
4.706666666666666856e+02,2.949629629629629903e+02,3.763584905660377444e+02,3.482056074766355209e+02,8.656037735849056389e+02,1.892075471698113347e+02,5.786226415094339472e+02
4.620190476190476261e+02,2.902222222222222285e+02,3.759056603773585152e+02,3.449532710280373635e+02,8.639811320754716917e+02,1.886226415094339757e+02,5.812264150943395862e+02
4.534476190476190709e+02,2.852222222222222285e+02,3.752641509433962028e+02,3.420000000000000000e+02,8.623396226415094361e+02,1.880000000000000000e+02,5.837547169811321055e+02
4.449904761904762154e+02,2.807592592592592382e+02,3.750000000000000000e+02,3.390654205607476683e+02,8.606226415094339472e+02,1.872830188679245396e+02,5.862830188679245111e+02
4.362095238095238301e+02,2.762407407407407618e+02,3.751320754716981014e+02,3.360186915887850319e+02,8.584339622641509777e+02,1.868113207547169736e+02,5.888679245283018417e+02
4.282095238095238301e+02,2.716481481481481524e+02,3.749433962264150750e+02,3.331028037383177320e+02,8.565471698113207140e+02,1.860754716981132049e+02,5.913207547169811278e+02
4.201333333333333258e+02,2.679814814814814667e+02,3.750566037735849250e+02,3.301495327102803685e+02,8.546226415094339472e+02,1.856603773584905639e+02,5.940943396226415416e+02
4.121333333333333258e+02,2.636481481481481524e+02,3.755283018867924625e+02,3.271775700934579163e+02,8.529622641509433834e+02,1.851509433962264097e+02,5.961509433962264666e+02
4.041714285714285779e+02,2.595000000000000000e+02,3.758490566037735903e+02,3.242056074766355209e+02,8.512264150943395862e+02,1.846603773584905639e+02,5.986415094339622556e+02
3.957333333333333485e+02,2.555740740740740762e+02,3.765471698113207708e+02,3.210841121495327002e+02,8.493207547169811278e+02,1.841132075471698215e+02,6.013962264150943611e+02
3.876000000000000227e+02,2.513148148148148096e+02,3.766603773584905639e+02,3.183738317757009213e+02,8.471698113207546612e+02,1.836792452830188722e+02,6.039811320754716917e+02
3.799619047619047478e+02,2.474444444444444571e+02,3.774150943396226694e+02,3.158504672897196315e+02,8.453584905660377444e+02,1.831132075471698215e+02,6.066603773584905639e+02
3.718476190476190482e+02,2.437037037037036953e+02,3.780943396226414848e+02,3.129532710280373635e+02,8.435660377358490223e+02,1.827735849056603854e+02,6.091698113207546612e+02
3.643809523809524080e+02,2.402037037037036953e+02,3.788867924528302069e+02,3.102803738317757052e+02,8.418867924528301501e+02,1.823962264150943327e+02,6.118679245283018417e+02
3.570666666666666629e+02,2.366111111111111143e+02,3.800188679245283083e+02,3.077196261682242948e+02,8.400000000000000000e+02,1.821698113207547181e+02,6.143207547169811278e+02
3.493333333333333144e+02,2.330000000000000000e+02,3.812075471698113347e+02,3.056074766355140468e+02,8.383773584905660528e+02,1.815471698113207424e+02,6.166226415094339472e+02
3.415428571428571445e+02,2.300555555555555429e+02,3.821509433962264097e+02,3.028598130841121474e+02,8.364150943396226694e+02,1.812452830188679229e+02,6.188679245283018417e+02
3.343238095238095298e+02,2.265740740740740762e+02,3.833207547169811278e+02,3.005233644859812898e+02,8.345660377358490223e+02,1.808301886792452819e+02,6.214528301886792860e+02
3.271047619047619150e+02,2.235370370370370381e+02,3.843207547169811278e+02,2.980186915887850319e+02,8.326981132075471805e+02,1.803018867924528195e+02,6.236603773584905639e+02
3.201142857142856997e+02,2.204814814814814952e+02,3.855849056603773306e+02,2.955887850467289582e+02,8.308301886792453388e+02,1.801698113207547181e+02,6.257169811320754889e+02
3.133523809523809405e+02,2.174259259259259238e+02,3.869811320754716917e+02,2.935327102803738057e+02,8.289245283018867667e+02,1.797169811320754604e+02,6.280188679245283083e+02
3.064952380952381077e+02,2.145185185185185048e+02,3.879056603773585152e+02,2.910467289719626365e+02,8.273207547169811278e+02,1.795283018867924625e+02,6.306226415094339472e+02
3.002857142857142776e+02,2.114629629629629619e+02,3.892264150943396430e+02,2.885420560747663785e+02,8.256792452830188722e+02,1.791509433962264097e+02,6.326603773584905639e+02
2.937714285714285438e+02,2.086851851851851904e+02,3.908113207547169736e+02,2.864859813084112261e+02,8.238679245283018417e+02,1.788490566037735903e+02,6.352830188679245111e+02
2.873904761904761926e+02,2.058148148148148096e+02,3.918679245283018986e+02,2.843364485981308576e+02,8.221698113207546612e+02,1.787547169811320771e+02,6.373584905660377444e+02
2.812952380952381191e+02,2.031296296296296191e+02,3.933018867924528195e+02,2.823925233644859532e+02,8.212075471698112779e+02,1.783962264150943327e+02,6.399056603773584584e+02
2.753142857142856883e+02,2.005370370370370381e+02,3.948301886792452819e+02,2.800186915887850319e+02,8.197547169811321055e+02,1.783962264150943327e+02,6.418490566037735334e+02
