# 'water_0_45.h5', 'cement_0_45.h5', 'Asphalt_0_45.h5', 'Asphaltwet_0_45.h5', 'roadgravel_0_45.h5', 'grass_0_45.h5', 'Roughgravel_0_45.h5'
7.500952380952381304e+01,7.185185185185184764e+01,5.771698113207547465e+01,6.910280373831776046e+01,6.830188679245283367e+01,6.439622641509433265e+01,6.569811320754716633e+01
7.649523809523809348e+01,7.320370370370370949e+01,5.890566037735849392e+01,7.020560747663552092e+01,6.971698113207547465e+01,6.522641509433962881e+01,6.709433962264151319e+01
7.824761904761905384e+01,7.422222222222222854e+01,5.998113207547169878e+01,7.140186915887851171e+01,7.103773584905660243e+01,6.679245283018867951e+01,6.788679245283019270e+01
7.920000000000000284e+01,7.529629629629629051e+01,6.115094339622641684e+01,7.267289719626168676e+01,7.209433962264151319e+01,6.815094339622640973e+01,6.916981132075471805e+01
8.043809523809524364e+01,7.637037037037036669e+01,6.224528301886792292e+01,7.342056074766355778e+01,7.300000000000000000e+01,6.903773584905660243e+01,7.071698113207547465e+01
8.161904761904762040e+01,7.735185185185184764e+01,6.320754716981132049e+01,7.502803738317757620e+01,7.396226415094339757e+01,7.041509433962264097e+01,7.160377358490566735e+01
8.257142857142856940e+01,7.851851851851851904e+01,6.473584905660376876e+01,7.566355140186915662e+01,7.530188679245283367e+01,7.154716981132075659e+01,7.275471698113207708e+01
8.358095238095238244e+01,7.898148148148148096e+01,6.592452830188679513e+01,7.644859813084111977e+01,7.605660377358491075e+01,7.250943396226415416e+01,7.366037735849056389e+01
8.497142857142857508e+01,7.990740740740740478e+01,6.677358490566037119e+01,7.749532710280374204e+01,7.720754716981132049e+01,7.371698113207547465e+01,7.483018867924528195e+01
8.561904761904762040e+01,8.083333333333332860e+01,6.766037735849056389e+01,7.880373831775700921e+01,7.813207547169811562e+01,7.503773584905660243e+01,7.564150943396226978e+01
8.670476190476190936e+01,8.111111111111111427e+01,6.849056603773584584e+01,7.919626168224299079e+01,7.869811320754716633e+01,7.613207547169811562e+01,7.666037735849056389e+01
8.752380952380951840e+01,8.220370370370370949e+01,6.947169811320755173e+01,8.007476635514018426e+01,7.979245283018867951e+01,7.707547169811320487e+01,7.758490566037735903e+01
8.847619047619048160e+01,8.294444444444444287e+01,7.045283018867924341e+01,8.095327102803737773e+01,8.058490566037735903e+01,7.811320754716980730e+01,7.871698113207547465e+01
8.946666666666666856e+01,8.351851851851851904e+01,7.150943396226415416e+01,8.147663551401869597e+01,8.139622641509433265e+01,7.932075471698112779e+01,7.977358490566037119e+01
8.996190476190476204e+01,8.414814814814815236e+01,7.245283018867924341e+01,8.205607476635513819e+01,8.211320754716980730e+01,8.022641509433962881e+01,8.058490566037735903e+01
9.055238095238095752e+01,8.468518518518519045e+01,7.330188679245283367e+01,8.282242990654205528e+01,8.273584905660376876e+01,8.100000000000000000e+01,8.173584905660376876e+01
9.123809523809524080e+01,8.511111111111111427e+01,7.398113207547169168e+01,8.377570093457943301e+01,8.328301886792452535e+01,8.186792452830188438e+01,8.267924528301887221e+01
9.156190476190475636e+01,8.548148148148148096e+01,7.486792452830188438e+01,8.442990654205607370e+01,8.424528301886792292e+01,8.283018867924528195e+01,8.326415094339623124e+01
9.186666666666666003e+01,8.644444444444444287e+01,7.564150943396226978e+01,8.463551401869159463e+01,8.460377358490566735e+01,8.369811320754716633e+01,8.418867924528301216e+01
9.243809523809524364e+01,8.661111111111111427e+01,7.630188679245283367e+01,8.528971962616822111e+01,8.522641509433962881e+01,8.424528301886792292e+01,8.486792452830188438e+01
9.279999999999999716e+01,8.696296296296296191e+01,7.698113207547169168e+01,8.536448598130840537e+01,8.573584905660376876e+01,8.562264150943396146e+01,8.590566037735848681e+01
9.314285714285713880e+01,8.709259259259259522e+01,7.720754716981132049e+01,8.558878504672897236e+01,8.633962264150943611e+01,8.622641509433962881e+01,8.650943396226415416e+01
9.342857142857143060e+01,8.759259259259259522e+01,7.764150943396226978e+01,8.598130841121495394e+01,8.683018867924528195e+01,8.696226415094339757e+01,8.747169811320755173e+01
9.373333333333333428e+01,8.785185185185184764e+01,7.816981132075471805e+01,8.650467289719625796e+01,8.754716981132075659e+01,8.758490566037735903e+01,8.784905660377359027e+01
9.451428571428571956e+01,8.807407407407407618e+01,7.835849056603773022e+01,8.639252336448598157e+01,8.801886792452830832e+01,8.830188679245283367e+01,8.883018867924528195e+01
9.474285714285714732e+01,8.827777777777777146e+01,7.950943396226415416e+01,8.657943925233644222e+01,8.813207547169811562e+01,8.898113207547169168e+01,8.973584905660376876e+01
9.491428571428571104e+01,8.842592592592592382e+01,7.960377358490566735e+01,8.667289719626168676e+01,8.873584905660376876e+01,8.969811320754716633e+01,9.047169811320755173e+01
9.533333333333332860e+01,8.870370370370370949e+01,7.967924528301887221e+01,8.691588785046728560e+01,8.886792452830188438e+01,9.090566037735848681e+01,9.133962264150943611e+01
9.554285714285714448e+01,8.879629629629629051e+01,7.998113207547169168e+01,8.734579439252335931e+01,8.918867924528301216e+01,9.139622641509433265e+01,9.167924528301887221e+01
9.586666666666666003e+01,8.901851851851851904e+01,8.049056603773584584e+01,8.758878504672897236e+01,8.984905660377359027e+01,9.207547169811320487e+01,9.203773584905660243e+01
9.619047619047618980e+01,8.925925925925925242e+01,8.075471698113207708e+01,8.766355140186915662e+01,9.018867924528301216e+01,9.241509433962264097e+01,9.252830188679244827e+01
9.632380952380952976e+01,8.937037037037036669e+01,8.130188679245283367e+01,8.768224299065420269e+01,9.047169811320755173e+01,9.300000000000000000e+01,9.283018867924528195e+01
9.657142857142856940e+01,8.937037037037036669e+01,8.169811320754716633e+01,8.811214953271027639e+01,9.079245283018867951e+01,9.413207547169811562e+01,9.350943396226415416e+01
9.685714285714286120e+01,8.953703703703703809e+01,8.205660377358491075e+01,8.822429906542056699e+01,9.133962264150943611e+01,9.445283018867924341e+01,9.415094339622640973e+01
9.685714285714286120e+01,8.968518518518519045e+01,8.232075471698112779e+01,8.824299065420561305e+01,9.166037735849056389e+01,9.483018867924528195e+01,9.437735849056603854e+01
9.739047619047619264e+01,9.009259259259259522e+01,8.290566037735848681e+01,8.850467289719625796e+01,9.175471698113207708e+01,9.567924528301887221e+01,9.445283018867924341e+01
9.756190476190475636e+01,9.044444444444444287e+01,8.305660377358491075e+01,8.872897196261682495e+01,9.181132075471698784e+01,9.607547169811320487e+01,9.483018867924528195e+01
9.771428571428570820e+01,9.053703703703703809e+01,8.301886792452830832e+01,8.874766355140187102e+01,9.222641509433962881e+01,9.624528301886792292e+01,9.524528301886792292e+01
9.798095238095237391e+01,9.055555555555555713e+01,8.358490566037735903e+01,8.874766355140187102e+01,9.245283018867924341e+01,9.690566037735848681e+01,9.552830188679244827e+01
9.798095238095237391e+01,9.074074074074074758e+01,8.352830188679244827e+01,8.885981308411214741e+01,9.258490566037735903e+01,9.745283018867924341e+01,9.562264150943396146e+01
9.813333333333333997e+01,9.083333333333332860e+01,8.383018867924528195e+01,8.885981308411214741e+01,9.283018867924528195e+01,9.773584905660376876e+01,9.575471698113207708e+01
9.820952380952381588e+01,9.101851851851851904e+01,8.415094339622640973e+01,8.897196261682242380e+01,9.300000000000000000e+01,9.849056603773584584e+01,9.607547169811320487e+01
9.838095238095237960e+01,9.111111111111111427e+01,8.483018867924528195e+01,8.900934579439253014e+01,9.316981132075471805e+01,9.875471698113207708e+01,9.632075471698112779e+01
9.838095238095237960e+01,9.111111111111111427e+01,8.496226415094339757e+01,8.899065420560746986e+01,9.350943396226415416e+01,9.907547169811320487e+01,9.622641509433962881e+01
9.847619047619048160e+01,9.116666666666667140e+01,8.518867924528301216e+01,8.906542056074766833e+01,9.381132075471698784e+01,9.962264150943396146e+01,9.643396226415094930e+01
9.841904761904761756e+01,9.122222222222222854e+01,8.537735849056603854e+01,8.906542056074766833e+01,9.409433962264151319e+01,9.967924528301887221e+01,9.650943396226415416e+01
9.847619047619048160e+01,9.129629629629629051e+01,8.545283018867924341e+01,8.917757009345794472e+01,9.411320754716980730e+01,9.979245283018867951e+01,9.694339622641508925e+01
9.847619047619048160e+01,9.131481481481480955e+01,8.545283018867924341e+01,8.917757009345794472e+01,9.396226415094339757e+01,1.000754716981132049e+02,9.707547169811320487e+01
9.847619047619048160e+01,9.129629629629629051e+01,8.588679245283019270e+01,8.917757009345794472e+01,9.394339622641508925e+01,1.004905660377358458e+02,9.728301886792452535e+01
9.847619047619048160e+01,9.120370370370370949e+01,8.603773584905660243e+01,8.917757009345794472e+01,9.415094339622640973e+01,1.007169811320754746e+02,9.752830188679244827e+01
9.847619047619048160e+01,9.120370370370370949e+01,8.628301886792452535e+01,8.921495327102803685e+01,9.426415094339623124e+01,1.007169811320754746e+02,9.786792452830188438e+01
9.826666666666666572e+01,9.103703703703703809e+01,8.628301886792452535e+01,8.921495327102803685e+01,9.422641509433962881e+01,1.007547169811320771e+02,9.794339622641508925e+01
9.826666666666666572e+01,9.153703703703703809e+01,8.643396226415094930e+01,8.919626168224299079e+01,9.415094339622640973e+01,1.009245283018867951e+02,9.792452830188679513e+01
9.826666666666666572e+01,9.157407407407407618e+01,8.660377358490566735e+01,8.930841121495326718e+01,9.418867924528301216e+01,1.011509433962264097e+02,9.794339622641508925e+01
9.826666666666666572e+01,9.155555555555555713e+01,8.667924528301887221e+01,8.936448598130840537e+01,9.418867924528301216e+01,1.017924528301886795e+02,9.809433962264151319e+01
9.820952380952381588e+01,9.153703703703703809e+01,8.669811320754716633e+01,8.943925233644860384e+01,9.418867924528301216e+01,1.018301886792452819e+02,9.822641509433962881e+01
9.820952380952381588e+01,9.137037037037036669e+01,8.686792452830188438e+01,8.942056074766355778e+01,9.430188679245283367e+01,1.018301886792452819e+02,9.858490566037735903e+01
9.819047619047618980e+01,9.137037037037036669e+01,8.698113207547169168e+01,8.925233644859812898e+01,9.430188679245283367e+01,1.022264150943396288e+02,9.869811320754716633e+01
9.815238095238095184e+01,9.137037037037036669e+01,8.700000000000000000e+01,8.925233644859812898e+01,9.432075471698112779e+01,1.022452830188679229e+02,9.879245283018867951e+01
9.807619047619047592e+01,9.137037037037036669e+01,8.720754716981132049e+01,8.923364485981308292e+01,9.445283018867924341e+01,1.022641509433962312e+02,9.879245283018867951e+01
9.794285714285713595e+01,9.140740740740740478e+01,8.720754716981132049e+01,8.910280373831776046e+01,9.464150943396226978e+01,1.024339622641509493e+02,9.888679245283019270e+01
9.788571428571428612e+01,9.140740740740740478e+01,8.733962264150943611e+01,8.910280373831776046e+01,9.464150943396226978e+01,1.024716981132075517e+02,9.892452830188679513e+01
9.786666666666666003e+01,9.146296296296296191e+01,8.750943396226415416e+01,8.906542056074766833e+01,9.498113207547169168e+01,1.027358490566037688e+02,9.894339622641508925e+01
9.773333333333333428e+01,9.144444444444444287e+01,8.741509433962264097e+01,8.900934579439253014e+01,9.475471698113207708e+01,1.027547169811320771e+02,9.905660377358491075e+01
9.758095238095238244e+01,9.144444444444444287e+01,8.741509433962264097e+01,8.899065420560746986e+01,9.475471698113207708e+01,1.027735849056603712e+02,9.915094339622640973e+01
9.756190476190475636e+01,9.124074074074074758e+01,8.747169811320755173e+01,8.899065420560746986e+01,9.473584905660376876e+01,1.029056603773584868e+02,9.915094339622640973e+01
9.754285714285714448e+01,9.122222222222222854e+01,8.758490566037735903e+01,8.904672897196262227e+01,9.469811320754716633e+01,1.029245283018867951e+02,9.911320754716980730e+01
9.720000000000000284e+01,9.131481481481480955e+01,8.762264150943396146e+01,8.899065420560746986e+01,9.503773584905660243e+01,1.029245283018867951e+02,9.909433962264151319e+01
9.710476190476190084e+01,9.138888888888888573e+01,8.779245283018867951e+01,8.891588785046728560e+01,9.501886792452830832e+01,1.029245283018867951e+02,9.915094339622640973e+01
9.702857142857142492e+01,9.125925925925925242e+01,8.771698113207547465e+01,8.900934579439253014e+01,9.500000000000000000e+01,1.029245283018867951e+02,9.920754716981132049e+01
9.700952380952381304e+01,9.072222222222222854e+01,8.764150943396226978e+01,8.906542056074766833e+01,9.501886792452830832e+01,1.029433962264150892e+02,9.930188679245283367e+01
9.685714285714286120e+01,9.072222222222222854e+01,8.764150943396226978e+01,8.908411214953271440e+01,9.526415094339623124e+01,1.035660377358490507e+02,9.930188679245283367e+01
9.679999999999999716e+01,9.085185185185184764e+01,8.758490566037735903e+01,8.878504672897196315e+01,9.532075471698112779e+01,1.036037735849056673e+02,9.918867924528301216e+01
9.679999999999999716e+01,9.079629629629629051e+01,8.786792452830188438e+01,8.869158878504673282e+01,9.532075471698112779e+01,1.036226415094339615e+02,9.918867924528301216e+01
9.679999999999999716e+01,9.079629629629629051e+01,8.781132075471698784e+01,8.859813084112148829e+01,9.522641509433962881e+01,1.040000000000000000e+02,9.911320754716980730e+01
9.640000000000000568e+01,9.057407407407407618e+01,8.777358490566037119e+01,8.859813084112148829e+01,9.518867924528301216e+01,1.040377358490566024e+02,9.915094339622640973e+01
9.630476190476190368e+01,9.051851851851851904e+01,8.781132075471698784e+01,8.852336448598130403e+01,9.511320754716980730e+01,1.038301886792452819e+02,9.913207547169811562e+01
9.620952380952381588e+01,9.018518518518519045e+01,8.792452830188679513e+01,8.833644859813084338e+01,9.507547169811320487e+01,1.038490566037735903e+02,9.920754716981132049e+01
9.624761904761905384e+01,9.018518518518519045e+01,8.801886792452830832e+01,8.820560747663552092e+01,9.505660377358491075e+01,1.038490566037735903e+02,9.924528301886792292e+01
9.617142857142857792e+01,8.998148148148148096e+01,8.786792452830188438e+01,8.800000000000000000e+01,9.488679245283019270e+01,1.038679245283018844e+02,9.915094339622640973e+01
9.598095238095237391e+01,8.998148148148148096e+01,8.786792452830188438e+01,8.800000000000000000e+01,9.500000000000000000e+01,1.037924528301886795e+02,9.930188679245283367e+01
9.550476190476190652e+01,8.998148148148148096e+01,8.779245283018867951e+01,8.807476635514018426e+01,9.500000000000000000e+01,1.038679245283018844e+02,9.930188679245283367e+01
9.542857142857143060e+01,8.975925925925925242e+01,8.773584905660376876e+01,8.807476635514018426e+01,9.435849056603773022e+01,1.038679245283018844e+02,9.933962264150943611e+01
9.514285714285713880e+01,8.955555555555555713e+01,8.773584905660376876e+01,8.796261682242990787e+01,9.426415094339623124e+01,1.039056603773584868e+02,9.952830188679244827e+01
9.514285714285713880e+01,8.942592592592592382e+01,8.762264150943396146e+01,8.781308411214953935e+01,9.418867924528301216e+01,1.038867924528301927e+02,9.960377358490566735e+01
9.500952380952381304e+01,8.911111111111111427e+01,8.769811320754716633e+01,8.768224299065420269e+01,9.405660377358491075e+01,1.038867924528301927e+02,9.964150943396226978e+01
9.468571428571428328e+01,8.879629629629629051e+01,8.775471698113207708e+01,8.757009345794392630e+01,9.405660377358491075e+01,1.040000000000000000e+02,9.960377358490566735e+01
9.453333333333333144e+01,8.859259259259259522e+01,8.771698113207547465e+01,8.758878504672897236e+01,9.407547169811320487e+01,1.042452830188679229e+02,9.950943396226415416e+01
9.443809523809524364e+01,8.846296296296296191e+01,8.769811320754716633e+01,8.736448598130840537e+01,9.407547169811320487e+01,1.043018867924528337e+02,9.949056603773584584e+01
9.430476190476190368e+01,8.814814814814815236e+01,8.769811320754716633e+01,8.708411214953271440e+01,9.396226415094339757e+01,1.042075471698113205e+02,9.937735849056603854e+01
9.415238095238095184e+01,8.761111111111111427e+01,8.771698113207547465e+01,8.685981308411214741e+01,9.383018867924528195e+01,1.042075471698113205e+02,9.939622641509433265e+01
9.358095238095238244e+01,8.725925925925925242e+01,8.777358490566037119e+01,8.667289719626168676e+01,9.381132075471698784e+01,1.042641509433962312e+02,9.941509433962264097e+01
9.327619047619047876e+01,8.700000000000000000e+01,8.775471698113207708e+01,8.652336448598130403e+01,9.377358490566037119e+01,1.042452830188679229e+02,9.945283018867924341e+01
9.272380952380952124e+01,8.692592592592592382e+01,8.798113207547169168e+01,8.631775700934579731e+01,9.360377358490566735e+01,1.044716981132075517e+02,9.890566037735848681e+01
9.257142857142856940e+01,8.657407407407407618e+01,8.779245283018867951e+01,8.618691588785046065e+01,9.360377358490566735e+01,1.045660377358490507e+02,9.890566037735848681e+01
9.247619047619048160e+01,8.625925925925925242e+01,8.767924528301887221e+01,8.614953271028036852e+01,9.352830188679244827e+01,1.046226415094339615e+02,9.890566037735848681e+01
9.236190476190476772e+01,8.612962962962963331e+01,8.767924528301887221e+01,8.614953271028036852e+01,9.347169811320755173e+01,1.046415094339622698e+02,9.879245283018867951e+01
9.179047619047618412e+01,8.577777777777777146e+01,8.690566037735848681e+01,8.611214953271027639e+01,9.332075471698112779e+01,1.046415094339622698e+02,9.869811320754716633e+01
9.163809523809523228e+01,8.544444444444444287e+01,8.688679245283019270e+01,8.585046728971963148e+01,9.328301886792452535e+01,1.046037735849056673e+02,9.884905660377359027e+01
9.139047619047619264e+01,8.529629629629629051e+01,8.690566037735848681e+01,8.538317757009345144e+01,9.324528301886792292e+01,1.046037735849056673e+02,9.881132075471698784e+01
9.085714285714286120e+01,8.514814814814815236e+01,8.679245283018867951e+01,8.517757009345794472e+01,9.309433962264151319e+01,1.046037735849056673e+02,9.879245283018867951e+01
9.041904761904761756e+01,8.487037037037036669e+01,8.666037735849056389e+01,8.504672897196262227e+01,9.284905660377359027e+01,1.045849056603773590e+02,9.883018867924528195e+01
9.022857142857142776e+01,8.470370370370370949e+01,8.669811320754716633e+01,8.491588785046728560e+01,9.258490566037735903e+01,1.045471698113207566e+02,9.881132075471698784e+01
9.003809523809523796e+01,8.412962962962963331e+01,8.666037735849056389e+01,8.472897196261682495e+01,9.247169811320755173e+01,1.045660377358490507e+02,9.879245283018867951e+01
9.000000000000000000e+01,8.368518518518519045e+01,8.658490566037735903e+01,8.446728971962616583e+01,9.243396226415094930e+01,1.044716981132075517e+02,9.847169811320755173e+01
8.980952380952381020e+01,8.348148148148148096e+01,8.664150943396226978e+01,8.392523364485981574e+01,9.247169811320755173e+01,1.045094339622641542e+02,9.845283018867924341e+01
8.906666666666666288e+01,8.342592592592592382e+01,8.645283018867924341e+01,8.343925233644860384e+01,9.247169811320755173e+01,1.042830188679245254e+02,9.845283018867924341e+01
8.841904761904761756e+01,8.331481481481480955e+01,8.656603773584905070e+01,8.323364485981308292e+01,9.237735849056603854e+01,1.044150943396226410e+02,9.828301886792452535e+01
8.796190476190476204e+01,8.324074074074074758e+01,8.647169811320755173e+01,8.310280373831776046e+01,9.205660377358491075e+01,1.041886792452830122e+02,9.796226415094339757e+01
8.767619047619047024e+01,8.274074074074074758e+01,8.630188679245283367e+01,8.271028037383177889e+01,9.173584905660376876e+01,1.043018867924528337e+02,9.767924528301887221e+01
8.723809523809524080e+01,8.244444444444444287e+01,8.626415094339623124e+01,8.248598130841121190e+01,9.147169811320755173e+01,1.043396226415094361e+02,9.766037735849056389e+01
8.666666666666667140e+01,8.220370370370370949e+01,8.607547169811320487e+01,8.222429906542056699e+01,9.103773584905660243e+01,1.042452830188679229e+02,9.762264150943396146e+01
8.609523809523810201e+01,8.175925925925925242e+01,8.584905660377359027e+01,8.171962616822429482e+01,9.079245283018867951e+01,1.043396226415094361e+02,9.749056603773584584e+01
8.588571428571428612e+01,8.150000000000000000e+01,8.586792452830188438e+01,8.140186915887851171e+01,9.092452830188679513e+01,1.043018867924528337e+02,9.745283018867924341e+01
8.554285714285714448e+01,8.133333333333332860e+01,8.571698113207547465e+01,8.138317757009345144e+01,9.081132075471698784e+01,1.043018867924528337e+02,9.728301886792452535e+01
8.508571428571428896e+01,8.068518518518519045e+01,8.558490566037735903e+01,8.097196261682242380e+01,9.043396226415094930e+01,1.043584905660377302e+02,9.709433962264151319e+01
8.447619047619048160e+01,8.057407407407407618e+01,8.541509433962264097e+01,8.033644859813084338e+01,9.047169811320755173e+01,1.043396226415094361e+02,9.688679245283019270e+01
8.407619047619047592e+01,8.018518518518519045e+01,8.537735849056603854e+01,8.007476635514018426e+01,9.011320754716980730e+01,1.044716981132075517e+02,9.686792452830188438e+01
8.382857142857142208e+01,7.977777777777777146e+01,8.518867924528301216e+01,7.981308411214953935e+01,8.979245283018867951e+01,1.044905660377358458e+02,9.662264150943396146e+01
8.318095238095237676e+01,7.953703703703703809e+01,8.513207547169811562e+01,7.947663551401869597e+01,8.998113207547169168e+01,1.044905660377358458e+02,9.649056603773584584e+01
8.281904761904762324e+01,7.944444444444444287e+01,8.511320754716980730e+01,7.904672897196262227e+01,8.998113207547169168e+01,1.046037735849056673e+02,9.649056603773584584e+01
8.240000000000000568e+01,7.942592592592592382e+01,8.515094339622640973e+01,7.880373831775700921e+01,8.998113207547169168e+01,1.044528301886792434e+02,9.635849056603773022e+01
8.192380952380952408e+01,7.927777777777777146e+01,8.515094339622640973e+01,7.863551401869159463e+01,8.994339622641508925e+01,1.043396226415094361e+02,9.626415094339623124e+01
8.127619047619047876e+01,7.905555555555555713e+01,8.507547169811320487e+01,7.837383177570093551e+01,8.905660377358491075e+01,1.043396226415094361e+02,9.628301886792452535e+01
8.104761904761905100e+01,7.898148148148148096e+01,8.522641509433962881e+01,7.809345794392523032e+01,8.905660377358491075e+01,1.043584905660377302e+02,9.632075471698112779e+01
8.087619047619047308e+01,7.896296296296296191e+01,8.503773584905660243e+01,7.792523364485981574e+01,8.903773584905660243e+01,1.041886792452830122e+02,9.616981132075471805e+01
8.049523809523809348e+01,7.888888888888888573e+01,8.464150943396226978e+01,7.775700934579438695e+01,8.907547169811320487e+01,1.040754716981132049e+02,9.607547169811320487e+01
8.017142857142857792e+01,7.881481481481480955e+01,8.473584905660376876e+01,7.758878504672897236e+01,8.907547169811320487e+01,1.040754716981132049e+02,9.603773584905660243e+01
8.009523809523810201e+01,7.881481481481480955e+01,8.471698113207547465e+01,7.728971962616822111e+01,8.901886792452830832e+01,1.041698113207547181e+02,9.616981132075471805e+01
7.956190476190475636e+01,7.851851851851851904e+01,8.445283018867924341e+01,7.697196261682242380e+01,8.886792452830188438e+01,1.041886792452830122e+02,9.616981132075471805e+01
7.925714285714285268e+01,7.837037037037036669e+01,8.433962264150943611e+01,7.669158878504673282e+01,8.871698113207547465e+01,1.040188679245283083e+02,9.592452830188679513e+01
7.868571428571428328e+01,7.800000000000000000e+01,8.445283018867924341e+01,7.674766355140187102e+01,8.852830188679244827e+01,1.039056603773584868e+02,9.558490566037735903e+01
7.845714285714285552e+01,7.755555555555555713e+01,8.445283018867924341e+01,7.661682242990654856e+01,8.864150943396226978e+01,1.038679245283018844e+02,9.543396226415094930e+01
7.796190476190476204e+01,7.748148148148148096e+01,8.441509433962264097e+01,7.646728971962616583e+01,8.813207547169811562e+01,1.037547169811320771e+02,9.507547169811320487e+01
7.758095238095238244e+01,7.742592592592592382e+01,8.426415094339623124e+01,7.594392523364486181e+01,8.792452830188679513e+01,1.037547169811320771e+02,9.501886792452830832e+01
7.712380952380952692e+01,7.733333333333332860e+01,8.388679245283019270e+01,7.583177570093458542e+01,8.779245283018867951e+01,1.038113207547169878e+02,9.494339622641508925e+01
7.699047619047618696e+01,7.733333333333332860e+01,8.384905660377359027e+01,7.592523364485981574e+01,8.762264150943396146e+01,1.039245283018867951e+02,9.511320754716980730e+01
7.676190476190475920e+01,7.720370370370370949e+01,8.377358490566037119e+01,7.577570093457943301e+01,8.756603773584905070e+01,1.039245283018867951e+02,9.500000000000000000e+01
7.630476190476190368e+01,7.698148148148148096e+01,8.358490566037735903e+01,7.562616822429906449e+01,8.730188679245283367e+01,1.039245283018867951e+02,9.492452830188679513e+01
7.592380952380952408e+01,7.690740740740740478e+01,8.366037735849056389e+01,7.558878504672897236e+01,8.698113207547169168e+01,1.039245283018867951e+02,9.483018867924528195e+01
7.571428571428570820e+01,7.675925925925925242e+01,8.375471698113207708e+01,7.538317757009345144e+01,8.677358490566037119e+01,1.036603773584905639e+02,9.479245283018867951e+01
7.556190476190475636e+01,7.674074074074074758e+01,8.352830188679244827e+01,7.538317757009345144e+01,8.654716981132075659e+01,1.036226415094339615e+02,9.479245283018867951e+01
