# 'RoadGravel_0_0.h5', 'Cement_0_0.h5', 'RoughGravel_0_0.h5', 'Asphalt_0_0.h5', 'Grass_0_0.h5', 'Puddle_0_0.h5', 'AsphaltWet_0_0.h5'
1.889584905660377444e+03,1.913009345794392630e+03,8.887428571428571331e+02,1.742348623853210938e+03,6.490275229357798707e+02,3.934792452830188722e+03,1.932923076923076906e+03
1.881207547169811278e+03,1.890598130841121474e+03,8.926095238095238074e+02,1.740715596330275275e+03,6.411926605504587542e+02,3.905037735849056389e+03,1.922865384615384528e+03
1.872358490566037744e+03,1.867738317757009327e+03,8.968190476190476375e+02,1.738697247706422104e+03,6.340183486238531714e+02,3.874867924528301955e+03,1.912596153846153811e+03
1.862905660377358572e+03,1.844785046728972020e+03,9.006666666666666288e+02,1.736550458715596278e+03,6.264403669724770225e+02,3.843490566037735789e+03,1.901403846153846189e+03
1.853207547169811278e+03,1.821495327102803685e+03,9.046095238095238074e+02,1.733577981651376149e+03,6.189724770642201293e+02,3.811754716981131878e+03,1.890384615384615472e+03
1.843075471698113233e+03,1.798785046728972020e+03,9.079809523809524308e+02,1.730495412844036764e+03,6.113394495412843526e+02,3.779849056603773533e+03,1.878576923076923094e+03
1.832509433962264211e+03,1.775663551401869199e+03,9.115428571428570876e+02,1.727394495412843980e+03,6.042018348623853399e+02,3.746377358490566166e+03,1.866634615384615472e+03
1.821509433962264211e+03,1.752560747663551410e+03,9.147619047619048160e+02,1.723577981651376149e+03,5.969724770642201293e+02,3.712886792452830377e+03,1.854192307692307622e+03
1.810207547169811278e+03,1.729345794392523430e+03,9.179619047619047478e+02,1.719431192660550550e+03,5.894862385321100646e+02,3.678641509433962256e+03,1.841230769230769283e+03
1.798396226415094361e+03,1.706130841121495223e+03,9.208952380952381418e+02,1.715119266055045955e+03,5.820917431192660842e+02,3.643660377358490678e+03,1.828019230769230717e+03
1.786094339622641428e+03,1.682710280373831665e+03,9.238285714285714221e+02,1.710220183486238511e+03,5.750275229357798707e+02,3.608396226415094134e+03,1.814653846153846189e+03
1.773830188679245339e+03,1.659121495327102821e+03,9.264952380952380508e+02,1.705394495412843980e+03,5.677064220183485759e+02,3.572339622641509322e+03,1.800673076923076906e+03
1.761094339622641428e+03,1.635028037383177661e+03,9.284190476190476602e+02,1.700513761467889935e+03,5.608256880733945309e+02,3.535735849056603911e+03,1.786576923076923094e+03
1.747867924528301955e+03,1.611121495327102821e+03,9.310857142857142890e+02,1.695045871559633042e+03,5.538532110091742879e+02,3.498886792452830377e+03,1.771942307692307622e+03
1.734169811320754661e+03,1.586897196261682211e+03,9.333523809523809405e+02,1.689247706422018382e+03,5.467339449541284466e+02,3.461207547169811278e+03,1.756769230769230717e+03
1.720094339622641428e+03,1.562803738317757052e+03,9.350285714285714675e+02,1.683100917431192556e+03,5.401100917431192556e+02,3.423433962264150978e+03,1.742173076923076906e+03
1.706132075471698045e+03,1.538654205607476570e+03,9.364571428571429124e+02,1.676788990825687961e+03,5.335596330275229775e+02,3.385113207547169623e+03,1.726750000000000000e+03
1.691792452830188722e+03,1.514467289719626251e+03,9.381523809523810087e+02,1.669834862385321003e+03,5.268256880733945309e+02,3.346490566037735789e+03,1.710788461538461434e+03
1.677132075471698045e+03,1.490056074766355096e+03,9.392000000000000455e+02,1.662972477064220129e+03,5.202201834862385113e+02,3.307924528301886767e+03,1.694596153846153811e+03
1.662226415094339700e+03,1.465757009345794359e+03,9.399619047619047478e+02,1.655871559633027573e+03,5.139082568807339158e+02,3.268339622641509322e+03,1.678403846153846189e+03
1.646943396226415189e+03,1.441214953271027980e+03,9.410285714285714675e+02,1.648477064220183593e+03,5.075596330275229207e+02,3.228811320754717144e+03,1.661846153846153811e+03
1.631547169811320828e+03,1.417102803738317789e+03,9.418666666666666742e+02,1.640697247706422104e+03,5.013394495412844094e+02,3.188924528301886767e+03,1.645211538461538566e+03
1.615698113207547067e+03,1.392878504672897179e+03,9.424571428571429124e+02,1.632623853211009191e+03,4.955596330275229207e+02,3.148943396226415189e+03,1.628500000000000000e+03
1.599452830188679172e+03,1.368635514018691538e+03,9.424761904761904816e+02,1.624348623853210938e+03,4.897064220183486327e+02,3.108584905660377444e+03,1.611019230769230717e+03
1.583132075471698045e+03,1.344841121495327116e+03,9.425714285714285552e+02,1.616036697247706343e+03,4.840366972477063996e+02,3.068754716981131878e+03,1.593961538461538566e+03
1.566471698113207594e+03,1.320654205607476570e+03,9.427428571428571331e+02,1.607394495412843980e+03,4.783119266055045955e+02,3.028245283018868122e+03,1.577057692307692378e+03
1.549698113207547067e+03,1.296616822429906506e+03,9.425714285714285552e+02,1.598807339449541359e+03,4.728440366972477023e+02,2.987981132075471578e+03,1.559211538461538566e+03
1.533207547169811278e+03,1.272934579439252275e+03,9.421333333333333258e+02,1.589376146788990809e+03,4.676880733944954045e+02,2.947150943396226467e+03,1.541961538461538566e+03
1.516264150943396317e+03,1.249084112149532757e+03,9.417142857142856656e+02,1.580550458715596278e+03,4.624220183486238511e+02,2.906603773584905866e+03,1.524250000000000000e+03
1.499735849056603683e+03,1.225252336448598044e+03,9.410666666666667197e+02,1.571559633027522977e+03,4.571559633027522977e+02,2.865584905660377444e+03,1.506211538461538566e+03
1.482603773584905639e+03,1.201570093457943813e+03,9.400761904761905043e+02,1.561871559633027573e+03,4.519816513761467718e+02,2.824264150943396089e+03,1.488403846153846189e+03
1.465471698113207594e+03,1.178355140186915833e+03,9.387047619047618809e+02,1.552422018348623851e+03,4.469908256880734143e+02,2.782962264150943611e+03,1.470173076923076906e+03
1.448207547169811278e+03,1.155495327102803685e+03,9.374857142857142662e+02,1.542752293577981618e+03,4.422018348623853399e+02,2.741415094339622556e+03,1.452403846153846189e+03
1.430698113207547067e+03,1.132485981308411283e+03,9.359238095238094957e+02,1.532770642201834789e+03,4.373577981651376376e+02,2.700377358490566166e+03,1.434057692307692378e+03
1.413132075471698045e+03,1.109626168224299136e+03,9.346857142857143117e+02,1.522458715596330194e+03,4.329541284403669579e+02,2.658867924528301955e+03,1.415788461538461434e+03
1.395622641509434061e+03,1.087065420560747725e+03,9.327428571428571331e+02,1.512458715596330194e+03,4.286055045871559628e+02,2.617622641509433834e+03,1.397480769230769283e+03
1.378169811320754661e+03,1.064598130841121474e+03,9.306857142857143117e+02,1.502036697247706343e+03,4.245137614678899354e+02,2.576867924528301955e+03,1.379153846153846189e+03
1.360113207547169850e+03,1.042074766355140127e+03,9.288190476190476375e+02,1.491651376146789062e+03,4.203486238532109951e+02,2.535962264150943611e+03,1.360576923076923094e+03
1.342301886792452933e+03,1.020093457943925273e+03,9.266857142857143117e+02,1.481027522935779871e+03,4.159816513761467718e+02,2.495132075471698045e+03,1.342326923076923094e+03
1.324698113207547067e+03,9.978878504672896952e+02,9.244190476190476602e+02,1.470440366972477023e+03,4.122568807339449677e+02,2.454415094339622556e+03,1.323192307692307622e+03
1.306301886792452933e+03,9.761121495327103048e+02,9.219619047619047478e+02,1.459669724770642233e+03,4.085321100917431068e+02,2.413981132075471578e+03,1.304115384615384528e+03
1.288056603773584811e+03,9.550654205607476115e+02,9.198476190476189913e+02,1.448788990825687961e+03,4.052477064220183252e+02,2.373094339622641655e+03,1.285750000000000000e+03
1.269886792452830150e+03,9.337570093457943585e+02,9.172571428571428669e+02,1.437981651376146829e+03,4.014128440366972654e+02,2.332867924528301955e+03,1.266788461538461434e+03
1.251603773584905639e+03,9.130467289719625796e+02,9.142857142857143344e+02,1.426935779816513786e+03,3.975045871559632928e+02,2.292584905660377444e+03,1.247980769230769283e+03
1.232943396226415189e+03,8.920000000000000000e+02,9.113523809523809405e+02,1.415834862385321003e+03,3.942935779816513673e+02,2.252754716981131878e+03,1.229326923076923094e+03
1.214641509433962256e+03,8.715140186915888307e+02,9.082666666666666515e+02,1.404440366972477023e+03,3.910275229357798139e+02,2.213018867924528422e+03,1.210673076923076906e+03
1.196188679245283083e+03,8.512897196261682211e+02,9.051428571428571104e+02,1.393155963302752298e+03,3.882385321100917395e+02,2.173735849056603911e+03,1.191634615384615472e+03
1.177867924528301955e+03,8.313831775700934941e+02,9.023809523809524080e+02,1.381633027522935890e+03,3.855963302752293771e+02,2.134339622641509322e+03,1.172923076923076906e+03
1.159433962264150978e+03,8.114766355140186533e+02,8.988761904761904589e+02,1.370348623853210938e+03,3.826605504587155906e+02,2.095452830188679400e+03,1.154269230769230717e+03
1.141150943396226467e+03,7.919252336448597589e+02,8.958285714285714221e+02,1.359339449541284466e+03,3.800183486238532282e+02,2.057000000000000000e+03,1.135634615384615472e+03
1.123018867924528195e+03,7.728224299065420837e+02,8.921714285714285779e+02,1.347412844036697152e+03,3.778899082568807444e+02,2.018415094339622556e+03,1.117076923076923094e+03
1.104509433962264211e+03,7.537943925233645359e+02,8.891809523809523625e+02,1.336477064220183593e+03,3.747706422018348462e+02,1.980396226415094361e+03,1.098865384615384528e+03
1.086566037735849022e+03,7.352149532710280937e+02,8.851428571428571104e+02,1.325137614678899126e+03,3.724036697247706229e+02,1.942584905660377444e+03,1.080365384615384528e+03
1.068641509433962256e+03,7.168411214953271156e+02,8.816380952380952749e+02,1.313577981651376149e+03,3.704954128440367072e+02,1.905339622641509322e+03,1.062211538461538566e+03
1.050792452830188722e+03,6.983177570093457689e+02,8.780380952380952522e+02,1.301853211009174402e+03,3.679266055045871440e+02,1.868528301886792406e+03,1.043903846153846189e+03
1.032943396226415189e+03,6.806168224299065059e+02,8.739238095238094957e+02,1.290146788990825598e+03,3.653761467889908090e+02,1.832037735849056617e+03,1.025961538461538566e+03
1.015490566037735903e+03,6.630654205607476115e+02,8.700380952380952522e+02,1.278752293577981618e+03,3.635596330275229207e+02,1.795811320754716917e+03,1.008038461538461547e+03
9.982075471698112779e+02,6.457943925233645359e+02,8.666285714285713766e+02,1.266715596330275275e+03,3.616880733944954045e+02,1.759905660377358572e+03,9.897884615384615472e+02
9.807735849056604138e+02,6.287850467289719063e+02,8.631428571428571104e+02,1.255082568807339385e+03,3.598532110091742879e+02,1.724037735849056617e+03,9.723461538461538112e+02
9.634339622641509777e+02,6.121121495327103048e+02,8.586666666666666288e+02,1.243302752293577896e+03,3.584954128440367072e+02,1.689094339622641428e+03,9.551538461538461888e+02
9.462264150943395862e+02,5.956074766355139900e+02,8.546095238095238074e+02,1.231486238532110065e+03,3.568440366972477023e+02,1.654490566037735789e+03,9.376538461538461888e+02
9.293207547169811278e+02,5.796448598130841674e+02,8.507809523809523853e+02,1.219541284403669806e+03,3.553027522935780098e+02,1.620358490566037744e+03,9.204038461538461888e+02
9.128301886792453388e+02,5.638317757009345996e+02,8.467047619047618809e+02,1.207651376146789062e+03,3.540000000000000000e+02,1.586056603773584811e+03,9.030384615384615472e+02
8.965283018867924056e+02,5.482803738317757052e+02,8.430857142857142890e+02,1.195963302752293657e+03,3.523669724770642233e+02,1.552396226415094361e+03,8.858076923076922640e+02
8.801320754716981583e+02,5.330841121495327570e+02,8.394666666666666970e+02,1.183743119266055146e+03,3.514311926605504368e+02,1.519773584905660300e+03,8.687692307692307168e+02
8.638490566037735334e+02,5.184672897196261374e+02,8.355428571428570876e+02,1.171779816513761489e+03,3.495045871559632928e+02,1.486943396226415189e+03,8.521346153846153584e+02
8.478113207547170305e+02,5.039252336448598157e+02,8.317523809523809177e+02,1.159724770642201747e+03,3.485137614678899354e+02,1.454754716981132106e+03,8.354038461538461888e+02
8.318679245283018417e+02,4.899065420560747839e+02,8.280952380952380736e+02,1.147834862385321003e+03,3.471192660550458982e+02,1.422735849056603683e+03,8.194038461538461888e+02
8.161509433962264666e+02,4.758130841121495109e+02,8.236000000000000227e+02,1.136165137614678997e+03,3.458532110091742879e+02,1.391320754716981128e+03,8.036730769230769056e+02
8.005283018867924056e+02,4.620186915887850319e+02,8.200190476190475692e+02,1.123596330275229320e+03,3.445137614678899354e+02,1.360547169811320828e+03,7.878076923076922640e+02
7.856792452830188722e+02,4.486542056074766265e+02,8.161904761904761472e+02,1.111834862385321003e+03,3.437247706422018609e+02,1.330188679245283083e+03,7.718653846153846416e+02
7.706603773584905639e+02,4.358317757009345996e+02,8.127619047619048160e+02,1.100000000000000000e+03,3.432110091743119256e+02,1.300320754716981128e+03,7.562692307692307168e+02
7.560943396226415416e+02,4.229906542056074841e+02,8.093904761904761926e+02,1.087871559633027573e+03,3.420733944954128560e+02,1.270490566037735789e+03,7.412500000000000000e+02
7.416792452830188722e+02,4.107663551401869313e+02,8.056952380952380963e+02,1.075834862385321003e+03,3.409724770642201861e+02,1.241584905660377444e+03,7.258653846153846416e+02
7.274528301886792860e+02,3.987663551401869313e+02,8.016190476190475920e+02,1.063798165137614660e+03,3.406238532110091910e+02,1.213113207547169850e+03,7.110576923076922640e+02
7.135094339622640973e+02,3.873271028037383417e+02,7.980761904761905043e+02,1.051908256880733916e+03,3.402201834862385113e+02,1.184981132075471805e+03,6.963846153846153584e+02
6.999245283018867667e+02,3.758130841121495109e+02,7.943619047619047251e+02,1.039908256880733916e+03,3.395412844036697493e+02,1.157075471698113233e+03,6.818076923076922640e+02
6.859245283018867667e+02,3.646168224299065628e+02,7.907999999999999545e+02,1.028128440366972427e+03,3.389724770642201861e+02,1.129811320754716917e+03,6.677692307692307168e+02
6.725660377358490223e+02,3.534205607476635578e+02,7.874285714285714448e+02,1.016036697247706456e+03,3.384587155963302507e+02,1.103245283018867894e+03,6.537307692307692832e+02
6.595849056603773306e+02,3.428411214953271156e+02,7.843428571428571558e+02,1.004146788990825712e+03,3.377431192660550323e+02,1.076811320754716917e+03,6.394230769230769056e+02
6.466226415094339472e+02,3.326542056074766265e+02,7.806285714285713766e+02,9.920733944954127992e+02,3.373394495412844094e+02,1.051037735849056617e+03,6.259807692307692832e+02
6.339245283018867667e+02,3.226355140186915946e+02,7.779809523809524308e+02,9.800183486238531714e+02,3.371009174311926699e+02,1.025113207547169850e+03,6.121923076923077360e+02
6.216603773584905639e+02,3.128037383177569950e+02,7.746857142857143117e+02,9.682018348623853399e+02,3.367889908256880744e+02,1.000188679245282970e+03,5.993076923076922640e+02
6.097924528301887221e+02,3.032710280373831893e+02,7.712380952380951840e+02,9.562385321100917963e+02,3.362752293577981391e+02,9.756415094339622556e+02,5.860961538461538112e+02
5.980754716981132333e+02,2.943738317757009213e+02,7.684380952380952294e+02,9.444036697247706797e+02,3.362568807339449677e+02,9.517547169811321055e+02,5.736538461538461888e+02
5.864716981132075944e+02,2.851775700934579163e+02,7.655809523809523398e+02,9.324587155963303076e+02,3.359816513761467718e+02,9.279245283018867667e+02,5.612500000000000000e+02
5.753018867924528195e+02,2.769158878504672998e+02,7.624761904761904816e+02,9.208990825688073301e+02,3.357247706422018609e+02,9.049622641509433834e+02,5.490769230769230944e+02
5.638490566037735334e+02,2.686915887850467470e+02,7.598857142857142435e+02,9.093577981651376376e+02,3.355229357798165211e+02,8.819622641509433834e+02,5.370000000000000000e+02
5.530377358490566166e+02,2.603177570093457689e+02,7.570095238095237846e+02,8.977798165137614887e+02,3.354678899082568932e+02,8.599811320754716917e+02,5.247307692307692832e+02
5.423773584905660528e+02,2.529345794392523317e+02,7.544380952380952294e+02,8.859266055045872008e+02,3.351376146788990695e+02,8.380943396226415416e+02,5.131730769230769056e+02
5.320754716981132333e+02,2.456074766355140184e+02,7.519238095238094957e+02,8.742935779816514241e+02,3.349908256880734143e+02,8.165660377358490223e+02,5.013846153846153584e+02
5.218301886792453388e+02,2.385233644859813182e+02,7.495428571428570876e+02,8.624954128440366503e+02,3.348623853211009305e+02,7.956792452830188722e+02,4.903269230769230944e+02
5.121509433962264666e+02,2.316635514018691708e+02,7.469333333333332803e+02,8.506788990825688188e+02,3.348073394495413027e+02,7.749056603773584584e+02,4.797884615384615472e+02
5.022830188679245111e+02,2.248598130841121474e+02,7.446285714285713766e+02,8.392477064220183820e+02,3.346972477064219902e+02,7.544905660377359027e+02,4.691153846153846416e+02
4.927924528301886653e+02,2.182242990654205528e+02,7.424190476190476602e+02,8.279082568807339158e+02,3.344220183486238511e+02,7.348679245283018417e+02,4.581538461538461320e+02
4.834339622641509209e+02,2.118130841121495394e+02,7.397142857142856656e+02,8.166422018348623624e+02,3.342935779816513673e+02,7.157924528301887221e+02,4.481153846153846416e+02
4.742264150943396430e+02,2.057196261682242948e+02,7.376571428571428442e+02,8.056513761467889481e+02,3.340733944954128560e+02,6.968490566037735334e+02,4.378846153846153584e+02
4.655849056603773306e+02,2.002990654205607370e+02,7.356190476190475920e+02,7.946605504587156474e+02,3.338532110091742879e+02,6.782641509433962028e+02,4.280769230769230944e+02
4.574905660377358458e+02,1.950467289719626081e+02,7.331428571428571104e+02,7.839266055045872008e+02,3.340183486238532282e+02,6.599811320754716917e+02,4.186153846153846416e+02
4.495471698113207708e+02,1.899626168224299079e+02,7.312761904761904361e+02,7.731192660550458413e+02,3.337798165137614887e+02,6.425849056603773306e+02,4.095961538461538680e+02
4.414339622641509209e+02,1.849906542056074841e+02,7.291428571428571104e+02,7.625688073394495632e+02,3.336697247706421763e+02,6.256981132075471805e+02,4.000961538461538680e+02
4.340566037735849250e+02,1.803177570093457973e+02,7.275238095238095184e+02,7.515779816513761489e+02,3.337247706422018609e+02,6.087169811320754889e+02,3.909807692307692264e+02
4.262452830188679513e+02,1.756635514018691708e+02,7.256761904761905271e+02,7.406788990825688188e+02,3.333944954128440372e+02,5.921698113207546612e+02,3.822884615384615472e+02
4.189245283018867667e+02,1.713271028037383132e+02,7.241523809523810087e+02,7.302752293577981391e+02,3.332660550458715534e+02,5.760754716981132333e+02,3.738653846153846416e+02
4.117735849056603570e+02,1.671588785046728844e+02,7.224380952380952294e+02,7.196146788990826053e+02,3.332477064220183252e+02,5.603018867924528195e+02,3.652115384615384528e+02
4.045283018867924625e+02,1.632523364485981290e+02,7.207999999999999545e+02,7.088990825688073301e+02,3.327889908256880744e+02,5.452641509433962028e+02,3.572884615384615472e+02
3.976226415094339472e+02,1.596822429906542027e+02,7.191809523809523625e+02,6.985688073394495632e+02,3.328440366972477023e+02,5.303962264150943611e+02,3.492115384615384528e+02
3.909622641509433834e+02,1.566542056074766265e+02,7.177523809523809177e+02,6.883853211009173947e+02,3.328623853211009305e+02,5.158113207547170305e+02,3.412115384615384528e+02
3.844905660377358458e+02,1.536448598130841106e+02,7.159047619047619264e+02,6.778165137614679452e+02,3.327889908256880744e+02,5.013584905660377444e+02,3.339423076923076792e+02
3.789245283018867667e+02,1.502429906542056131e+02,7.144952380952380508e+02,6.678348623853211166e+02,3.325504587155963350e+02,4.876415094339622556e+02,3.266538461538461320e+02
3.728679245283018986e+02,1.471962616822429766e+02,7.136761904761905271e+02,6.576880733944954045e+02,3.322752293577981391e+02,4.742641509433962028e+02,3.190961538461538680e+02
3.672075471698113347e+02,1.445233644859813182e+02,7.128190476190476375e+02,6.481834862385320548e+02,3.321284403669724838e+02,4.610566037735849250e+02,3.124423076923076792e+02
3.618490566037735903e+02,1.422242990654205528e+02,7.115047619047619492e+02,6.382568807339449677e+02,3.317247706422018609e+02,4.484716981132075375e+02,3.054807692307692264e+02
3.565471698113207708e+02,1.399065420560747555e+02,7.103047619047619037e+02,6.283853211009173947e+02,3.315596330275229207e+02,4.361132075471697931e+02,2.991730769230769056e+02
3.512452830188679513e+02,1.381121495327102764e+02,7.092571428571428669e+02,6.189724770642201293e+02,3.311559633027522977e+02,4.240566037735849250e+02,2.929807692307692264e+02
3.460188679245283083e+02,1.362242990654205528e+02,7.082095238095238301e+02,6.093944954128439804e+02,3.314128440366972654e+02,4.119056603773585152e+02,2.869230769230769056e+02
3.408679245283018986e+02,1.349719626168224238e+02,7.078476190476189913e+02,6.002201834862385113e+02,3.306972477064219902e+02,4.007358490566037972e+02,2.811346153846153584e+02
3.358301886792452819e+02,1.333644859813084054e+02,7.074095238095237619e+02,5.911376146788991264e+02,3.306422018348623624e+02,3.898490566037735903e+02,2.753461538461538680e+02
3.313396226415094361e+02,1.318878504672897236e+02,7.066476190476190595e+02,5.819816513761468286e+02,3.303669724770642233e+02,3.787547169811320487e+02,2.697115384615384528e+02
3.270754716981132333e+02,1.306168224299065344e+02,7.055428571428570876e+02,5.724403669724770225e+02,3.299816513761467718e+02,3.678679245283018986e+02,2.644038461538461320e+02
3.228490566037735903e+02,1.295700934579439263e+02,7.049333333333332803e+02,5.631743119266054691e+02,3.293211009174311812e+02,3.577924528301886653e+02,2.591923076923076792e+02
3.188113207547169736e+02,1.285794392523364422e+02,7.046857142857143117e+02,5.547522935779816180e+02,3.289541284403669579e+02,3.477547169811320487e+02,2.541153846153846132e+02
3.147735849056603570e+02,1.280186915887850603e+02,7.042476190476190823e+02,5.458348623853211166e+02,3.286788990825688188e+02,3.379622641509433834e+02,2.495576923076923208e+02
3.109245283018867667e+02,1.270280373831775762e+02,7.034666666666666970e+02,5.371926605504587542e+02,3.289908256880734143e+02,3.287169811320754889e+02,2.447500000000000000e+02
3.072264150943396430e+02,1.260186915887850461e+02,7.023999999999999773e+02,5.284954128440366503e+02,3.285871559633027346e+02,3.200000000000000000e+02,2.403461538461538396e+02
3.036981132075471805e+02,1.256074766355140184e+02,7.021904761904761472e+02,5.202935779816514241e+02,3.280550458715596278e+02,3.112264150943396430e+02,2.361923076923076792e+02
3.005660377358490791e+02,1.256635514018691566e+02,7.016190476190475920e+02,5.120183486238531714e+02,3.273944954128440372e+02,3.027735849056603570e+02,2.321346153846153868e+02
2.973584905660377444e+02,1.254018691588785117e+02,7.009523809523809632e+02,5.036146788990825485e+02,3.269357798165137865e+02,2.946981132075471805e+02,2.285576923076923208e+02
2.939056603773585152e+02,1.252149532710280369e+02,7.004380952380952294e+02,4.958715596330275162e+02,3.264403669724770793e+02,2.869622641509433834e+02,2.248846153846153868e+02
2.910188679245283083e+02,1.253457943925233593e+02,7.001904761904761472e+02,4.880183486238532282e+02,3.260183486238532282e+02,2.795660377358490791e+02,2.216153846153846132e+02
2.880754716981132333e+02,1.256448598130841106e+02,6.994285714285714448e+02,4.802385321100917395e+02,3.255779816513761489e+02,2.719811320754716917e+02,2.183269230769230660e+02
2.849622641509433834e+02,1.260186915887850461e+02,6.988190476190476375e+02,4.726238532110091910e+02,3.249541284403669579e+02,2.646037735849056389e+02,2.151730769230769340e+02
2.825849056603773306e+02,1.261869158878504606e+02,6.983809523809524080e+02,4.646238532110091910e+02,3.244403669724770793e+02,2.572641509433962028e+02,2.121923076923076792e+02
2.801509433962264097e+02,1.266355140186915946e+02,6.976571428571428442e+02,4.575229357798165211e+02,3.235779816513761489e+02,2.504716981132075375e+02,2.091923076923076792e+02
2.780000000000000000e+02,1.271962616822429908e+02,6.973904761904761926e+02,4.503119266055045955e+02,3.232844036697247816e+02,2.442075471698113347e+02,2.065576923076923208e+02
2.757547169811320487e+02,1.277943925233644791e+02,6.970095238095237846e+02,4.431559633027522977e+02,3.223853211009174515e+02,2.380943396226415132e+02,2.037307692307692264e+02
2.735283018867924625e+02,1.283925233644859816e+02,6.968190476190476375e+02,4.361284403669724838e+02,3.222018348623853399e+02,2.321509433962264097e+02,2.012692307692307736e+02
2.715849056603773306e+02,1.291401869158878526e+02,6.963809523809524080e+02,4.295963302752293771e+02,3.215229357798165211e+02,2.263207547169811278e+02,1.994230769230769340e+02
2.700754716981132333e+02,1.298317757009345712e+02,6.959619047619047478e+02,4.228256880733944740e+02,3.209174311926605583e+02,2.209811320754716917e+02,1.975192307692307736e+02
2.684716981132075375e+02,1.305046728971962580e+02,6.956761904761905271e+02,4.161651376146788834e+02,3.203302752293578237e+02,2.158113207547169736e+02,1.957307692307692264e+02
2.669056603773585152e+02,1.311962616822429766e+02,6.950476190476190368e+02,4.098532110091742879e+02,3.197247706422018609e+02,2.102075471698113347e+02,1.940961538461538396e+02
2.652641509433962028e+02,1.319813084112149397e+02,6.944952380952380508e+02,4.036146788990825485e+02,3.189908256880734143e+02,2.052264150943396146e+02,1.929807692307692264e+02
2.636603773584905639e+02,1.326915887850467186e+02,6.939238095238094957e+02,3.973577981651376376e+02,3.183119266055045955e+02,2.004339622641509493e+02,1.913653846153846132e+02
2.623584905660377444e+02,1.337943925233644791e+02,6.934476190476190141e+02,3.912844036697247816e+02,3.176513761467890049e+02,1.963018867924528195e+02,1.900192307692307736e+02
2.609056603773585152e+02,1.345233644859813182e+02,6.925333333333333030e+02,3.853027522935780098e+02,3.173211009174311812e+02,1.921132075471698215e+02,1.891923076923076792e+02
2.598679245283018986e+02,1.352523364485981290e+02,6.918666666666666742e+02,3.790458715596330421e+02,3.167706422018348462e+02,1.879811320754716917e+02,1.879807692307692264e+02
2.586226415094339472e+02,1.361682242990654288e+02,6.915428571428570876e+02,3.739082568807339726e+02,3.163119266055045955e+02,1.840377358490566166e+02,1.868653846153846132e+02
2.577358490566037972e+02,1.371962616822429766e+02,6.909333333333332803e+02,3.683853211009174515e+02,3.156697247706421763e+02,1.802830188679245396e+02,1.861538461538461604e+02
2.569433962264150750e+02,1.380373831775700921e+02,6.904571428571429124e+02,3.634678899082568932e+02,3.155229357798165211e+02,1.770188679245283083e+02,1.854807692307692264e+02
2.562075471698113347e+02,1.391401869158878526e+02,6.897333333333333485e+02,3.581651376146788834e+02,3.147706422018348462e+02,1.732830188679245396e+02,1.852884615384615472e+02
2.551698113207547181e+02,1.401121495327102764e+02,6.887428571428571331e+02,3.530642201834862135e+02,3.143486238532109951e+02,1.703018867924528195e+02,1.846923076923076792e+02
2.545471698113207424e+02,1.410841121495327002e+02,6.881714285714285779e+02,3.479633027522936004e+02,3.136330275229357767e+02,1.672830188679245396e+02,1.844807692307692264e+02
2.541698113207547181e+02,1.422056074766355209e+02,6.880380952380952522e+02,3.433761467889908090e+02,3.129174311926605583e+02,1.645849056603773590e+02,1.844807692307692264e+02
2.542641509433962312e+02,1.431401869158878526e+02,6.873714285714286234e+02,3.387522935779816748e+02,3.124770642201834789e+02,1.620943396226415132e+02,1.845384615384615472e+02
2.539245283018867951e+02,1.446728971962616868e+02,6.866285714285713766e+02,3.341284403669724838e+02,3.118532110091742879e+02,1.592075471698113347e+02,1.841730769230769340e+02
2.537547169811320771e+02,1.458130841121495394e+02,6.854666666666666970e+02,3.296146788990825485e+02,3.114678899082568932e+02,1.569433962264151035e+02,1.842692307692307736e+02
2.536415094339622556e+02,1.467476635514018710e+02,6.848380952380952067e+02,3.248990825688073301e+02,3.111743119266055260e+02,1.548301886792452819e+02,1.845384615384615472e+02
2.536981132075471805e+02,1.481121495327102764e+02,6.840000000000000000e+02,3.206605504587155906e+02,3.109357798165137865e+02,1.526981132075471805e+02,1.847500000000000000e+02
2.536792452830188722e+02,1.492897196261682211e+02,6.829714285714285325e+02,3.164587155963302507e+02,3.106788990825688188e+02,1.507547169811320771e+02,1.848269230769230660e+02
2.537169811320754604e+02,1.505607476635514104e+02,6.819428571428571786e+02,3.129724770642201861e+02,3.105504587155963350e+02,1.491132075471698215e+02,1.851538461538461604e+02
2.540943396226415132e+02,1.519813084112149397e+02,6.813333333333333712e+02,3.093027522935780098e+02,3.104036697247706229e+02,1.472641509433962312e+02,1.856153846153846132e+02
2.542075471698113347e+02,1.533457943925233735e+02,6.800571428571428214e+02,3.057614678899082605e+02,3.103119266055045955e+02,1.458867924528301785e+02,1.864230769230769340e+02
2.546981132075471805e+02,1.550841121495327002e+02,6.790095238095237846e+02,3.027155963302752184e+02,3.102201834862385113e+02,1.441698113207547181e+02,1.871923076923076792e+02
2.549245283018867951e+02,1.564672897196261658e+02,6.782285714285713993e+02,2.993211009174311812e+02,3.100917431192660274e+02,1.427358490566037688e+02,1.877500000000000000e+02
2.551132075471698215e+02,1.580186915887850603e+02,6.771238095238095411e+02,2.961834862385321117e+02,3.102568807339449677e+02,1.417924528301886653e+02,1.884423076923076792e+02
