# 'RoadGravel_0_0.h5', 'Cement_0_0.h5', 'RoughGravel_0_0.h5', 'Asphalt_0_0.h5', 'Grass_0_0.h5', 'Puddle_0_0.h5', 'AsphaltWet_0_0.h5'
1.603396226415094361e+02,1.067850467289719631e+02,4.060190476190476261e+02,1.996697247706422047e+02,2.077614678899082605e+02,1.600377358490566166e+02,1.858846153846153868e+02
1.583773584905660243e+02,1.058504672897196315e+02,4.044571428571428555e+02,1.980733944954128560e+02,2.055229357798165211e+02,1.596603773584905639e+02,1.844423076923076792e+02
1.566226415094339757e+02,1.053457943925233593e+02,4.028000000000000114e+02,1.964954128440367072e+02,2.032293577981651254e+02,1.593773584905660243e+02,1.828269230769230660e+02
1.549433962264151035e+02,1.046915887850467328e+02,4.014476190476190709e+02,1.951559633027522977e+02,2.013577981651376092e+02,1.591509433962264097e+02,1.811730769230769340e+02
1.530754716981132049e+02,1.041869158878504606e+02,3.997904761904761699e+02,1.934495412844036650e+02,1.991743119266054975e+02,1.586981132075471805e+02,1.800384615384615472e+02
1.510754716981132049e+02,1.034579439252336499e+02,3.982476190476190254e+02,1.920733944954128560e+02,1.971559633027522977e+02,1.584716981132075375e+02,1.781153846153846132e+02
1.492641509433962312e+02,1.028037383177570092e+02,3.969523809523809632e+02,1.903302752293577953e+02,1.951009174311926699e+02,1.583396226415094361e+02,1.767500000000000000e+02
1.473962264150943327e+02,1.022616822429906591e+02,3.954857142857142662e+02,1.887155963302752184e+02,1.931009174311926699e+02,1.581698113207547181e+02,1.749423076923076792e+02
1.453962264150943327e+02,1.016635514018691566e+02,3.941333333333333258e+02,1.868990825688073301e+02,1.911559633027522977e+02,1.580188679245283083e+02,1.735576923076923208e+02
1.436981132075471805e+02,1.007476635514018710e+02,3.926476190476190595e+02,1.852293577981651254e+02,1.890458715596330137e+02,1.577547169811320771e+02,1.721153846153846132e+02
1.418867924528301785e+02,1.004672897196261658e+02,3.911809523809523625e+02,1.836330275229357767e+02,1.869908256880733859e+02,1.576981132075471805e+02,1.705576923076923208e+02
1.400943396226415132e+02,9.973831775700934088e+01,3.893714285714285666e+02,1.820917431192660558e+02,1.847889908256880744e+02,1.574528301886792576e+02,1.691153846153846132e+02
1.380943396226415132e+02,9.951401869158878810e+01,3.878857142857143003e+02,1.806605504587155906e+02,1.829357798165137581e+02,1.573396226415094361e+02,1.677115384615384528e+02
1.363584905660377444e+02,9.912149532710280653e+01,3.867428571428571331e+02,1.790275229357798139e+02,1.808990825688073301e+02,1.572641509433962312e+02,1.663653846153846132e+02
1.343962264150943327e+02,9.876635514018691708e+01,3.854666666666666401e+02,1.771376146788990695e+02,1.788990825688073301e+02,1.570943396226415132e+02,1.647884615384615472e+02
1.326981132075471805e+02,9.835514018691588944e+01,3.840761904761905043e+02,1.756330275229357767e+02,1.768807339449541303e+02,1.568867924528301785e+02,1.632692307692307736e+02
1.312830188679245396e+02,9.796261682242990787e+01,3.827809523809523853e+02,1.739633027522935720e+02,1.748623853211009305e+02,1.567547169811320771e+02,1.619615384615384528e+02
1.296226415094339757e+02,9.758878504672897236e+01,3.812952380952381191e+02,1.720183486238531998e+02,1.728623853211009305e+02,1.566603773584905639e+02,1.605000000000000000e+02
1.281698113207547181e+02,9.742056074766355778e+01,3.797523809523809746e+02,1.705504587155963350e+02,1.709908256880733859e+02,1.563396226415094361e+02,1.592115384615384528e+02
1.270377358490566024e+02,9.676635514018691708e+01,3.784952380952381077e+02,1.687339449541284466e+02,1.690642201834862419e+02,1.560754716981132049e+02,1.576538461538461604e+02
1.254339622641509493e+02,9.667289719626168676e+01,3.766666666666666856e+02,1.669357798165137581e+02,1.671192660550458697e+02,1.559056603773584868e+02,1.563269230769230660e+02
1.244528301886792434e+02,9.637383177570093551e+01,3.756000000000000227e+02,1.654311926605504652e+02,1.652660550458715534e+02,1.556981132075471805e+02,1.550576923076923208e+02
1.233962264150943327e+02,9.605607476635513819e+01,3.742666666666666515e+02,1.638532110091743164e+02,1.635229357798165211e+02,1.555660377358490507e+02,1.538461538461538396e+02
1.224716981132075517e+02,9.579439252336447908e+01,3.728000000000000114e+02,1.620917431192660558e+02,1.616513761467890049e+02,1.553584905660377444e+02,1.520961538461538396e+02
1.213396226415094361e+02,9.570093457943924875e+01,3.714476190476190709e+02,1.602752293577981675e+02,1.599816513761468002e+02,1.553773584905660243e+02,1.507884615384615472e+02
1.205283018867924483e+02,9.570093457943924875e+01,3.704190476190476033e+02,1.586605504587155906e+02,1.580733944954128560e+02,1.553584905660377444e+02,1.495384615384615472e+02
1.195094339622641542e+02,9.525233644859812898e+01,3.688761904761904589e+02,1.570825688073394417e+02,1.562385321100917395e+02,1.553018867924528195e+02,1.487115384615384528e+02
1.190566037735849108e+02,9.525233644859812898e+01,3.674285714285714448e+02,1.558715596330275162e+02,1.546788990825688188e+02,1.553207547169811278e+02,1.472115384615384528e+02
1.186603773584905639e+02,9.519626168224299079e+01,3.659809523809523739e+02,1.542752293577981675e+02,1.529174311926605583e+02,1.554150943396226410e+02,1.462884615384615472e+02
1.181320754716981156e+02,9.497196261682242380e+01,3.646666666666666856e+02,1.527339449541284466e+02,1.511926605504587258e+02,1.555849056603773590e+02,1.448076923076923208e+02
1.177735849056603712e+02,9.489719626168223954e+01,3.631619047619047365e+02,1.510825688073394417e+02,1.496146788990825769e+02,1.555094339622641542e+02,1.433653846153846132e+02
1.166981132075471663e+02,9.480373831775700921e+01,3.619428571428571217e+02,1.492660550458715534e+02,1.478348623853210881e+02,1.554528301886792576e+02,1.423269230769230660e+02
1.163773584905660385e+02,9.467289719626168676e+01,3.604761904761904816e+02,1.479816513761468002e+02,1.462752293577981675e+02,1.553584905660377444e+02,1.413076923076923208e+02
1.157924528301886795e+02,9.467289719626168676e+01,3.591238095238095411e+02,1.464036697247706513e+02,1.443669724770642233e+02,1.553962264150943327e+02,1.400769230769230660e+02
1.151509433962264097e+02,9.442990654205607370e+01,3.582095238095238301e+02,1.454128440366972370e+02,1.428256880733945025e+02,1.554716981132075375e+02,1.390576923076923208e+02
1.148301886792452819e+02,9.433644859813084338e+01,3.566285714285714334e+02,1.440550458715596278e+02,1.414311926605504652e+02,1.553018867924528195e+02,1.382115384615384528e+02
1.142075471698113205e+02,9.431775700934579731e+01,3.551047619047619150e+02,1.425688073394495348e+02,1.401834862385321117e+02,1.553584905660377444e+02,1.369423076923076792e+02
1.140188679245283083e+02,9.431775700934579731e+01,3.536761904761904702e+02,1.415229357798165211e+02,1.383853211009174231e+02,1.552075471698113347e+02,1.358461538461538396e+02
1.137735849056603712e+02,9.437383177570093551e+01,3.523619047619047819e+02,1.402018348623853115e+02,1.371743119266054975e+02,1.552264150943396146e+02,1.347884615384615472e+02
1.135283018867924483e+02,9.429906542056075125e+01,3.510666666666666629e+02,1.389908256880733859e+02,1.357431192660550323e+02,1.552075471698113347e+02,1.335384615384615472e+02
1.134339622641509493e+02,9.429906542056075125e+01,3.495809523809523967e+02,1.379816513761468002e+02,1.343302752293577953e+02,1.551698113207547181e+02,1.323269230769230660e+02
1.131320754716981156e+02,9.414953271028036852e+01,3.483428571428571558e+02,1.370275229357798139e+02,1.330458715596330137e+02,1.551132075471698215e+02,1.312692307692307736e+02
1.129245283018867951e+02,9.416822429906541458e+01,3.470285714285714107e+02,1.356697247706422047e+02,1.317614678899082605e+02,1.550566037735848965e+02,1.304230769230769340e+02
1.128679245283018844e+02,9.416822429906541458e+01,3.456000000000000227e+02,1.349908256880733859e+02,1.300917431192660558e+02,1.549056603773584868e+02,1.295192307692307736e+02
1.127358490566037688e+02,9.431775700934579731e+01,3.438476190476190482e+02,1.338348623853210881e+02,1.288440366972477023e+02,1.549245283018867951e+02,1.280769230769230660e+02
1.126415094339622698e+02,9.439252336448598157e+01,3.427428571428571331e+02,1.325321100917431068e+02,1.275412844036697209e+02,1.549245283018867951e+02,1.273076923076923066e+02
1.125660377358490507e+02,9.450467289719625796e+01,3.413523809523809405e+02,1.316146788990825769e+02,1.261834862385321117e+02,1.548679245283018986e+02,1.265576923076923066e+02
1.125849056603773590e+02,9.450467289719625796e+01,3.398095238095237960e+02,1.302935779816513673e+02,1.250091743119265999e+02,1.548679245283018986e+02,1.258846153846153868e+02
1.123773584905660385e+02,9.456074766355139616e+01,3.383428571428571558e+02,1.299266055045871440e+02,1.239816513761467860e+02,1.547358490566037688e+02,1.244230769230769198e+02
1.123584905660377302e+02,9.454205607476635009e+01,3.366476190476190595e+02,1.291926605504587258e+02,1.226605504587155906e+02,1.546415094339622556e+02,1.238269230769230802e+02
1.123584905660377302e+02,9.457943925233644222e+01,3.351047619047619150e+02,1.284403669724770509e+02,1.218165137614678883e+02,1.546037735849056673e+02,1.227307692307692264e+02
1.124339622641509493e+02,9.457943925233644222e+01,3.336190476190475920e+02,1.279266055045871582e+02,1.206422018348623908e+02,1.544528301886792576e+02,1.217884615384615330e+02
1.123962264150943327e+02,9.457943925233644222e+01,3.320190476190476261e+02,1.269357798165137581e+02,1.195596330275229349e+02,1.538490566037735903e+02,1.209038461538461604e+02
1.122075471698113205e+02,9.461682242990654856e+01,3.304571428571428555e+02,1.261834862385321117e+02,1.182752293577981675e+02,1.537924528301886653e+02,1.199038461538461604e+02
1.121698113207547181e+02,9.457943925233644222e+01,3.290476190476190368e+02,1.256513761467889907e+02,1.175596330275229349e+02,1.537547169811320771e+02,1.190384615384615330e+02
1.122264150943396288e+02,9.457943925233644222e+01,3.274666666666666401e+02,1.248256880733945025e+02,1.165688073394495348e+02,1.536415094339622556e+02,1.182884615384615330e+02
1.122075471698113205e+02,9.450467289719625796e+01,3.260952380952380736e+02,1.241651376146788976e+02,1.163486238532110093e+02,1.535660377358490507e+02,1.177115384615384670e+02
1.120943396226415132e+02,9.450467289719625796e+01,3.242476190476190254e+02,1.235045871559633071e+02,1.156697247706422047e+02,1.533584905660377444e+02,1.168269230769230802e+02
1.123207547169811278e+02,9.435514018691588944e+01,3.224761904761904816e+02,1.229908256880734001e+02,1.144587155963302791e+02,1.531886792452830264e+02,1.161730769230769198e+02
1.123584905660377302e+02,9.441121495327102764e+01,3.214285714285714448e+02,1.222385321100917395e+02,1.138348623853211024e+02,1.531132075471698215e+02,1.153846153846153868e+02
1.123396226415094361e+02,9.461682242990654856e+01,3.196380952380952181e+02,1.217981651376146743e+02,1.129724770642201861e+02,1.529811320754716917e+02,1.147307692307692264e+02
1.123396226415094361e+02,9.463551401869159463e+01,3.178285714285714221e+02,1.213211009174311954e+02,1.125504587155963350e+02,1.528867924528301785e+02,1.142307692307692264e+02
1.124716981132075517e+02,9.485981308411214741e+01,3.161714285714285779e+02,1.208073394495412884e+02,1.117981651376146743e+02,1.525094339622641542e+02,1.134038461538461604e+02
1.123962264150943327e+02,9.489719626168223954e+01,3.147238095238095070e+02,1.200183486238532140e+02,1.113027522935779814e+02,1.520377358490566166e+02,1.127115384615384670e+02
1.118679245283018844e+02,9.521495327102803685e+01,3.128380952380952635e+02,1.195045871559633071e+02,1.107339449541284466e+02,1.517735849056603854e+02,1.120769230769230802e+02
1.118113207547169878e+02,9.528971962616822111e+01,3.113142857142856883e+02,1.187155963302752326e+02,1.100917431192660558e+02,1.516037735849056673e+02,1.114038461538461604e+02
1.120754716981132049e+02,9.528971962616822111e+01,3.095428571428571445e+02,1.182568807339449535e+02,1.095779816513761489e+02,1.513773584905660243e+02,1.109615384615384670e+02
1.124716981132075517e+02,9.558878504672897236e+01,3.076571428571428442e+02,1.179266055045871582e+02,1.091009174311926557e+02,1.510000000000000000e+02,1.105576923076923066e+02
1.125283018867924483e+02,9.570093457943924875e+01,3.065523809523809291e+02,1.174311926605504652e+02,1.087889908256880744e+02,1.506603773584905639e+02,1.098269230769230802e+02
1.125660377358490507e+02,9.596261682242990787e+01,3.047047619047618809e+02,1.167889908256880744e+02,1.082568807339449535e+02,1.505094339622641542e+02,1.093269230769230802e+02
1.128301886792452819e+02,9.594392523364486181e+01,3.031047619047619150e+02,1.164770642201834931e+02,1.076146788990825627e+02,1.503207547169811278e+02,1.088846153846153868e+02
1.130754716981132049e+02,9.613084112149532245e+01,3.012952380952381191e+02,1.161467889908256836e+02,1.073577981651376092e+02,1.500188679245283083e+02,1.083653846153846132e+02
1.132452830188679229e+02,9.613084112149532245e+01,2.995619047619047706e+02,1.161834862385321117e+02,1.072477064220183536e+02,1.498679245283018986e+02,1.081153846153846132e+02
1.134716981132075517e+02,9.631775700934579731e+01,2.979619047619047478e+02,1.158715596330275162e+02,1.068623853211009163e+02,1.495660377358490507e+02,1.077307692307692264e+02
1.138679245283018844e+02,9.642990654205607370e+01,2.965523809523809291e+02,1.156513761467889907e+02,1.067339449541284466e+02,1.492264150943396146e+02,1.073461538461538396e+02
1.140000000000000000e+02,9.667289719626168676e+01,2.947428571428571331e+02,1.150825688073394559e+02,1.062385321100917395e+02,1.491509433962264097e+02,1.070769230769230802e+02
1.143018867924528337e+02,9.669158878504673282e+01,2.929142857142857110e+02,1.147155963302752326e+02,1.060917431192660558e+02,1.487547169811320771e+02,1.067115384615384670e+02
1.145849056603773590e+02,9.691588785046728560e+01,2.912380952380952408e+02,1.146605504587155906e+02,1.056513761467889907e+02,1.485471698113207424e+02,1.062115384615384670e+02
1.146415094339622698e+02,9.684112149532710134e+01,2.893714285714285666e+02,1.144036697247706371e+02,1.056146788990825627e+02,1.485471698113207424e+02,1.058461538461538396e+02
1.147924528301886795e+02,9.714018691588785259e+01,2.877333333333333485e+02,1.142018348623853257e+02,1.053944954128440372e+02,1.482641509433962312e+02,1.057500000000000000e+02
1.149622641509433976e+02,9.732710280373831324e+01,2.857714285714285438e+02,1.136146788990825627e+02,1.053211009174311954e+02,1.479245283018867951e+02,1.052884615384615330e+02
1.150943396226415132e+02,9.738317757009345144e+01,2.839238095238094957e+02,1.134311926605504652e+02,1.050458715596330279e+02,1.476415094339622556e+02,1.048846153846153868e+02
1.152264150943396288e+02,9.770093457943924875e+01,2.824380952380952294e+02,1.131192660550458697e+02,1.049174311926605441e+02,1.469811320754716917e+02,1.043461538461538396e+02
1.152075471698113205e+02,9.786915887850467755e+01,2.805523809523809291e+02,1.131559633027522977e+02,1.048440366972477023e+02,1.465094339622641542e+02,1.040384615384615330e+02
1.156037735849056673e+02,9.786915887850467755e+01,2.785142857142857338e+02,1.130275229357798139e+02,1.048073394495412884e+02,1.463773584905660243e+02,1.034807692307692264e+02
1.157735849056603712e+02,9.826168224299065912e+01,2.766095238095238074e+02,1.126788990825688046e+02,1.046605504587155906e+02,1.460566037735848965e+02,1.031923076923076934e+02
1.160188679245283083e+02,9.837383177570093551e+01,2.748952380952380850e+02,1.126605504587155906e+02,1.047889908256880744e+02,1.455471698113207424e+02,1.029615384615384670e+02
1.162075471698113205e+02,9.857943925233644222e+01,2.735047619047618923e+02,1.124403669724770651e+02,1.047889908256880744e+02,1.452641509433962312e+02,1.025769230769230802e+02
1.164339622641509493e+02,9.882242990654205528e+01,2.713904761904761926e+02,1.118899082568807302e+02,1.046422018348623908e+02,1.441698113207547181e+02,1.025000000000000000e+02
1.169245283018867951e+02,9.921495327102803685e+01,2.693142857142856883e+02,1.117798165137614745e+02,1.046055045871559628e+02,1.438113207547169736e+02,1.022692307692307736e+02
1.172075471698113205e+02,9.923364485981308292e+01,2.671428571428571672e+02,1.116697247706422047e+02,1.043853211009174373e+02,1.431509433962264097e+02,1.016923076923076934e+02
1.176415094339622698e+02,9.930841121495326718e+01,2.653714285714285666e+02,1.115045871559633071e+02,1.043853211009174373e+02,1.430188679245283083e+02,1.016923076923076934e+02
1.179433962264150892e+02,9.936448598130840537e+01,2.631047619047619150e+02,1.115779816513761489e+02,1.044403669724770651e+02,1.427169811320754604e+02,1.015961538461538396e+02
1.184905660377358458e+02,9.958878504672897236e+01,2.611238095238095411e+02,1.113944954128440372e+02,1.041834862385321117e+02,1.423018867924528195e+02,1.015769230769230802e+02
1.185849056603773590e+02,9.977570093457943301e+01,2.591999999999999886e+02,1.113027522935779814e+02,1.041100917431192698e+02,1.419245283018867951e+02,1.015192307692307736e+02
1.187547169811320771e+02,9.986915887850467755e+01,2.573333333333333144e+02,1.108807339449541303e+02,1.039082568807339442e+02,1.414716981132075375e+02,1.012692307692307736e+02
1.192264150943396288e+02,1.002242990654205670e+02,2.552190476190476147e+02,1.107706422018348604e+02,1.040000000000000000e+02,1.409245283018867951e+02,1.010000000000000000e+02
1.193396226415094361e+02,1.004672897196261658e+02,2.532380952380952408e+02,1.107155963302752326e+02,1.040000000000000000e+02,1.404905660377358458e+02,1.009230769230769198e+02
1.196792452830188722e+02,1.004485981308411198e+02,2.511999999999999886e+02,1.107706422018348604e+02,1.040917431192660558e+02,1.399245283018867951e+02,1.008269230769230802e+02
1.200188679245283083e+02,1.007476635514018710e+02,2.494476190476190425e+02,1.106422018348623908e+02,1.039816513761467860e+02,1.397924528301886653e+02,1.008269230769230802e+02
1.201509433962264097e+02,1.009158878504672856e+02,2.472571428571428669e+02,1.105321100917431210e+02,1.040000000000000000e+02,1.385094339622641542e+02,1.005384615384615330e+02
1.204339622641509493e+02,1.010654205607476683e+02,2.453523809523809405e+02,1.102935779816513815e+02,1.040366972477064280e+02,1.381320754716981014e+02,1.003076923076923066e+02
1.207358490566037688e+02,1.013831775700934514e+02,2.432380952380952408e+02,1.102752293577981675e+02,1.040733944954128418e+02,1.377735849056603854e+02,9.994230769230769340e+01
1.209245283018867951e+02,1.016448598130841106e+02,2.410095238095238130e+02,1.104036697247706371e+02,1.041467889908256836e+02,1.376792452830188722e+02,9.994230769230769340e+01
1.212075471698113205e+02,1.017757009345794330e+02,2.391999999999999886e+02,1.102201834862385255e+02,1.042201834862385255e+02,1.371698113207547181e+02,9.976923076923077360e+01
1.213207547169811278e+02,1.020000000000000000e+02,2.372571428571428669e+02,1.102201834862385255e+02,1.041834862385321117e+02,1.364150943396226410e+02,9.982692307692308020e+01
1.217735849056603712e+02,1.020000000000000000e+02,2.353523809523809405e+02,1.103669724770642233e+02,1.040733944954128418e+02,1.362075471698113347e+02,9.975000000000000000e+01
1.218867924528301927e+02,1.022242990654205670e+02,2.335047619047618923e+02,1.106238532110091768e+02,1.040733944954128418e+02,1.359245283018867951e+02,9.975000000000000000e+01
1.222075471698113205e+02,1.025046728971962580e+02,2.314285714285714164e+02,1.106788990825688046e+02,1.039633027522935720e+02,1.354339622641509493e+02,9.971153846153846700e+01
1.224150943396226410e+02,1.025794392523364422e+02,2.292952380952380906e+02,1.107339449541284466e+02,1.040000000000000000e+02,1.351132075471698215e+02,9.944230769230769340e+01
1.225660377358490507e+02,1.027476635514018710e+02,2.274095238095238187e+02,1.106238532110091768e+02,1.040000000000000000e+02,1.343584905660377444e+02,9.926923076923077360e+01
1.227924528301886795e+02,1.028971962616822395e+02,2.251809523809523910e+02,1.106055045871559628e+02,1.040183486238532140e+02,1.340377358490566166e+02,9.903846153846153300e+01
1.231132075471698073e+02,1.029719626168224238e+02,2.231238095238095127e+02,1.109724770642201861e+02,1.039633027522935720e+02,1.337735849056603854e+02,9.898076923076922640e+01
1.235660377358490507e+02,1.033084112149532672e+02,2.211619047619047649e+02,1.108990825688073443e+02,1.040550458715596278e+02,1.331886792452830264e+02,9.876923076923077360e+01
1.236037735849056673e+02,1.034392523364486038e+02,2.194476190476190425e+02,1.110275229357798139e+02,1.039633027522935720e+02,1.329245283018867951e+02,9.886538461538461320e+01
1.238867924528301927e+02,1.037757009345794330e+02,2.172380952380952408e+02,1.109541284403669721e+02,1.038899082568807302e+02,1.328301886792452819e+02,9.888461538461538680e+01
1.238867924528301927e+02,1.040000000000000000e+02,2.155047619047618923e+02,1.110642201834862419e+02,1.038715596330275162e+02,1.323962264150943327e+02,9.884615384615383959e+01
1.240188679245283083e+02,1.042990654205607512e+02,2.139809523809523739e+02,1.111009174311926557e+02,1.039449541284403722e+02,1.320943396226415132e+02,9.869230769230769340e+01
1.240566037735849108e+02,1.046168224299065486e+02,2.124380952380952294e+02,1.112844036697247674e+02,1.038899082568807302e+02,1.316792452830188722e+02,9.865384615384616041e+01
1.240566037735849108e+02,1.050093457943925301e+02,2.106476190476190595e+02,1.112844036697247674e+02,1.038532110091743164e+02,1.312075471698113347e+02,9.878846153846153300e+01
1.242452830188679229e+02,1.052149532710280369e+02,2.087047619047619094e+02,1.113761467889908232e+02,1.038348623853211024e+02,1.308867924528301785e+02,9.878846153846153300e+01
1.241886792452830122e+02,1.052897196261682211e+02,2.066476190476190595e+02,1.114311926605504652e+02,1.037798165137614745e+02,1.306981132075471805e+02,9.844230769230769340e+01
1.242075471698113205e+02,1.055514018691588802e+02,2.049523809523809632e+02,1.113944954128440372e+02,1.037064220183486185e+02,1.302264150943396146e+02,9.844230769230769340e+01
1.241132075471698073e+02,1.058504672897196315e+02,2.033333333333333428e+02,1.115229357798165069e+02,1.038899082568807302e+02,1.302075471698113347e+02,9.848076923076922640e+01
1.240943396226415132e+02,1.060186915887850461e+02,2.015047619047618923e+02,1.114678899082568790e+02,1.039449541284403722e+02,1.297924528301886653e+02,9.850000000000000000e+01
1.242264150943396288e+02,1.060934579439252303e+02,1.997714285714285722e+02,1.116880733944954187e+02,1.039633027522935720e+02,1.294905660377358458e+02,9.850000000000000000e+01
1.242264150943396288e+02,1.062990654205607512e+02,1.982666666666666799e+02,1.116880733944954187e+02,1.038715596330275162e+02,1.292830188679245396e+02,9.851923076923077360e+01
1.244905660377358458e+02,1.064672897196261658e+02,1.968571428571428612e+02,1.117798165137614745e+02,1.040183486238532140e+02,1.290754716981132049e+02,9.851923076923077360e+01
1.243396226415094361e+02,1.068411214953271013e+02,1.949714285714285609e+02,1.119082568807339442e+02,1.045137614678899070e+02,1.289433962264151035e+02,9.851923076923077360e+01
1.244339622641509493e+02,1.070093457943925301e+02,1.930666666666666629e+02,1.119816513761467860e+02,1.040733944954128418e+02,1.287924528301886653e+02,9.853846153846153300e+01
1.244528301886792434e+02,1.073457943925233593e+02,1.916190476190476204e+02,1.119449541284403722e+02,1.039816513761467860e+02,1.286415094339622556e+02,9.867307692307691980e+01
1.245471698113207566e+02,1.077383177570093409e+02,1.899428571428571502e+02,1.119633027522935720e+02,1.040733944954128418e+02,1.285660377358490507e+02,9.867307692307691980e+01
1.247735849056603712e+02,1.079252336448598157e+02,1.881904761904762040e+02,1.120183486238532140e+02,1.041834862385321117e+02,1.281132075471698215e+02,9.880769230769230660e+01
1.246037735849056673e+02,1.080000000000000000e+02,1.870285714285714391e+02,1.120366972477064280e+02,1.044770642201834931e+02,1.279245283018867951e+02,9.890384615384616041e+01
1.247924528301886795e+02,1.082616822429906591e+02,1.855619047619047706e+02,1.121467889908256836e+02,1.044403669724770651e+02,1.280188679245283083e+02,9.896153846153846700e+01
1.248301886792452819e+02,1.087476635514018710e+02,1.840380952380952522e+02,1.120917431192660558e+02,1.045137614678899070e+02,1.276792452830188722e+02,9.900000000000000000e+01
1.248301886792452819e+02,1.091588785046728987e+02,1.820571428571428498e+02,1.124587155963302791e+02,1.045137614678899070e+02,1.276037735849056673e+02,9.875000000000000000e+01
1.247924528301886795e+02,1.097009345794392488e+02,1.809714285714285609e+02,1.124036697247706371e+02,1.046422018348623908e+02,1.276037735849056673e+02,9.888461538461538680e+01
1.248113207547169878e+02,1.098691588785046775e+02,1.798285714285714221e+02,1.126238532110091768e+02,1.048256880733945025e+02,1.275660377358490507e+02,9.894230769230769340e+01
1.248113207547169878e+02,1.099439252336448618e+02,1.784952380952381077e+02,1.127706422018348604e+02,1.048073394495412884e+02,1.275471698113207566e+02,9.911538461538461320e+01
1.246603773584905639e+02,1.100560747663551382e+02,1.773523809523809405e+02,1.128440366972477023e+02,1.048623853211009163e+02,1.274905660377358458e+02,9.911538461538461320e+01
1.247358490566037688e+02,1.103925233644859816e+02,1.760000000000000000e+02,1.129724770642201861e+02,1.048623853211009163e+02,1.274150943396226410e+02,9.911538461538461320e+01
1.246603773584905639e+02,1.105046728971962580e+02,1.745904761904761813e+02,1.131743119266054975e+02,1.046788990825688046e+02,1.274150943396226410e+02,9.955769230769230660e+01
1.247358490566037688e+02,1.107102803738317789e+02,1.736571428571428442e+02,1.133394495412844094e+02,1.046972477064220186e+02,1.273773584905660385e+02,9.963461538461538680e+01
1.247358490566037688e+02,1.112710280373831750e+02,1.726666666666666572e+02,1.136146788990825627e+02,1.048440366972477023e+02,1.273773584905660385e+02,9.963461538461538680e+01
1.247358490566037688e+02,1.116261682242990645e+02,1.713142857142857167e+02,1.135963302752293629e+02,1.050091743119265999e+02,1.273773584905660385e+02,9.965384615384616041e+01
1.246792452830188722e+02,1.121308411214953225e+02,1.700952380952381020e+02,1.139082568807339442e+02,1.051926605504587116e+02,1.274339622641509493e+02,9.967307692307691980e+01
1.246415094339622698e+02,1.122056074766355209e+02,1.695428571428571445e+02,1.139633027522935720e+02,1.052293577981651396e+02,1.274339622641509493e+02,9.980769230769230660e+01
1.245094339622641542e+02,1.127850467289719631e+02,1.685714285714285836e+02,1.139816513761467860e+02,1.051376146788990837e+02,1.274339622641509493e+02,1.001346153846153868e+02
1.243396226415094361e+02,1.128598130841121474e+02,1.674857142857142946e+02,1.139816513761467860e+02,1.055045871559633071e+02,1.274905660377358458e+02,1.002692307692307736e+02
1.243018867924528337e+02,1.133831775700934514e+02,1.663809523809523796e+02,1.140917431192660558e+02,1.056330275229357767e+02,1.274905660377358458e+02,1.001923076923076934e+02
1.243018867924528337e+02,1.134392523364486038e+02,1.656190476190476204e+02,1.140917431192660558e+02,1.055045871559633071e+02,1.275660377358490507e+02,1.003269230769230802e+02
1.241509433962264097e+02,1.137383177570093409e+02,1.645142857142857054e+02,1.140917431192660558e+02,1.056146788990825627e+02,1.276037735849056673e+02,1.002884615384615330e+02
1.241509433962264097e+02,1.141308411214953225e+02,1.635619047619047706e+02,1.140917431192660558e+02,1.056513761467889907e+02,1.276037735849056673e+02,1.004230769230769198e+02
1.238867924528301927e+02,1.145420560747663501e+02,1.624380952380952294e+02,1.141100917431192698e+02,1.056697247706422047e+02,1.276037735849056673e+02,1.006153846153846132e+02
1.240754716981132049e+02,1.149158878504672856e+02,1.618857142857142719e+02,1.142018348623853257e+02,1.057247706422018325e+02,1.276226415094339615e+02,1.006923076923076934e+02
1.237735849056603712e+02,1.153084112149532672e+02,1.608761904761904873e+02,1.142018348623853257e+02,1.058715596330275162e+02,1.279245283018867951e+02,1.007884615384615330e+02
1.236037735849056673e+02,1.154579439252336499e+02,1.602857142857142776e+02,1.142935779816513815e+02,1.061100917431192698e+02,1.279245283018867951e+02,1.007884615384615330e+02
1.233584905660377302e+02,1.156822429906542027e+02,1.589714285714285609e+02,1.143486238532110093e+02,1.061834862385321117e+02,1.280000000000000000e+02,1.010384615384615330e+02
1.230754716981132049e+02,1.160186915887850461e+02,1.584190476190476318e+02,1.144403669724770651e+02,1.062385321100917395e+02,1.281132075471698215e+02,1.010384615384615330e+02
1.229622641509433976e+02,1.161308411214953225e+02,1.574285714285714164e+02,1.143302752293577953e+02,1.062018348623853257e+02,1.284150943396226410e+02,1.010000000000000000e+02
1.229056603773584868e+02,1.169158878504672856e+02,1.567619047619047592e+02,1.144954128440366929e+02,1.062201834862385255e+02,1.284905660377358458e+02,1.012115384615384670e+02
1.228113207547169878e+02,1.172336448598130829e+02,1.555047619047618923e+02,1.145504587155963350e+02,1.062568807339449535e+02,1.284528301886792576e+02,1.013653846153846132e+02
1.227735849056603712e+02,1.173831775700934514e+02,1.549142857142857110e+02,1.146238532110091768e+02,1.063119266055045813e+02,1.288301886792452819e+02,1.014615384615384670e+02
1.226792452830188722e+02,1.177196261682242948e+02,1.542476190476190538e+02,1.148990825688073443e+02,1.064587155963302791e+02,1.291132075471698215e+02,1.016538461538461604e+02
